Tree_ID,E,N,Height_m,Crown_Diameter_m
118,2612764.480566038,1266090.3441509434,283.56,4.11
119,2612177.944545455,1266234.1027272728,283.54,4.58
120,2612724.9017647062,1266018.2711764707,283.54,3.29
121,2612786.145462185,1266069.3152941177,283.54,6.15
122,2612393.56,1266158.7533333334,283.5,6.91
123,2612715.0608333335,1266028.7008333334,283.5,6.18
124,2612720.8296226417,1266035.6271698114,283.5,5.81
125,2612278.8233333337,1266170.4133333333,283.49,3.52
126,2612648.7489285716,1266006.7585714287,283.48,4.22
127,2612787.765862069,1266053.08,283.48,3.04
128,2612727.865,1266046.0572727274,283.47,3.74
129,2612905.9255670104,1266217.70628866,283.45,7.86
130,2612664.2816666667,1266002.5026190476,283.44,5.17
131,2612726.24862069,1266013.6231034484,283.43,4.3
132,2612749.6733333333,1266085.7966666666,283.43,3.09
133,2612720.519411765,1266038.3447058825,283.42,2.33
134,2612318.413295455,1266624.6595454547,283.41,7.48
135,2612292.352745098,1266160.7956862745,283.39,4.03
136,2612787.226607143,1266033.5085714287,283.39,5.97
137,2612745.101111111,1266013.0096296298,283.38,6.56
138,2612117.6354545457,1266341.3754545455,283.34,5.92
139,2612689.8477235776,1266050.1125203252,283.33,6.26
140,2612267.3937854893,1266369.4900946373,283.32,10.05
141,2612405.229130435,1266115.5745652174,283.32,5.41
142,2612391.601111111,1266126.918888889,283.29,5.35
143,2612686.117118644,1266018.0715254238,283.29,4.33
144,2612338.810143885,1266176.7274820146,283.27,6.65
145,2612731.8173809526,1266009.5145238095,283.26,5.17
146,2612685.49,1266089.525652174,283.25,3.83
147,2612417.720434783,1266105.0408695652,283.23,6.05
148,2612109.8754961835,1266275.656335878,283.22,6.46
149,2612763.5233333334,1266072.78,283.22,2.19
150,2612260.214489796,1266184.8759183674,283.18,3.95
151,2612769.851111111,1266017.6633333333,283.18,2.39
152,2612323.0092307692,1266306.2963461538,283.17,5.75
153,2612310.38453125,1266287.38859375,283.16,6.38
154,2612734.7313793106,1266105.2581609196,283.15,5.26
155,2612779.732647059,1266059.0505882353,283.13,4.65
156,2612367.54,1266078.6216666668,283.07,6.18
157,2612517.306384181,1266023.5291525424,283.07,7.51
158,2612398.2966037737,1266134.1318867926,283.06,5.81
159,2612644.365,1266015.8508333333,283.06,2.76
160,2613041.520864198,1266951.2034567902,283.06,7.18
161,2612119.921818182,1266268.4246969698,283.05,6.48
162,2612386.0975471702,1266296.2290566037,283.03,9.18
163,2612313.9491836736,1266143.049387755,283.02,3.95
164,2612901.8160869568,1266080.409710145,282.99,6.63
165,2612730.6831818186,1266075.5572727274,282.98,5.29
166,2612192.025714286,1266221.9871428572,282.96,4.72
167,2612228.8733333335,1266193.855,282.96,4.37
168,2612299.7784615387,1266154.4646153846,282.95,2.88
169,2612404.303953489,1266128.5509302327,282.94,5.23
170,2612786.902280702,1266057.5361403509,282.92,4.26
171,2612632.6212500003,1266012.3675000002,282.91,5.05
172,2612732.96752809,1266040.5519101124,282.9,5.32
173,2612318.7597368425,1266164.5536842106,282.87,4.92
174,2612103.3175862073,1266168.278275862,282.86,4.3
175,2612702.393614458,1266096.110120482,282.84,5.14
176,2612783.253157895,1266061.5273684212,282.84,2.46
177,2612796.6900000004,1266017.58,282.83,2.82
178,2612808.4024293786,1266046.2720903954,282.83,7.51
179,2612257.700526316,1266250.9115789474,282.82,5.5
180,2612742.2434246577,1266030.9738356166,282.82,6.82
181,2612250.49,1266192.792962963,282.81,4.15
182,2612789.1233333335,1266071.28,282.8,3.09
183,2612334.2161904764,1266170.83,282.79,5.17
184,2612531.162413793,1266004.278275862,282.79,4.3
185,2612195.4376190477,1266377.1657142858,282.78,5.78
186,2612341.77125,1266077.6841666668,282.78,3.91
187,2612309.4344444447,1266092.1077777778,282.77,2.39
188,2612486.3120858897,1266130.4849079754,282.76,7.2
189,2612616.724375,1266003.6633333333,282.76,5.53
190,2612725.074070797,1266004.9649557522,282.75,6.0
191,2612844.444326923,1266087.8900961538,282.75,8.14
192,2612679.461264368,1266030.907586207,282.73,5.26
193,2612709.01631579,1266088.237894737,282.73,4.92
194,2612763.49,1266069.2466666668,282.73,2.76
195,2612423.74,1266099.4476470589,282.69,5.7
196,2612481.2976923077,1266135.8915384617,282.69,6.43
197,2612706.891098901,1266082.7723076923,282.69,5.38
198,2612157.461311476,1266203.0103278689,282.68,6.23
199,2612154.918571429,1266201.3657142858,282.67,2.11
200,2612419.263809524,1266116.2069841272,282.67,6.33
201,2612305.581666667,1266175.4966666668,282.66,4.37
202,2612108.169190752,1266354.9268208093,282.63,7.42
203,2612156.0482191783,1266227.4669863014,282.63,6.82
204,2612392.753636364,1266138.961818182,282.63,5.92
205,2612438.782,1266108.544,282.63,6.31
206,2612390.2824528306,1266303.0186792454,282.62,8.21
207,2612832.2767647062,1266075.08,282.61,6.58
208,2612177.6922471914,1266296.186741573,282.58,5.32
209,2612682.8801098904,1266007.503076923,282.58,5.38
210,2612326.1275000004,1266087.2925,282.57,3.57
211,2612698.2809090912,1266052.4436363636,282.55,5.92
212,2612751.0316666667,1266055.441111111,282.55,4.79
213,2612759.167419355,1266032.7090322583,282.55,3.14
214,2612992.101764706,1266191.2152941178,282.55,7.36
215,2612410.764725275,1266123.2832967034,282.54,5.38
216,2612758.6610526317,1266041.128245614,282.54,6.02
217,2612689.587345133,1266057.695044248,282.53,6.0
218,2612743.2643362833,1266103.8853097346,282.52,6.0
219,2612749.191030928,1266037.3016494846,282.51,5.56
220,2612411.5583760687,1266110.815042735,282.49,6.1
221,2612264.4741269844,1266232.1117460318,282.48,6.33
222,2612424.1220000004,1266111.8,282.47,6.31
223,2612902.231935484,1266238.2735483872,282.47,5.44
224,2612659.2860526317,1266025.3036842106,282.46,4.92
225,2612711.0621925136,1266018.7965775402,282.43,7.72
226,2612738.0900000003,1266109.4042424243,282.43,7.25
227,2612775.5733333337,1266021.92375,282.43,3.91
228,2612142.7633333337,1266547.2983333333,282.42,9.77
229,2612649.6751851854,1266015.6540740742,282.41,2.93
230,2612776.2422522525,1266067.89981982,282.41,5.94
231,2612311.9361538463,1266169.6261538463,282.4,4.55
232,2612752.012727273,1266039.7542424244,282.39,4.58
233,2612386.345555556,1266131.4022222222,282.36,5.35
234,2612117.2716455697,1266424.9724050635,282.34,7.09
235,2612386.0892907805,1266186.2714893618,282.34,6.7
236,2612725.29,1266068.5383333333,282.34,4.37
237,2612115.772608696,1266298.8626086956,282.33,2.71
238,2612431.4552173917,1266103.123478261,282.31,6.05
239,2612959.392777778,1266298.3077777778,282.31,7.57
240,2612300.4559685867,1266598.077382199,282.29,7.8
241,2612320.77125,1266138.955,282.29,2.26
242,2612398.7747222222,1266120.8369444446,282.28,4.79
243,2613135.7967484663,1266164.7548466257,282.27,7.2
244,2612759.5941666667,1266036.0175,282.26,2.76
245,2612666.047522124,1266041.5667256638,282.24,6.0
246,2612151.8025,1266271.67375,282.22,2.26
247,2612378.9256435647,1266139.0948514852,282.21,5.67
248,2612755.944545455,1266053.1027272728,282.18,2.65
249,2612782.1900000004,1266009.28,282.18,2.19
250,2612735.4275,1266023.5442857144,282.17,5.97
251,2612775.856071429,1266042.0085714287,282.17,4.22
252,2612649.794878049,1266033.7141463414,282.13,3.61
253,2612183.4996774197,1266373.5735483873,282.12,7.02
254,2612349.6106896554,1266117.08,282.12,3.04
255,2612380.7172727273,1266190.9300000002,282.12,5.92
256,2612650.517777778,1266038.0244444446,282.12,2.39
257,2612655.316923077,1266025.0415384616,282.12,2.88
258,2612734.0420833337,1266067.11125,282.12,3.91
259,2612784.9605882354,1266040.1829411765,282.11,3.29
260,2612503.7289705887,1266149.0322058825,282.09,6.58
261,2612390.4661904764,1266082.841904762,282.07,2.59
262,2612662.5428846157,1266033.1040384616,282.07,5.75
263,2612784.1268421053,1266079.3747368422,282.07,5.5
264,2613356.5572514622,1266098.6647953216,282.07,7.38
265,2612222.0941666667,1266216.0383333333,282.06,2.76
266,2612973.14625,1266284.68625,282.03,8.74
267,2612781.3160869568,1266044.536521739,282.02,3.83
268,2612939.3883516486,1266296.5745054947,282.01,7.61
269,2612705.4040625,1266092.783125,282.0,4.51
270,2612121.247575758,1266414.1254545455,281.99,4.58
271,2612309.458571429,1266410.9200000002,281.99,7.46
272,2612329.0092307692,1266132.3107692308,281.99,2.88
273,2612769.24,1266062.691111111,281.99,2.39
274,2612792.694845815,1266083.7297797357,281.99,8.5
275,2612128.0203030305,1266271.4133333333,281.98,3.24
276,2612184.9408196723,1266243.342295082,281.98,4.41
277,2612221.7854545456,1266243.9436363636,281.98,2.65
278,2612282.393448276,1266367.1420689656,281.98,6.79
279,2612442.153636364,1266585.8193939396,281.98,7.25
280,2612140.4494594596,1266482.4394594596,281.97,7.67
281,2612223.262727273,1266272.0951515152,281.96,3.24
282,2612114.4687234047,1266282.5161702128,281.95,3.87
283,2612404.062727273,1266171.3845454545,281.94,5.92
284,2612123.400714286,1266294.4192857144,281.93,2.99
285,2612723.722758621,1266091.2179310345,281.93,4.3
286,2612791.24,1266041.955,281.93,1.95
287,2612873.5258974363,1266218.5312820515,281.93,7.88
288,2613324.658650794,1266298.6355555556,281.93,8.96
289,2612716.938113208,1266097.183773585,281.91,5.81
290,2612183.4422293,1266406.723312102,281.9,7.07
291,2612407.29,1266072.5133333334,281.9,2.19
292,2613389.7612418304,1266280.629019608,281.9,6.98
293,2612169.0605882355,1266318.3505882353,281.88,5.2
294,2612685.9287755103,1266084.6514285714,281.88,3.95
295,2612712.4969124426,1266052.054654378,281.88,8.31
296,2612720.304516129,1266022.4187096774,281.88,4.44
297,2612143.0264583337,1266413.658125,281.87,5.53
298,2612509.284478528,1266157.3775460124,281.86,7.2
299,2612738.8292857143,1266016.0442857144,281.85,2.99
300,2612107.99,1266302.33,281.83,2.65
301,2612685.0971428575,1266061.5442857144,281.83,3.66
302,2612193.267777778,1266237.7022222222,281.79,3.78
303,2612133.449390863,1266513.696751269,281.78,7.92
304,2612192.2592307692,1266368.8876923078,281.77,4.98
305,2612677.6233333335,1266022.4200000002,281.76,4.89
306,2612776.12,1266049.57,281.76,3.99
307,2612103.275714286,1266265.5942857144,281.83,4.72
308,2612393.9491836736,1266180.8317006803,281.73,6.84
309,2612855.4301709402,1266072.768034188,281.73,6.1
310,2613111.9542857143,1266149.5621428571,281.73,8.44
311,2612735.5796226417,1266047.254528302,281.72,5.81
312,2612751.1566666667,1266059.9133333333,281.72,1.38
313,2612802.2985106385,1266087.5534042553,281.72,5.47
314,2612683.5294736843,1266053.0405263158,281.71,4.92
315,2612259.733421053,1266234.612894737,281.7,4.92
316,2613327.867777778,1266199.3800000001,281.7,9.27
317,2612114.4344444447,1266267.333968254,281.69,4.48
318,2612262.878888889,1266379.58,281.69,6.56
319,2612714.6251351354,1266079.2151351352,281.69,3.43
320,2612915.284871795,1266224.7146153846,281.68,4.98
321,2612665.775714286,1266053.9817857144,281.67,4.22
322,2612769.24,1266083.5133333334,281.67,3.09
323,2612969.1516541354,1266310.5612030076,281.67,6.51
324,2612117.913076923,1266538.024055944,281.66,6.75
325,2612653.3592307693,1266004.5184615385,281.65,4.55
326,2612726.0805511815,1266104.426456693,281.74,6.36
327,2612747.167419355,1266098.6606451613,281.65,3.14
328,2612753.99,1266109.2351724138,281.63,3.04
329,2612680.167419355,1266089.5369892474,281.62,5.44
330,2612816.807073171,1266092.9184146342,281.62,7.23
331,2612872.2073913044,1266182.471304348,281.61,4.69
332,2612501.70875,1266161.410357143,281.6,5.97
333,2612690.117819549,1266035.4296240602,281.6,6.51
334,2613013.6046496816,1266177.0577070063,281.6,7.07
335,2612463.072733813,1266686.8677697843,281.59,6.65
336,2612359.053432836,1266337.553880597,281.57,6.53
337,2612385.0603125,1266145.6034375,281.55,4.51
338,2612749.582592593,1266062.6170370372,281.55,4.15
339,2613023.919878049,1266180.848292683,281.55,7.23
340,2612270.75754386,1266376.6150877194,281.53,6.02
341,2612618.893846154,1266011.3171794873,281.52,4.98
342,2612182.2670270274,1266381.58,281.51,4.85
343,2612221.39625,1266251.189375,281.51,3.19
344,2612663.1202816903,1266066.5271830987,281.51,6.72
345,2613026.51631579,1266299.4089473684,281.51,4.92
346,2613039.7504166667,1266216.625138889,281.51,6.77
347,2612122.1386486487,1266276.8232432434,281.5,3.43
348,2612136.1053846157,1266283.3876923078,281.5,2.88
349,2612728.313529412,1266024.5505882353,281.5,2.33
350,2612895.8168156426,1266052.7084916201,281.5,7.55
351,2612907.078235294,1266075.234411765,281.49,6.58
352,2612334.7992105265,1266319.987894737,281.48,4.92
353,2612697.4053846155,1266031.2876923077,281.48,4.55
354,2612784.0300000003,1266047.28,281.48,2.82
355,2612857.5581818186,1266067.6027272728,281.48,2.65
356,2612862.497633588,1266070.3586259542,281.48,6.46
357,2612320.2847368424,1266319.232631579,281.47,5.5
358,2612389.6723529412,1266151.674117647,281.47,5.2
359,2612688.787413793,1266095.3472413793,281.47,6.08
360,2612746.909354839,1266076.2896774195,281.48,3.14
361,2612773.195882353,1266057.6682352943,281.47,2.33
362,2613017.426781609,1266184.7351724138,281.47,7.44
363,2612182.40509434,1266440.9101886794,281.46,4.11
364,2612488.6900000004,1266146.4566666668,281.45,6.91
365,2612679.0437190086,1266039.067603306,281.45,6.21
366,2612817.632424243,1266052.5103030305,281.44,7.25
367,2612175.7932786886,1266399.0267213115,281.43,6.23
368,2612735.4661904764,1266062.3538095239,281.43,3.66
369,2612746.679655173,1266094.58,281.43,3.04
370,2612134.225074627,1266428.5314925374,281.41,6.53
371,2612493.785,1266139.96,281.41,5.64
372,2612966.8893506494,1266270.9046753247,281.4,7.0
373,2613336.8466878985,1266202.6405095542,281.39,7.07
374,2612873.5891379314,1266058.0024137932,281.38,6.08
375,2612222.2122222222,1266258.58,281.37,3.39
376,2612728.64,1266058.28,281.37,3.09
377,2612744.286703297,1266087.6514285714,281.36,5.38
378,2612798.08375,1266070.220625,281.35,3.19
379,2612832.8950632913,1266065.744556962,281.38,5.01
380,2612805.2480645166,1266040.0316129033,281.34,6.28
381,2612930.4066666667,1266264.4772222224,281.34,7.57
382,2612370.1927027027,1266347.0394594595,281.33,4.85
383,2612930.203888889,1266309.9522222222,281.33,7.57
384,2612129.9146575346,1266543.3026027398,281.32,6.82
385,2612400.3728125,1266165.1815625,281.32,6.38
386,2612525.9041791046,1266170.9531343284,281.32,6.53
387,2612775.893846154,1266053.4838461538,281.32,2.88
388,2612740.453917526,1266056.5336082475,281.31,5.56
389,2612172.722,1266382.84,281.3,6.31
390,2612699.18072165,1266038.8377319588,281.3,5.56
391,2613367.115,1266238.3716666668,281.3,8.96
392,2612108.211311476,1266428.4529508199,281.29,6.23
393,2612193.20969697,1266387.2921212122,281.29,4.58
394,2612658.632857143,1266082.484761905,281.29,3.66
395,2612369.2794736843,1266099.974736842,281.27,2.46
396,2612427.535774648,1266200.0095774648,281.27,6.72
397,2612701.603924051,1266004.9597468355,281.27,5.01
398,2612702.6415151516,1266087.261818182,281.27,3.24
399,2612143.4622222222,1266278.468888889,281.26,2.39
400,2612166.700526316,1266428.2642105264,281.26,2.46
401,2612509.3097674423,1266170.6555813954,281.26,5.23
402,2612774.686969697,1266060.564848485,281.25,3.24
403,2612544.9656097563,1266012.9153658538,281.24,5.11
404,2612662.106071429,1266084.7585714287,281.24,4.22
405,2612421.226434109,1266192.2660465117,281.23,6.41
406,2612785.2686458337,1266378.1398958333,281.23,7.82
407,2612174.01631579,1266434.385263158,281.22,5.5
408,2612399.625514019,1266175.743551402,281.22,5.84
409,2612882.481525424,1266078.393559322,281.22,7.51
410,2612342.9659036146,1266337.826987952,281.21,5.14
411,2613376.8852380957,1266277.3371428573,281.21,5.78
412,2612934.995780347,1266255.8979190753,281.2,7.42
413,2613370.7790173413,1266253.3025433526,281.2,7.42
414,2612134.753157895,1266422.0273684212,281.19,2.46
415,2612285.1963492064,1266394.238730159,281.19,7.76
416,2612166.77,1266430.86,281.17,2.82
417,2612240.581891892,1266787.5691891892,281.17,7.67
418,2612288.6004651166,1266416.1090697674,281.17,7.4
419,2612704.137540984,1266012.153770492,281.16,4.41
420,2612147.088639456,1266464.8997278912,281.15,6.84
421,2612164.1263636365,1266390.770909091,281.15,5.92
422,2612753.0108333337,1266044.86125,281.15,5.53
423,2612121.230740741,1266399.2466666668,281.14,4.15
424,2612672.5219148938,1266013.3778723406,281.14,3.87
425,2613143.5624137935,1266162.2179310345,281.14,6.79
426,2612883.4783720933,1266202.9230232558,281.11,5.23
427,2612191.397608696,1266402.1723913045,281.1,5.41
428,2612449.8265384617,1266227.781923077,281.1,7.05
429,2612664.4542857143,1266062.0085714287,281.1,2.11
430,2612813.450526316,1266255.1107017545,281.1,6.02
431,2612431.7539593913,1266592.19928934,281.09,7.92
432,2612658.574615385,1266059.756923077,281.09,4.55
433,2612707.796818182,1266057.705,281.09,3.74
434,2612900.4400000004,1266072.0425,281.09,7.14
435,2612956.442777778,1266311.7966666666,281.09,7.57
436,2612136.100169492,1266423.7494915256,281.06,4.33
437,2612801.8670053477,1266465.9489839573,281.06,7.72
438,2612912.1566666667,1266247.8333333335,281.06,4.89
439,2612675.333023256,1266060.4288372095,281.05,5.23
440,2612516.947627119,1266164.5715254238,281.04,6.13
441,2612686.1086440682,1266066.1986440679,281.02,4.33
442,2612359.8101219516,1266354.4458536587,281.01,7.23
443,2612789.025714286,1266095.1800000002,280.98,4.72
444,2612847.8543410855,1266064.61875969,280.98,6.41
445,2612352.028888889,1266339.2966666666,280.97,5.35
446,2612755.995,1266114.205,280.97,5.64
447,2612770.887058824,1266080.2417647059,280.97,3.29
448,2612781.3545833337,1266097.08,280.96,3.91
449,2612652.578235294,1266014.109411765,280.95,2.33
450,2612913.8295061733,1266076.345432099,280.95,5.08
451,2612124.137887324,1266258.3123943664,280.94,4.75
452,2612159.89625,1266425.2675,280.94,2.26
453,2612695.66,1266089.35,280.94,3.99
454,2612895.6766666668,1266042.4233333333,280.94,6.91
455,2612185.9814529917,1266392.8962393163,280.93,6.1
456,2612621.8865517243,1266007.683448276,280.93,3.04
457,2612715.4643589747,1266108.421025641,280.93,7.88
458,2612720.357647059,1266055.5064705883,280.92,3.29
459,2612337.334086022,1266305.1713978495,280.91,5.44
460,2612708.1233333335,1266065.9133333333,280.91,4.89
461,2612850.467777778,1266067.5355555557,280.9,3.78
462,2612674.235283019,1266025.400754717,280.87,4.11
463,2612151.868787879,1266434.383030303,280.86,4.58
464,2612699.050679612,1266541.5314563108,280.86,8.1
465,2612438.833373494,1266213.1161445784,280.85,7.27
466,2612136.151538462,1266408.08,280.84,4.55
467,2612432.539382716,1266207.731234568,280.84,7.18
468,2612707.102903226,1266070.6122580646,280.84,3.14
469,2612706.7073913044,1266029.6669565218,280.82,3.83
470,2612721.5092307692,1266052.1761538463,280.82,4.07
471,2612763.23590164,1266343.3832786886,280.82,7.63
472,2612164.18005848,1266986.267134503,280.81,7.38
473,2612346.0700000003,1266325.74,280.81,4.89
474,2612724.1185714286,1266083.5228571428,280.81,3.34
475,2612106.7191666667,1266433.3977083333,280.8,5.53
476,2612674.5955776894,1266105.269243028,280.8,8.94
477,2612812.813170732,1266203.6714634148,280.8,5.11
478,2613214.2655905513,1266910.6941732285,280.8,6.36
479,2612744.99,1266071.33,280.78,1.95
480,2612983.193125,1266236.251875,280.78,6.38
481,2612710.706666667,1266075.4716666667,280.77,4.37
482,2612757.6639130437,1266080.036521739,280.77,2.71
483,2612444.72006135,1266280.135214724,280.76,7.2
484,2612788.3334782613,1266103.9973913045,280.76,6.05
485,2612734.7841176474,1266080.0211764707,280.75,2.33
486,2612695.637727273,1266066.045909091,280.74,5.29
487,2612825.7733333334,1266076.2966666666,280.73,3.09
488,2612838.0743750003,1266107.0706250002,280.73,7.14
489,2612205.5173972603,1266454.6347945207,280.72,4.82
490,2612991.3792045456,1266288.7476136365,280.72,7.48
491,2612683.647894737,1266077.474736842,280.7,2.46
492,2612739.620434783,1266079.4169565218,280.7,3.83
493,2613364.2236065576,1266228.379180328,280.68,6.23
494,2612128.5733333337,1266404.505925926,280.67,4.15
495,2612820.5867741937,1266099.821935484,280.66,3.14
496,2612142.192020202,1266475.6355555556,280.65,5.61
497,2612791.981525424,1266107.7410169493,280.65,4.33
498,2612143.2122222222,1266326.8577777778,280.64,4.48
499,2612441.5914492756,1266265.4676811595,280.64,6.63
500,2612532.893030303,1266191.6012121213,280.64,7.25
501,2612724.8441666667,1266053.79875,280.64,3.91
502,2612907.285,1266197.7550000001,280.64,5.64
503,2612224.693125,1266289.595625,280.63,3.19
504,2612259.7955555557,1266345.2675,280.63,4.79
505,2612432.8803225807,1266338.8767741937,280.63,7.02
506,2612658.629664805,1266337.5604469276,280.63,7.55
507,2612696.601111111,1266047.0244444446,280.63,1.69
508,2612920.1925316458,1266216.8964556963,280.62,5.01
509,2612290.316666667,1266400.6633333333,280.6,6.91
510,2612798.1882758625,1266035.6877586208,280.6,6.08
511,2612127.77125,1266618.83,280.59,2.26
512,2612341.981803279,1266209.5718032788,280.58,4.41
513,2612737.7831034483,1266087.7006896553,280.58,4.3
514,2612805.674782609,1266069.3517391304,280.58,3.83
515,2613047.6521621626,1266206.7185135137,280.58,6.86
516,2612729.381304348,1266049.7321739132,280.56,2.71
517,2612809.693703704,1266066.894814815,280.56,2.93
518,2612810.0476923077,1266088.5751923078,280.55,5.75
519,2612852.75,1266255.0733333335,280.55,4.89
