Tree_ID,X,Y,Height_m,Crown_Diameter_m
113,2612445.0377413267,1266013.9698424963,283.73,6.28
114,2612113.512622342,1266642.172380836,283.43,8.81
115,2612321.282310949,1266802.1621143394,283.45,7.96
116,2612190.4964699796,1266583.6145135907,283.35,9.01
117,2612105.6231908808,1266678.6761739994,283.76,5.47
118,2612137.8358364953,1266683.1087820672,283.4,8.39
119,2612281.1959683835,1266235.5307014612,283.27,9.06
120,2612154.5908327247,1266587.8173847392,283.33,7.31
121,2612473.3420201167,1266163.6001074137,283.32,11.08
122,2612131.9916411825,1266611.9315460753,283.5,8.0
123,2612208.224320379,1266313.8480284782,283.26,7.18
124,2612188.384061891,1266605.9587537867,283.14,10.09
125,2612188.5843306016,1266651.8259910478,283.54,14.14
126,2612126.1181475394,1266520.1770408237,283.2,9.27
127,2612309.186666058,1266039.9876228343,284.03,5.78
128,2612391.0662115123,1266206.6907613624,283.16,6.48
129,2612379.319999391,1266006.2284653252,283.22,6.43
130,2612127.054806021,1266413.6101695327,283.07,7.59
131,2612130.21423016,1266553.8457730175,283.33,8.14
132,2612334.3308689566,1266097.7128298737,283.81,5.41
133,2612263.3295232006,1266188.3304799772,283.6,5.78
134,2612306.413022647,1266053.315585182,283.24,7.4
135,2612371.9953240664,1266014.7897873365,283.05,8.57
136,2612107.8551345263,1266513.2210848678,283.08,7.67
137,2612391.036345545,1266026.1438499405,283.78,5.75
138,2612158.4841503347,1266650.124909447,282.94,9.18
139,2612204.898124391,1266627.8454725367,283.16,9.03
140,2612167.6400685953,1266629.3697615722,283.17,9.59
141,2612127.845793042,1266670.9146069614,282.92,8.96
142,2612199.8239993914,1266596.5240037867,282.87,8.92
143,2612137.7467509834,1266548.8180292645,282.96,10.0
144,2612188.78883056,1266620.4685752154,282.83,11.07
145,2612400.1810163404,1266282.4298342953,283.03,9.69
146,2612409.904745154,1266219.405258024,283.17,6.13
147,2612112.4158077743,1266661.0334169604,282.93,7.29
148,2612106.319999391,1266560.710592022,283.44,5.7
149,2612121.1489467598,1266582.299214313,283.29,4.92
150,2612184.119999391,1266798.0955593423,282.99,6.56
151,2612234.0090237814,1266382.7308574454,282.76,7.23
152,2612143.165762103,1266657.541698702,282.81,9.69
153,2612150.2773164646,1266704.7095159818,282.83,7.23
154,2612261.3162956876,1266102.7918556386,285.32,6.56
155,2612189.5824303306,1266740.590832516,282.75,7.59
156,2612330.996646098,1266052.5543750443,282.63,7.29
157,2612406.52601791,1266286.6011148978,282.62,8.29
158,2612170.0542851053,1266618.9085752154,282.9,7.46
159,2612132.519500638,1266594.1115748591,282.81,11.3
160,2612237.6192418155,1266294.4028825746,283.06,6.48
161,2612219.569999391,1266315.6836657585,282.67,6.72
162,2612161.191244026,1266586.128415804,282.53,8.61
163,2612211.9156784033,1266334.9653124288,282.63,7.18
164,2612176.4772046315,1266728.1395671056,282.61,8.54
165,2612294.8949993914,1266888.2316704534,282.55,7.57
166,2612458.4792172685,1266004.5165400996,282.63,7.55
167,2612143.297443,1266628.4881240875,282.9,6.51
168,2613053.6889649085,1266935.610693442,283.11,9.61
169,2612212.0518834493,1266633.9501487142,282.87,8.12
170,2612242.2533327243,1266289.0214852681,282.63,6.56
171,2612207.0347052733,1266639.6900037867,282.52,7.36
172,2612167.223393647,1266648.0520142305,282.46,11.04
173,2612177.5787203214,1266627.420236345,282.98,7.4
174,2612110.451782337,1266579.600468903,282.58,6.41
175,2612650.847949702,1266039.1825503707,282.46,10.12
176,2612154.8433912043,1266594.4505301025,282.55,7.38
177,2612215.227999391,1266320.5760037866,282.47,6.31
178,2612135.4021422486,1266639.4185752154,282.82,6.68
179,2612141.8531485624,1266646.7565783723,282.51,7.59
180,2612336.7031769613,1266158.9783215437,282.49,8.25
181,2612167.033991161,1266670.57333712,282.46,8.79
182,2612163.35794582,1266622.563664501,282.37,8.44
183,2612183.4345827247,1266643.7851426757,282.34,9.57
184,2612528.6663849335,1266013.6375941483,282.34,7.27
185,2612131.7653775425,1266546.0173147111,282.8,6.15
186,2612303.346666058,1266137.0400037868,284.59,4.89
187,2612116.4744709358,1266679.1058574454,282.21,6.26
188,2612122.1408327245,1266607.4879204533,282.43,8.74
189,2612127.227717512,1266631.0034266056,282.35,9.74
190,2612171.37357082,1266623.6596466438,282.34,5.97
191,2612214.1924131843,1266307.7469003384,282.49,6.79
192,2612239.2150611198,1266377.6381519348,282.69,7.18
193,2612200.592726664,1266645.7789648257,282.23,9.9
194,2612290.057653712,1266282.0949420584,282.34,7.18
195,2612210.4321365943,1266651.6819562933,282.39,15.53
196,2612136.9467275017,1266557.850602865,282.18,8.31
197,2612173.617808156,1266752.1095256992,282.2,12.64
198,2612184.5026916987,1266612.8919268637,282.17,9.1
199,2612120.1714845398,1266674.477627549,282.11,8.02
200,2612206.6484665447,1266327.8020475823,282.32,6.6
201,2612302.5457646972,1267223.859901746,282.1,11.17
202,2612117.9802558017,1266636.1929952397,282.08,8.63
203,2612148.2890470102,1266673.0876228344,282.17,8.18
204,2612401.901004978,1266855.6422384237,282.31,7.55
205,2612268.384814206,1267031.9128432928,282.27,7.18
206,2612348.5415903004,1266059.9104583322,283.66,5.29
207,2612200.48467005,1266613.4286265413,282.23,7.29
208,2612116.975461576,1266685.26101219,282.08,6.15
209,2612108.6381812096,1266620.7536401504,282.75,5.92
210,2612207.492726664,1266622.0968219687,282.07,8.37
211,2612354.5022910577,1266154.1150037867,282.82,5.53
212,2612192.9918055586,1266599.499915681,282.22,8.5
213,2612388.2658327245,1266869.3900037867,282.03,8.74
214,2612272.9663408548,1266175.2034184209,283.49,5.11
215,2612702.4022504734,1266195.8893544362,282.29,8.57
216,2612182.70888828,1266680.5798730678,282.2,6.98
217,2612480.2681475393,1266092.288151935,282.78,6.56
218,2612167.685671033,1266582.3569192097,282.1,8.0
219,2612477.042221613,1266079.82333712,282.13,7.18
220,2612120.6958383173,1266518.5218829813,282.23,6.89
221,2612400.2821615534,1266835.656220003,282.01,7.67
222,2612399.82531854,1266074.144259106,282.58,5.47
223,2612184.3330590925,1266664.400451548,282.11,9.24
224,2612169.5377413267,1266655.6727994857,282.06,7.69
225,2612126.4112692326,1266535.083257755,282.01,8.96
226,2612402.2043277496,1267220.8706008017,281.93,9.24
227,2612159.0676409006,1266656.8319849188,281.94,8.21
228,2612232.0884204437,1266300.7084248394,282.94,5.5
229,2612230.541648876,1266287.7554677043,283.29,5.56
230,2612155.6792051676,1266608.6659965666,281.88,9.39
231,2612155.3752141153,1266580.8688381426,281.85,7.2
232,2612133.870458107,1266575.698719383,282.73,5.89
233,2612510.531980958,1266078.8529070124,281.9,8.31
234,2612203.5283327247,1266320.6187916656,282.69,6.48
235,2612196.370444495,1266622.0619622436,281.93,10.36
236,2612154.6337248813,1266672.256343656,281.87,6.98
237,2612126.479685255,1266542.0489043102,281.81,7.8
238,2612261.0674220715,1266405.7374264672,281.86,7.86
239,2612127.8516085865,1266617.1480497639,281.88,7.44
240,2612689.4866660577,1266338.5127310595,281.98,7.25
241,2612252.898124391,1266400.0556287868,282.15,7.14
242,2612110.8088882803,1266415.2677815645,282.26,5.35
243,2612132.5102167823,1266523.1476124823,282.25,5.41
244,2612586.0049993913,1266036.8275037867,281.97,7.98
245,2612189.5225310368,1266699.5290333226,281.82,8.69
246,2612337.4529107837,1266074.3222822677,283.54,5.01
247,2612617.319999391,1266029.9801027966,281.78,8.02
248,2612253.151249391,1267008.22958712,281.92,8.74
249,2612322.196237015,1266769.707825569,281.93,8.02
250,2612470.826666058,1266178.7466704533,281.98,6.91
251,2612191.8955549467,1266575.2133371201,281.87,8.46
252,2612145.2072334336,1266563.018727191,282.24,8.65
253,2612341.913749391,1266798.47958712,282.47,5.53
254,2612193.2728789723,1266641.2426215878,281.77,7.8
255,2612515.2785359765,1266205.7887842746,281.99,8.08
256,2612117.692831761,1266534.9538766192,281.7,7.42
257,2612320.4141170382,1266172.0341214337,282.41,5.2
258,2612470.2053748854,1266089.4811105062,281.77,8.97
259,2612384.0186601053,1267285.6752716438,281.91,8.44
260,2612226.888420444,1266306.929477471,282.54,5.5
261,2612280.6513246926,1266909.8002447507,281.6,7.27
262,2612414.1030876264,1266865.5047096692,281.67,6.58
263,2612489.738604042,1266091.7031820812,281.68,9.06
264,2612190.6837332966,1266555.717471598,281.76,12.18
265,2612219.3152374863,1266301.17333712,283.32,5.78
266,2612641.737682318,1266013.9595159818,281.66,7.23
267,2612207.219999391,1266259.6212537868,283.08,5.05
268,2612157.2334193047,1266560.5127310595,281.75,8.57
269,2612483.1839449694,1266159.379459569,281.69,6.84
270,2612146.824949886,1266687.2994097273,282.08,5.67
271,2612196.3125736485,1266712.5370334897,281.62,8.02
272,2612294.8984307637,1266276.7056900612,282.33,5.7
273,2612790.612516398,1266359.5019085486,281.6,6.84
274,2612194.8046932686,1266204.8930650111,283.29,5.59
275,2612500.3848848874,1266094.4575610387,281.57,9.13
276,2612284.5730481716,1266290.0997598844,281.73,7.23
277,2612126.8024555314,1266623.783863436,281.6,6.02
278,2612116.579999391,1266516.0640037868,281.74,6.31
279,2612365.3397362335,1266058.1676353656,283.63,4.92
280,2612138.965713677,1266586.4714323583,281.67,7.46
281,2612356.6458922485,1266003.9721466438,283.11,5.97
282,2612143.358659185,1266575.6472202817,281.73,7.86
283,2612202.1751130274,1267252.7854583322,282.07,7.48
284,2612170.0324004465,1266559.1832755546,281.51,10.98
285,2612516.895187361,1266039.5257180724,281.92,6.51
286,2612402.20888828,1266923.618476009,281.62,6.77
287,2612156.234437894,1266792.0367952306,281.5,7.72
288,2612163.07737644,1266608.8875447703,281.4,9.85
289,2612106.455921721,1266585.3807804857,282.35,5.73
290,2612284.5378764863,1266919.8796685913,281.55,7.55
291,2612275.051817573,1266300.4627310594,281.94,5.92
292,2612107.120780641,1266549.4275037867,281.65,6.38
293,2612151.150676682,1266663.8396053803,281.46,8.94
294,2612178.720661643,1266803.1770898795,281.49,6.93
295,2612155.8938630274,1266713.8706856049,281.44,7.48
296,2612198.1566828084,1266585.9183957465,281.52,7.96
297,2612187.4783327244,1266688.4100037867,281.99,9.77
298,2612320.323163948,1266936.1039278375,281.51,7.09
299,2612502.6458058427,1266071.9174231417,281.43,7.02
300,2612242.640387741,1266275.3225280587,282.21,5.73
301,2612531.956666058,1266030.4600037867,281.41,6.91
302,2612117.674921671,1266599.493889797,281.66,7.84
303,2612383.0160778225,1267273.828239081,281.52,6.98
304,2612149.166846238,1266631.4967605434,281.72,5.94
305,2612191.314871186,1266591.5759012226,281.55,7.88
306,2612176.3755549467,1266600.362226009,281.53,9.27
307,2612413.5365769314,1266826.5207524498,281.33,7.72
308,2612441.2550643263,1266255.0938998905,281.57,7.0
309,2612174.0065665552,1266758.8370187122,281.48,6.53
310,2612141.7944312096,1266596.367844696,281.3,7.48
311,2612143.978008049,1266701.4824280292,281.59,8.57
312,2612480.1699993913,1266166.86308071,281.53,6.43
313,2612367.9907310987,1266826.6814672013,281.34,8.08
314,2612359.6541340067,1266831.2952922483,281.29,8.14
315,2612273.918172907,1266423.164661321,281.33,8.35
316,2612249.880810202,1266205.7129767598,283.95,4.85
317,2612160.711427963,1266769.7742895011,281.38,7.46
318,2612342.0931623303,1267263.9013456397,281.3,9.98
319,2612202.5408666,1266720.5177815645,281.45,10.84
320,2612288.0713960393,1266913.5221266919,281.47,7.55
321,2612250.143170123,1266385.0631745185,281.45,7.23
322,2612234.9601863073,1266282.9129009831,282.36,5.84
323,2612534.1381812096,1266004.0036401504,281.29,8.37
324,2612533.0653697615,1266062.2214852683,281.69,5.86
325,2612497.024845206,1266182.1849377074,281.21,8.5
326,2612646.8550312384,1266026.268666207,281.32,7.07
327,2612200.447026418,1266685.4481118948,281.25,7.67
328,2612486.682675448,1266069.046341815,281.3,6.72
329,2612268.784788124,1266296.722398153,281.32,6.72
330,2612306.228653237,1267233.5837537867,281.39,8.14
331,2612374.5293743913,1266863.0525037867,281.4,7.14
332,2612122.8361284235,1266526.764197335,281.28,6.28
333,2612164.5924131842,1266554.084831373,281.3,6.79
334,2612172.785908482,1266695.6831856049,281.48,6.48
335,2612210.624468665,1266612.3908417756,281.17,7.55
336,2612147.606162913,1266650.321764793,281.47,7.11
337,2612151.8251807382,1266655.0482939421,281.31,7.84
338,2612891.357128104,1266137.0518849748,281.17,8.02
339,2612695.8555323863,1266328.1181763755,281.09,7.92
340,2612265.7296768106,1267039.7883908835,281.14,7.02
341,2612296.0815887954,1266317.8062289522,281.23,6.93
342,2612303.293528803,1266323.8841214338,281.27,7.36
343,2612415.4286950435,1266852.7182646564,281.09,7.65
344,2612243.495999391,1266389.9680037866,281.41,6.31
345,2612203.8932752535,1266674.4641417179,281.17,10.52
346,2612172.5345663205,1266704.1770116608,281.08,8.99
347,2612154.976603165,1266628.2513245414,281.06,9.18
348,2612177.313118657,1266615.831746906,281.09,8.33
349,2612130.324347217,1266603.4726124825,281.02,8.56
350,2612522.8261722308,1266186.1427815645,281.17,10.16
351,2612176.9692531223,1266636.863138115,281.13,11.31
352,2612401.738604042,1266010.9725619263,282.55,5.23
353,2612356.97425471,1267267.019259106,281.2,7.74
354,2612331.0239039464,1267263.1716740688,281.03,12.11
355,2612185.997745056,1266631.7125471393,281.0,10.49
356,2612126.024544846,1266547.8718219686,281.09,5.92
357,2612354.193493367,1266961.3092808952,281.1,7.27
358,2612170.1062897136,1266727.4133908835,281.35,6.28
359,2612179.3415304916,1266581.972061203,280.99,8.16
360,2612264.9271422485,1266398.200321247,281.6,6.33
361,2612458.1151801143,1266256.212895353,281.01,7.27
362,2612505.0816574222,1266088.5508846159,281.15,7.84
363,2612163.5199993914,1266572.9282390808,281.19,7.36
364,2612175.7035221183,1266796.8394356049,281.09,7.48
365,2612226.6516109616,1266659.2141773405,281.2,12.41
366,2612179.9171422482,1266605.1285752153,280.97,7.46
367,2612287.910277169,1266156.6427815645,283.2,4.79
368,2612267.434427252,1266414.481297319,281.04,8.0
369,2612168.6146422485,1266605.841194263,280.93,7.31
370,2612181.867618439,1266778.8947656916,281.22,7.31
371,2612569.5065278886,1266698.0716100044,281.06,7.84
372,2612543.6899993913,1266078.0900037868,281.49,5.64
373,2612168.924347217,1266744.9726124825,281.16,8.56
374,2612494.3574993913,1266060.38583712,281.15,6.18
375,2612358.718304476,1266709.7018681935,281.1,6.13
376,2612346.1533327247,1266118.7504204535,281.98,5.53
377,2612331.225881744,1266346.0900037868,281.1,7.36
378,2612568.5912412214,1266043.390330584,281.15,6.98
379,2612270.8960863478,1265999.4628298737,282.86,5.41
380,2612215.218722019,1266689.682522035,281.38,13.21
381,2612278.902030641,1266296.0876600367,281.22,6.38
382,2612207.905365245,1266678.6160200469,280.94,8.85
383,2612422.180214445,1266065.6055951845,281.93,5.44
384,2612157.075410647,1266619.3547224014,280.92,8.57
385,2612481.8049240145,1266681.5038228822,281.23,7.96
386,2612311.261519859,1266328.9183663598,280.84,7.38
387,2612127.0130686983,1266592.160795866,280.93,5.67
388,2612145.5562631274,1266792.138355435,280.94,7.61
389,2612209.76329836,1266572.0827872918,280.8,7.86
390,2612392.3510998697,1266887.6156018728,280.72,8.16
391,2612158.7765211305,1266635.0326459273,281.31,9.76
392,2612316.5467753476,1266335.3629546065,280.85,7.63
393,2613014.7096545636,1267110.5262106834,280.86,6.79
394,2612128.1865152284,1266637.215116909,281.03,8.39
395,2612645.059818396,1266595.4617232438,280.86,8.39
396,2612168.9552650917,1266590.1941100669,280.74,8.12
397,2612496.540338374,1266082.4306817527,280.93,6.13
398,2612112.3533327244,1266517.2455593422,281.26,5.35
399,2612447.2413191884,1266659.3846738376,280.85,7.92
400,2613090.02402238,1266060.5101187292,280.81,7.44
401,2612206.99987744,1266685.0753696405,280.79,7.23
402,2612214.618076314,1266660.0140422483,280.73,8.14
403,2612209.507930426,1266597.3434520627,280.77,9.61
404,2612527.206178253,1266054.5408167948,281.18,6.26
405,2612151.7528352123,1266697.346968961,280.71,8.0
406,2612138.3219151,1266693.8549463155,280.6,9.11
407,2612280.962156254,1266430.6811802574,280.68,8.06
408,2612180.2397074206,1266723.1706607211,280.74,6.6
409,2612199.155194922,1266736.5528529487,280.71,7.55
410,2612383.8105057203,1266341.2748139133,280.76,7.09
411,2612209.2605057205,1266729.5931683437,280.74,11.21
412,2612199.5606411025,1266654.2159396156,280.6,7.72
413,2612339.9319993914,1266879.4040037869,280.78,6.31
414,2612504.194999391,1266186.695131992,280.6,7.05
415,2612191.553667733,1266706.252566601,280.94,7.96
416,2612108.148703095,1266598.07333712,281.27,5.86
417,2612330.440929624,1266941.3539572752,280.55,8.27
418,2612206.3967320644,1266606.9033701234,281.0,8.02
419,2612352.2163127554,1266835.5049807453,280.65,8.31
420,2612148.5142669072,1266579.0998763982,281.44,7.07
421,2612190.407170444,1266727.5541485236,280.76,9.84
422,2612127.4586548535,1266570.3870626104,281.47,6.15
423,2612409.835788865,1266622.6584248394,280.52,7.78
424,2612295.096535704,1266429.181344569,280.65,7.55
425,2612526.7637493913,1266031.9025037868,281.19,5.05
426,2612537.947550412,1266070.428779297,281.22,5.59
427,2612441.2219601753,1266555.085592022,280.63,8.06
428,2612310.313864422,1266943.84736575,280.58,7.2
429,2612528.1386268423,1266222.980199865,280.45,8.06
430,2612422.9239597875,1266216.7003998263,281.47,5.67
431,2612509.899244674,1266095.7324566168,280.44,9.18
432,2612500.6233701776,1266173.8720262586,280.44,7.53
433,2612369.375881744,1266338.1429449632,280.67,7.36
434,2612348.590439643,1266954.6582427805,280.62,7.11
435,2612364.917221613,1267269.3673186016,280.41,8.29
436,2612442.787566959,1266329.2670308137,280.63,7.67
437,2612164.955921721,1266726.5701008742,280.43,8.1
438,2612193.4371165084,1266634.3683821652,280.58,8.41
439,2612144.773703095,1266665.5579050214,281.05,7.18
440,2612200.4163849335,1266573.1295620196,280.54,8.9
441,2612425.6359197893,1266806.2499540355,280.46,8.0
442,2612185.026895943,1266672.9871302235,280.5,9.11
443,2612349.906308915,1267266.3679799773,280.4,7.31
444,2612324.0597254187,1266340.767401047,280.45,6.82
445,2612159.5799271893,1266763.7923503572,280.46,9.39
446,2612329.831493644,1266987.3434520627,280.4,7.44
447,2612931.7684298847,1267115.4888827105,280.45,8.43
448,2612519.722856534,1266097.1085752153,280.36,7.46
449,2612687.4825609676,1266079.0799052645,280.41,8.04
450,2612376.909946481,1267276.9437074903,280.25,7.76
451,2612693.8246006183,1266512.9992062408,280.39,10.19
452,2612435.8342039366,1266731.3706856049,280.45,7.48
453,2612923.530279765,1267122.326452385,280.43,8.25
454,2612515.846315181,1266628.5773243608,280.38,8.16
455,2612173.800860635,1266711.7543578537,280.44,8.16
456,2612257.6898218766,1266393.0950333725,280.42,7.33
457,2612507.105713677,1266024.6819680724,280.78,5.97
458,2612180.4375207587,1266712.9900037867,280.49,8.63
459,2612385.920984613,1266823.400102309,280.29,8.04
460,2612313.760788865,1266873.7761879973,280.39,6.96
461,2612393.8563630274,1266287.6854583323,280.4,5.92
462,2612901.977050673,1267061.9275037867,280.26,9.97
463,2612181.690638926,1266701.3809921588,280.28,10.46
464,2612354.225554947,1266119.034448231,281.51,5.35
465,2612165.434237802,1266705.5611958397,280.33,9.8
466,2612764.092276619,1266412.081587945,280.26,8.02
467,2612173.5339993914,1266720.2020037868,280.34,8.92
468,2612656.5568414964,1266054.9307932605,280.29,6.96
469,2612184.6414279626,1266718.897741882,280.31,7.31
470,2612695.434361093,1266013.8357484676,280.25,7.74
471,2612192.971740685,1266671.5832873688,280.47,8.0
472,2612847.310908482,1266435.8400037868,280.5,7.25
473,2612198.549729121,1266835.73324703,280.35,6.86
474,2612224.2463953304,1266670.1892423655,280.21,7.92
475,2612397.87699421,1266910.6881903152,280.2,7.84
476,2612361.9189841626,1267277.3212220608,280.31,7.92
477,2612553.072136143,1266093.7784653252,280.34,6.1
478,2612166.4919739133,1266713.2304496467,280.35,7.07
479,2612375.46077609,1266881.5458290295,280.2,8.1
480,2612234.944999391,1266224.6844482312,281.99,4.79
481,2612223.0805926113,1266701.7548342953,280.49,8.67
482,2612699.778860151,1266354.7653202424,280.31,7.09
483,2612502.5168079017,1266016.8517059144,281.14,5.47
484,2612973.349761296,1267051.516789501,280.37,7.31
485,2612773.850054036,1266473.816506519,280.12,7.63
486,2612174.840991758,1266675.1083243974,281.33,9.13
487,2612192.2729405677,1266612.610592022,280.46,5.2
488,2612212.6703781793,1266589.452124999,280.21,9.17
489,2612300.6022574557,1266803.389197335,280.65,6.28
490,2612891.805118439,1266345.7548847392,280.44,7.31
491,2612368.722856534,1267282.3457180725,280.29,7.46
492,2612511.6891582697,1266033.2166393008,280.84,5.84
493,2612175.7771422486,1266738.9800037867,280.55,7.46
494,2612149.0412383294,1266591.032039185,280.99,6.0
495,2612191.1677360167,1266678.8284811531,280.07,8.79
496,2612325.747214581,1267113.553294926,280.15,7.09
497,2612777.687875039,1266098.030159227,280.11,7.84
498,2612494.125388613,1266368.479524745,280.18,7.29
499,2612626.7131918794,1266288.0123042562,280.08,11.64
500,2612198.476756148,1266630.9156794625,280.06,7.67
501,2612200.941427963,1266637.5935752154,280.19,6.68
502,2612312.404361531,1267239.5342424698,280.05,8.79
503,2612161.094724666,1266698.8389048856,280.95,7.61
504,2612702.9071788783,1266504.645131992,280.0,7.88
505,2612878.4465300036,1267176.6359221542,280.23,8.83
506,2612198.687856534,1266705.2900037868,280.35,6.68
507,2612306.210624391,1266779.8025037867,281.11,5.53
508,2612170.1551345265,1266612.7075713542,280.03,7.67
509,2612205.712682318,1266661.722930616,279.93,8.08
510,2612905.7110885,1267089.5395087372,280.12,8.02
