X coordinate;Y coordinate;Z coordinate;Red color (0-1);Green color (0-1);Blue color (0-1);X scan dir;Y scan dir;Z scan dir;Color Cluster;Reclump_Adjazenz
2613439.25;1266830.5;257.69;78;60;60;-0.21;-0.15;0.97;25;19
2613437.34;1266830.49;257.76;81;61;62;0.01;-0.32;0.95;25;19
2613437.58;1266831.06;257.47;64;48;48;0.1;0.57;0.82;25;19
2613438.57;1266830.01;257.49;93;75;74;0.11;-0.22;0.97;25;19
2613437.83;1266831.87;257.14;81;62;63;0.25;0.41;0.88;25;19
2613441.21;1266830.53;256.94;81;61;62;0.55;0.76;0.34;25;19
2613440.78;1266830.58;257.19;80;62;62;0.36;0.88;0.31;25;19
2613438.51;1266831.0;257.28;68;50;46;0.33;0.56;0.76;25;19
2613436.6;1266830.49;257.64;84;65;67;0.12;-0.11;0.99;91;19
2613439.37;1266829.22;257.14;92;74;74;-0.03;-0.66;0.75;25;19
2613439.62;1266830.07;257.55;88;69;70;0.04;-0.22;0.97;25;19
2613439.06;1266830.56;257.51;78;60;63;-0.04;0.43;0.9;25;19
2613439.62;1266829.23;256.96;99;81;78;0.35;-0.65;0.67;25;19
2613437.4;1266831.06;257.47;65;49;48;0.11;0.64;0.76;25;19
2613438.87;1266831.76;257.0;79;60;59;-0.01;0.56;0.83;25;19
2613438.82;1266829.53;257.22;91;70;70;0.03;-0.57;0.82;25;19
2613438.39;1266829.46;257.28;91;74;73;0.15;-0.53;0.84;25;19
2613441.21;1266830.34;256.93;79;60;60;0.69;0.71;0.15;25;19
2613438.87;1266831.44;257.11;80;61;59;-0.19;0.46;0.87;25;19
2613440.11;1266829.65;257.34;97;80;81;-0.04;-0.51;0.86;25;19
2613441.09;1266829.52;257.45;95;81;81;0.01;-0.37;0.93;25;19
2613438.08;1266829.58;257.41;92;75;75;-0.04;-0.4;0.91;25;19
2613439.25;1266830.13;257.55;89;70;71;-0.2;-0.28;0.94;25;19
2613437.4;1266830.01;257.49;88;66;65;-0.12;-0.4;0.91;25;19
2613439.8;1266831.52;256.68;81;61;60;0.07;0.78;0.63;25;19
2613438.32;1266830.31;257.68;85;68;68;0.09;-0.05;0.99;25;19
2613440.29;1266830.31;257.68;80;62;64;0.06;0.04;1.0;25;19
2613438.39;1266830.01;257.55;93;77;75;0.1;-0.21;0.97;25;19
2613440.17;1266829.8;256.67;76;54;56;0.53;-0.85;0.0;25;19
2613437.83;1266830.5;257.63;75;58;57;0.1;-0.02;0.99;25;19
2613439.86;1266830.5;257.62;76;59;59;-0.08;0.37;0.92;25;19
2613438.76;1266830.44;257.63;78;59;62;-0.03;-0.0;1.0;25;19
2613438.32;1266831.06;257.35;68;50;47;0.3;0.58;0.76;25;19
2613441.09;1266830.45;257.43;78;60;58;0.34;0.72;0.61;25;19
2613439.86;1266831.01;257.28;74;56;56;0.09;0.37;0.92;25;19
2613438.88;1266831.01;257.28;73;55;52;-0.08;0.31;0.95;25;19
2613439.12;1266829.58;257.4;93;74;75;-0.36;-0.38;0.85;25;19
2613439.3;1266831.76;256.88;80;61;59;0.31;0.47;0.82;25;19
2613437.52;1266831.62;257.31;81;62;63;0.07;0.47;0.88;25;19
2613440.6;1266829.77;257.47;93;78;78;-0.02;-0.37;0.93;25;19
2613437.65;1266829.82;257.48;93;75;73;0.09;-0.48;0.87;25;19
2613438.63;1266829.77;257.41;93;73;72;0.15;-0.37;0.92;25;19
2613439.62;1266830.75;257.45;71;53;52;-0.16;0.52;0.84;25;19
2613438.57;1266830.75;257.39;69;51;49;0.22;0.55;0.81;25;19
2613439.68;1266829.7;257.47;96;77;76;0.25;-0.19;0.95;25;19
2613439.24;1266831.24;256.12;77;55;55;0.64;-0.71;0.29;25;19
2613437.95;1266832.13;256.96;76;57;58;0.06;0.62;0.79;25;19
2613436.85;1266830.56;257.64;82;63;64;-0.01;-0.22;0.98;25;19
2613437.03;1266831.68;257.19;73;54;53;-0.26;0.33;0.91;25;19
2613437.89;1266831.81;257.19;82;63;64;0.33;0.33;0.89;25;19
2613440.48;1266829.91;256.92;76;55;57;0.09;-0.89;-0.44;25;19
2613437.4;1266831.62;257.37;81;61;62;0.01;0.5;0.87;25;19
2613440.36;1266829.77;257.47;95;80;80;-0.11;-0.43;0.89;25;19
2613439.3;1266830.74;256.22;76;55;54;0.55;0.18;0.81;25;19
2613437.64;1266832.0;257.08;75;56;57;0.08;0.55;0.83;25;19
2613440.6;1266829.85;257.04;77;56;58;-0.18;-0.8;-0.57;25;19
2613439.31;1266830.69;257.45;71;53;52;-0.34;0.65;0.68;25;19
2613437.4;1266829.83;257.42;93;71;69;-0.11;-0.39;0.91;25;19
2613439.31;1266830.83;256.96;78;60;60;0.21;0.3;0.93;25;19
2613438.14;1266831.2;256.92;70;52;49;-0.27;0.69;0.67;25;19
2613438.5;1266831.39;256.93;72;53;50;0.1;0.46;0.88;25;19
2613439.55;1266831.51;256.99;80;61;59;0.58;0.64;0.5;25;19
2613440.29;1266830.75;257.45;68;51;51;0.34;0.51;0.79;25;19
2613438.32;1266829.76;257.48;95;78;76;0.1;-0.4;0.91;25;19
2613439.74;1266831.44;257.11;77;58;57;0.45;0.7;0.56;25;19
2613438.82;1266829.23;257.02;92;72;73;-0.21;-0.57;0.79;25;19
2613440.17;1266829.8;256.67;76;54;56;0.53;-0.85;0.0;25;19
2613438.38;1266830.75;257.46;71;53;52;0.29;0.38;0.88;25;19
2613439.25;1266829.77;257.47;92;74;74;-0.24;-0.38;0.89;25;19
2613437.83;1266831.55;257.37;76;56;58;0.07;0.52;0.85;25;19
2613440.79;1266829.64;257.46;96;81;81;-0.03;-0.2;0.98;25;19
2613439.68;1266829.24;256.89;101;82;79;0.43;-0.63;0.65;25;19
2613437.58;1266831.99;257.14;77;57;59;0.28;0.48;0.83;25;19
2613439.3;1266830.74;256.22;76;55;54;0.55;0.18;0.81;25;19
2613436.66;1266830.98;257.72;73;55;57;-0.25;0.36;0.9;91;19
2613440.54;1266830.07;257.6;92;75;76;0.0;-0.39;0.92;25;19
2613439.3;1266830.74;256.22;76;55;54;0.55;0.18;0.81;25;19
2613440.79;1266830.57;257.5;81;63;65;0.29;0.82;0.49;25;19
2613440.11;1266829.3;256.9;106;87;84;-0.09;-0.65;0.76;25;19
2613439.98;1266831.39;256.98;73;55;55;0.52;0.67;0.53;25;19
2613439.06;1266830.76;257.21;67;49;46;0.3;0.44;0.85;25;19
2613439.86;1266829.59;257.34;96;78;78;0.16;-0.58;0.8;25;19
2613439.06;1266831.5;257.18;80;60;59;-0.29;0.56;0.78;25;19
2613439.31;1266831.02;256.91;77;58;57;-0.03;-0.0;1.0;25;19
2613437.15;1266829.71;257.23;92;74;74;-0.17;-0.4;0.9;25;19
2613436.6;1266830.31;257.63;92;74;72;0.1;-0.4;0.91;91;19
2613437.59;1266830.25;257.62;87;68;67;-0.02;-0.27;0.96;25;19
2613437.59;1266830.93;257.59;68;52;52;0.13;0.42;0.9;25;19
2613437.59;1266830.07;257.62;94;77;76;0.02;-0.4;0.91;25;19
2613440.41;1266830.89;257.21;71;53;51;0.81;0.18;0.56;25;19
2613440.41;1266829.97;256.92;75;54;56;0.21;-0.91;-0.36;25;19
2613439.74;1266829.24;256.83;105;86;82;0.59;-0.56;0.58;25;19
2613438.69;1266831.83;256.7;79;59;58;0.07;0.75;0.66;25;19
