X coordinate;Y coordinate;Z coordinate;Red color (0-1);Green color (0-1);Blue color (0-1);X scan dir;Y scan dir;Z scan dir;Color Cluster;Reclump_Adjazenz
2613465.62;1266731.12;261.71;87;62;58;-0.89;-0.3;0.35;72;9
2613465.14;1266726.84;262.34;90;70;69;-0.05;0.94;0.34;9;9
2613462.12;1266727.74;261.41;70;53;49;-0.61;0.22;0.76;9;9
2613469.7;1266728.34;263.61;82;58;56;0.08;-0.13;0.99;9;9
2613464.82;1266730.44;261.81;85;59;56;-0.44;-0.87;-0.2;72;9
2613466.67;1266730.36;262.36;99;77;86;-0.18;-0.07;0.98;72;9
2613465.88;1266729.3;262.44;77;53;48;0.07;0.45;0.89;9;9
2613464.76;1266731.92;261.81;87;68;70;-0.47;0.03;0.88;72;9
2613467.79;1266726.3;263.6;86;65;66;-0.32;0.1;0.94;9;9
2613468.78;1266726.36;263.66;81;59;57;0.45;-0.11;0.89;9;9
2613469.45;1266724.61;262.91;80;56;54;0.55;-0.16;0.82;9;9
2613463.53;1266730.45;261.57;81;62;57;-0.64;0.25;0.73;9;9
2613462.67;1266729.16;261.28;64;52;50;-0.74;0.37;0.57;9;9
2613462.8;1266727.24;261.69;81;61;55;-0.13;0.12;0.98;9;9
2613469.51;1266725.89;263.08;80;57;54;0.55;-0.29;0.79;9;9
2613467.79;1266724.34;263.27;83;59;57;-0.14;-0.3;0.94;9;9
2613464.9;1266723.32;262.63;84;60;52;-0.19;-0.28;0.94;9;9
2613466.87;1266722.39;262.7;93;69;65;-0.27;-0.29;0.92;9;9
2613473.45;1266732.06;263.14;69;48;47;0.49;-0.12;0.86;79;9
2613461.94;1266723.24;261.59;90;66;62;-0.36;-0.25;0.9;9;9
2613462.99;1266722.31;261.61;81;61;57;-0.2;-0.24;0.95;9;9
2613465.64;1266721.86;262.13;88;66;61;-0.14;-0.39;0.91;9;9
2613464.96;1266721.27;261.62;84;61;54;-0.17;-0.5;0.85;9;9
2613472.89;1266731.5;263.24;74;52;49;0.42;-0.37;0.83;79;9
2613472.89;1266731.8;263.44;72;52;50;0.27;-0.18;0.95;79;9
2613466.32;1266722.59;262.53;88;63;58;-0.16;-0.42;0.89;9;9
2613460.28;1266723.25;261.1;68;52;48;-0.6;-0.14;0.79;9;9
2613466.43;1266730.79;262.31;103;83;95;-0.07;0.15;0.99;72;9
2613464.16;1266721.88;261.71;83;61;56;-0.22;-0.32;0.92;9;9
2613471.36;1266729.03;263.27;79;59;60;0.4;-0.42;0.81;79;9
2613467.42;1266719.67;261.54;79;60;56;-0.14;-0.46;0.88;9;9
2613463.6;1266725.98;262.19;85;59;55;-0.45;0.32;0.83;9;9
2613471.48;1266729.46;263.41;79;57;59;0.37;-0.46;0.81;79;9
2613473.14;1266731.44;263.17;81;57;50;0.83;-0.09;0.56;79;9
2613465.62;1266731.12;261.71;87;62;58;-0.89;-0.3;0.35;72;9
2613467.79;1266726.05;263.65;90;67;67;-0.21;0.2;0.96;9;9
2613464.58;1266728.87;262.37;83;58;58;-0.58;-0.13;0.8;9;9
2613462.86;1266727.92;261.66;81;60;58;-0.4;-0.04;0.92;9;9
2613470.07;1266724.62;262.54;82;60;56;0.53;0.06;0.85;9;9
2613469.09;1266721.67;262.48;85;61;59;0.14;-0.35;0.92;9;9
2613472.04;1266723.35;262.04;84;61;59;0.27;-0.47;0.84;9;9
2613462.8;1266726.99;261.68;83;60;53;-0.14;0.13;0.98;9;9
2613469.82;1266725.11;262.68;89;69;73;0.45;0.06;0.89;9;9
2613467.61;1266723.14;262.67;80;57;52;-0.08;-0.21;0.97;9;9
2613468.34;1266731.3;263.43;88;63;57;-0.36;-0.29;0.89;72;9
2613470.74;1266725.92;262.59;82;58;56;0.08;-0.25;0.96;9;9
2613470.74;1266724.87;262.48;76;54;51;0.14;-0.14;0.98;9;9
2613461.94;1266723.05;261.58;90;68;63;-0.23;-0.31;0.92;9;9
2613469.58;1266723.14;262.72;91;71;76;0.41;-0.17;0.9;9;9
2613461.69;1266724.03;261.62;85;63;61;-0.26;-0.05;0.97;9;9
2613467.42;1266720.22;261.75;91;72;68;-0.15;-0.14;0.98;9;9
2613473.14;1266731.68;263.18;77;54;50;0.76;-0.08;0.64;79;9
2613471.3;1266728.97;263.26;79;59;60;0.41;-0.4;0.82;79;9
2613469.21;1266724.84;263.16;79;57;55;0.48;-0.09;0.87;9;9
2613471.05;1266727.63;262.78;78;57;54;0.61;-0.32;0.73;79;9
2613463.84;1266730.44;261.82;83;59;55;-0.71;0.04;0.7;9;9
2613471.73;1266729.1;263.14;76;52;50;0.39;-0.48;0.79;79;9
