Tree_ID,X,Y,Z,Crown_Diameter_m,height_m
838,2613296.336524064,1266829.6314973263,278.63,7.72,17.05
839,2612691.9082481754,1266456.1028467154,278.64,6.6,9.85
840,2613032.0620430107,1266012.0915053764,278.71,5.44,12.23
841,2613229.269746836,1266564.7978481012,278.61,7.09,11.06
842,2613163.119651163,1266402.616511628,278.63,7.4,10.31
843,2612428.934117648,1266512.0920588237,279.04,4.65,10.51
844,2612426.371481481,1266606.7690740742,279.54,5.86,11.03
845,2612742.9044927536,1266079.5120289857,279.19,4.69,7.14
846,2612195.532857143,1266524.0087755104,281.35,3.95,11.58
847,2613374.691470589,1266803.2170588237,279.01,4.65,21.12
848,2612426.058789809,1266688.136878981,278.7,7.07,10.59
849,2612448.7642138368,1266404.4347798745,278.61,7.11,9.86
850,2613141.510689656,1266338.4320689656,278.64,6.79,10.29
851,2612250.0742105264,1266497.0349122807,280.65,4.26,11.08
852,2612774.222608696,1266402.2352173913,278.67,8.56,9.53
853,2612401.5932967034,1266471.267802198,278.62,5.38,9.96
854,2612384.3292857143,1266761.1414285714,278.57,6.68,10.98
855,2612331.6703030304,1266570.0321212122,278.76,4.58,9.95
856,2612560.207857143,1266229.7057142858,278.62,6.68,9.51
857,2612210.2233333336,1266521.1700000002,280.49,3.09,10.77
858,2612951.224572491,1266444.9194423791,278.77,9.25,10.77
859,2612450.209587629,1266571.2246391752,278.76,5.56,10.35
860,2613193.9461797755,1266787.9351685394,278.6,7.53,12.73
861,2612881.573333333,1266100.7422222225,279.76,5.35,9.99
862,2612895.646097561,1266222.813902439,278.73,5.11,7.4
863,2612157.2746153846,1266571.4161538463,280.79,3.52,11.4
864,2612971.1205194807,1266635.6251948052,278.57,7.0,11.15
865,2613278.070147059,1266307.856764706,278.59,6.58,11.55
866,2612454.9033333333,1266014.29,279.87,4.89,6.48
867,2612804.1656410256,1266384.0764102566,278.58,7.05,10.14
868,2613407.835754717,1266781.6902830189,278.51,8.21,28.04
869,2613478.793940887,1266674.2818226602,278.52,8.04,21.12
870,2612619.630740741,1266292.921851852,278.64,5.08,10.02
871,2613206.369553904,1266610.7317100372,278.51,9.25,11.2
872,2612734.092312139,1266283.515086705,278.51,7.42,10.23
873,2612173.614489796,1266445.0495918368,280.82,3.95,10.1
874,2613261.976283186,1266785.1607079646,278.6,8.48,12.41
875,2612271.768787879,1266304.5927272728,278.64,4.58,5.73
876,2612819.266190476,1266467.3795238095,278.62,5.78,10.38
877,2612218.232857143,1266478.1414285714,281.77,3.34,11.73
878,2612171.111649485,1266577.2864948455,278.78,5.56,9.71
879,2612923.341871658,1266441.4523529413,278.49,7.72,10.3
880,2612569.444644809,1266330.4087978145,278.55,7.63,10.09
881,2612584.60978022,1266315.267802198,278.58,5.38,10.14
882,2613264.0290532545,1266351.7031360948,278.57,7.33,19.41
883,2612489.6291304347,1266278.6414285714,278.59,7.16,8.85
884,2612465.9017647062,1266262.3582352942,279.04,5.2,8.32
885,2613129.0924390247,1266734.5870731708,278.54,8.08,12.24
886,2613108.530410959,1266795.8610958904,278.56,6.82,12.67
887,2612221.308367347,1266584.906734694,278.66,3.95,9.21
888,2612331.8755072467,1266563.0844927535,278.72,4.69,9.92
889,2612713.515,1266041.340833333,280.04,3.91,8.74
890,2612119.8791304347,1266402.1026086956,280.15,3.83,8.4
891,2612562.39,1266457.9240145986,278.55,6.6,10.2
892,2612606.2068316834,1266416.5799009902,278.47,5.67,10.3
893,2613251.9684883724,1266786.0641860466,278.61,7.4,12.51
894,2612404.2574242423,1266322.778333333,278.46,6.48,7.71
895,2612866.9821052635,1266433.0338157895,278.45,6.96,9.82
896,2612192.8096428574,1266460.2932142855,279.62,4.22,9.23
897,2612504.823070866,1266360.5857480315,278.83,6.36,10.09
898,2613353.6387309646,1266727.3847208123,278.47,7.92,21.73
899,2612756.82452381,1266074.706904762,278.52,5.17,1.08
900,2612575.836280992,1266410.024545455,278.52,6.21,10.2
901,2612396.8682608698,1266572.0844927535,279.68,4.69,10.74
902,2612763.616993865,1266303.1926993865,278.4,7.2,9.81
903,2612862.970188679,1266004.2633962266,278.48,5.81,8.64
904,2612504.3200000003,1266931.23,278.58,3.99,13.91
905,2612864.463529412,1266337.8052941177,278.44,6.58,8.81
906,2612333.9685714287,1266548.5771428572,278.75,4.72,10.04
907,2612369.50875,1266796.96375,278.71,5.05,11.89
908,2613089.2037254903,1266069.8347058825,278.45,6.98,13.04
909,2613367.004864865,1266772.5395945946,278.45,6.86,20.58
910,2612795.444054054,1266153.4382432434,278.46,6.86,13.83
911,2612235.571818182,1266445.751818182,280.71,3.74,10.48
912,2613342.7547798743,1266799.3310062897,278.58,7.11,24.83
913,2612174.181666666,1266549.7135185185,278.97,5.86,10.14
914,2613440.3703921568,1266782.3771895426,279.42,6.98,28.77
915,2612480.817835052,1266913.1627835052,280.0,5.56,14.91
916,2612797.180625,1266309.3262500002,278.43,7.14,9.64
917,2612187.82220339,1266524.163220339,280.6,6.13,11.04
918,2612186.3168292684,1266506.4846341463,280.08,3.61,10.08
919,2612240.8608737867,1266534.57,278.48,5.73,8.88
920,2612987.298396947,1266338.287557252,278.55,6.46,9.57
921,2613067.954516129,1266571.362626728,278.42,8.31,10.73
922,2612594.4147524755,1266560.8472277229,278.4,5.67,9.23
923,2612225.556666666,1266526.282962963,280.35,5.86,10.68
924,2612144.6130769234,1266586.5123076923,278.35,6.43,9.46
925,2612184.3835064936,1266527.7323376625,279.01,4.95,9.98
926,2612228.916086957,1266564.3917391305,278.42,6.05,9.07
927,2612743.953380282,1266063.922112676,279.15,4.75,7.26
928,2612865.90875,1266094.65125,278.94,5.05,8.64
929,2612794.494712042,1266262.7977486912,278.35,7.8,9.09
930,2613145.341515152,1266402.776060606,278.46,7.25,10.3
931,2612591.9134375,1266317.73015625,278.33,6.38,7.95
932,2613482.590460829,1266693.2497235024,278.66,8.31,21.47
933,2612465.711138212,1266723.5781300813,278.33,6.26,10.41
934,2612981.141592357,1266513.019044586,278.33,7.07,10.22
935,2612347.237826087,1266486.5192753624,278.5,4.69,9.55
936,2612586.946818182,1266232.098409091,278.46,5.29,9.65
937,2612556.120088496,1266386.645221239,278.56,6.0,10.11
938,2613135.138427673,1266824.247672956,278.36,10.06,12.69
939,2613429.056666666,1266754.8286206897,279.06,5.26,28.61
940,2613161.6525000003,1266815.504375,278.52,7.14,12.68
941,2612924.2978014187,1266403.389148936,278.51,6.7,10.09
942,2612248.2908264464,1266400.5906611572,278.44,6.21,7.41
943,2613474.718244275,1266771.9364122138,278.43,9.13,27.62
944,2612216.6164150946,1266399.5228301887,281.29,4.11,10.02
945,2612898.5688990825,1266497.329174312,278.49,8.33,10.26
946,2612208.515,1266397.5075,279.19,3.19,7.82
947,2613445.691587302,1266079.2948677249,278.32,7.76,16.14
948,2612595.265,1266235.581904762,278.39,5.17,9.69
949,2612652.29625,1266191.96375,278.52,5.05,10.53
950,2612259.024715026,1266530.5130051814,278.55,7.84,9.0
951,2612785.727563452,1266248.6689847717,278.42,7.92,8.75
952,2612189.073333333,1266527.8866666667,278.63,4.37,9.54
953,2612196.2471428574,1266518.8965306124,279.87,3.95,10.76
954,2612693.0263636364,1266136.32,278.5,5.92,14.01
955,2612506.687413793,1266660.1346551725,278.4,6.08,10.25
956,2612211.009047619,1266544.8557142855,279.7,3.66,10.68
957,2612826.7189473687,1266206.0963157895,279.81,6.02,8.9
958,2613463.892762431,1266039.523038674,278.3,7.59,17.88
959,2612258.503207547,1266482.1549056603,279.63,4.11,9.99
960,2612166.0495744683,1266501.07,280.6,3.87,10.6
961,2613042.783292683,1266838.743780488,278.26,7.23,12.08
962,2613432.1242857142,1266622.475714286,278.33,7.46,22.12
963,2612352.009047619,1266168.7009523811,282.95,3.66,9.36
964,2612172.467464789,1266250.7847887324,278.43,6.72,4.06
965,2612232.4003092786,1266576.5132989693,278.33,5.56,9.03
966,2612464.39,1266912.9546153846,280.33,4.55,15.03
967,2612937.7691208795,1266019.3062637362,278.27,7.61,9.41
968,2613461.0322764227,1266243.8301626018,278.58,6.26,17.08
969,2612451.725526316,1266342.622631579,278.4,4.92,8.93
970,2612249.756666667,1266437.5033333334,280.64,3.78,10.06
971,2612251.745670103,1266431.88443299,279.46,5.56,9.77
972,2612548.3682608698,1266534.1786956522,278.5,4.69,10.08
973,2613266.215757576,1266332.32,279.01,4.58,19.83
974,2612388.123333333,1266895.1616666666,278.7,4.37,12.74
975,2612602.8534146342,1266310.045609756,278.87,5.11,10.31
976,2612188.143521127,1266454.274225352,281.93,4.75,11.33
977,2612659.886240601,1266319.6414285714,278.29,6.51,9.56
978,2612151.6985106384,1266492.3465957448,282.89,3.87,12.81
979,2612207.8455555555,1266519.0811111112,280.73,3.78,11.0
980,2612335.7883050847,1266541.5615254238,278.5,4.33,9.74
981,2612488.89,1266922.9886046513,280.01,3.7,14.99
982,2613146.758852459,1266315.5740983607,278.22,6.23,9.82
983,2613105.431666666,1266758.72625,278.23,7.82,12.31
984,2612544.8990909094,1266461.8184848486,278.72,7.25,10.41
985,2613464.82939394,1266241.304848485,278.85,4.58,17.64
986,2612561.622758621,1266091.2337931036,279.84,4.3,14.94
987,2612590.967319588,1266322.7864948455,278.2,5.56,9.77
988,2613060.245029586,1266822.220887574,278.19,7.33,12.52
989,2613393.081449814,1266656.1424907064,278.25,9.25,21.66
990,2613131.506071429,1266308.052142857,278.81,4.22,10.47
991,2612276.072835821,1266526.3013432836,278.48,6.53,9.09
992,2612846.806666666,1266436.3943243243,278.21,8.41,9.5
993,2612764.009631902,1266494.8061963192,278.22,7.2,9.83
994,2612399.558181818,1266330.5063636363,278.46,5.92,7.72
995,2612152.038026316,1266574.0535526318,278.26,6.96,8.91
996,2612692.210945946,1266973.9889189189,278.37,6.86,23.63
997,2612943.9971428574,1266521.2747619047,278.17,8.18,10.04
998,2612212.667777778,1266395.444074074,278.26,6.56,6.81
999,2613112.1413368983,1266753.6020855615,278.18,7.72,12.08
1000,2613050.071818182,1266101.5154545456,278.25,5.92,14.94
1001,2612804.3603703706,1266282.9255555556,278.32,6.56,9.24
1002,2612634.190847458,1266513.4598305086,278.16,6.13,9.78
1003,2612323.526792453,1266940.3577358492,278.15,5.81,12.3
1004,2613161.615352113,1266334.1615492958,278.99,4.75,10.69
1005,2612284.346790124,1266567.8909876544,278.15,5.08,8.99
1006,2612630.2069934644,1266503.9850326795,278.14,6.98,9.76
1007,2612814.323566433,1266325.024545455,278.15,6.75,9.48
1008,2613132.778372093,1266717.328139535,278.26,8.27,12.22
1009,2612375.424246576,1266195.9330136988,280.49,4.82,7.27
1010,2612621.996896552,1266417.5631034484,278.2,6.79,9.86
1011,2612800.397874016,1266161.7471653544,278.08,6.36,13.39
1012,2613169.910231214,1266761.373468208,278.27,7.42,12.25
1013,2612154.117272727,1266587.87,278.27,5.92,9.09
1014,2613379.237826087,1266803.9960869567,278.72,6.05,21.06
1015,2612863.987297297,1266413.5591891892,278.09,7.67,9.28
1016,2613190.0284976526,1266344.2131924883,278.08,8.23,9.95
1017,2612163.053366337,1266589.4066336637,278.28,5.67,9.12
1018,2612725.362789116,1266358.638027211,278.18,6.84,9.07
1019,2612472.506883117,1266914.6284415585,279.08,4.95,13.81
1020,2613163.2002564105,1266318.9315384617,278.09,7.88,9.81
1021,2613308.399036145,1266800.2296385544,278.15,7.27,21.09
1022,2612625.6993750003,1266512.3075,278.06,7.14,9.72
1023,2612492.9377941177,1266712.9964705885,278.12,6.58,10.11
1024,2613398.3097530864,1266270.5607407407,278.21,7.18,10.06
1025,2612463.1339024394,1266522.3931707318,278.18,5.11,10.12
1026,2613057.803265306,1266835.8965306124,278.11,7.9,13.43
1027,2613079.3956497177,1266401.360960452,278.04,7.51,9.74
1028,2613213.441724138,1266836.423448276,278.11,7.44,12.06
1029,2612560.9653768847,1266922.396633166,278.27,7.96,15.0
1030,2612561.4030208336,1266395.286145833,278.28,7.82,9.89
1031,2612360.581011236,1266313.1374157304,279.16,5.32,7.28
1032,2612798.13566474,1266378.19716763,278.1,7.42,9.62
1033,2612418.6693296093,1266950.4526815645,278.41,7.55,12.49
1034,2612183.425087719,1266578.574385965,278.11,6.02,8.99
1035,2612869.4308163268,1266494.1159183674,278.36,7.9,9.94
1036,2612699.842830189,1266030.8435849056,279.53,4.11,7.96
1037,2612215.341923077,1266412.3873076923,279.64,4.07,8.6
1038,2612820.694,1266191.4740000002,278.06,6.31,7.01
1039,2613361.988360656,1266658.9593442625,278.12,8.81,20.13
1040,2612497.5084210527,1266515.7344736843,278.14,4.92,10.02
1041,2612954.612748815,1266376.2761611375,278.06,8.2,9.48
1042,2613022.983023256,1266518.3258139535,278.07,7.4,9.92
1043,2612659.684871795,1266014.146923077,281.14,3.52,8.62
1044,2612724.450483871,1266418.5296774197,278.25,6.28,9.2
1045,2612780.153157895,1266377.526937799,278.02,8.16,9.08
1046,2612446.367272727,1266918.5472727274,278.28,4.58,12.81
1047,2613095.815120773,1266865.5965700485,278.02,8.12,12.2
1048,2612402.54131579,1266440.5765789477,277.98,6.96,9.23
1049,2612383.3710126583,1266369.582658228,278.22,5.01,7.82
1050,2612184.5,1266501.06,280.13,3.99,10.29
1051,2613206.162972973,1266328.5105405406,278.14,7.67,13.42
1052,2613201.2458823533,1266796.7523529413,278.16,7.36,12.25
1053,2613386.0725,1266206.84,278.52,7.98,9.66
1054,2612404.1068141595,1266912.848761062,278.62,6.0,12.81
1055,2612694.2858333336,1266329.5318055556,278.17,6.77,9.23
1056,2612616.647575758,1266115.948787879,282.55,3.24,18.45
1057,2613093.550714286,1266010.7217857144,278.14,5.97,13.7
1058,2613094.9981871345,1266801.6284795322,278.09,7.38,12.24
1059,2613037.988039216,1266332.6337254902,278.09,5.7,9.25
1060,2613262.769310345,1266815.687816092,278.03,7.44,11.76
1061,2613165.0711594205,1266481.0482608697,278.47,4.69,10.45
1062,2613427.2025,1266669.3130555556,278.88,4.79,22.97
1063,2612473.308699187,1266736.7651219512,278.07,6.26,10.4
1064,2613329.431450777,1266710.5181865285,278.09,7.84,12.39
1065,2613438.726206897,1266676.335086207,277.95,8.59,21.93
1066,2612288.3509375,1266321.7340625,278.29,4.51,5.79
1067,2612431.3478313256,1266911.9314457832,278.22,5.14,12.5
1068,2613119.5827710843,1266328.696506024,278.09,5.14,9.73
1069,2613338.8666666667,1266696.4300000002,278.21,6.91,18.84
1070,2613083.684117648,1266477.076535948,278.03,6.98,9.91
1071,2613177.2370588235,1266320.0523529411,278.13,5.2,9.83
1072,2612774.103235294,1266162.9229411765,278.22,4.65,13.53
1073,2613469.7990909093,1266740.1504195803,278.2,6.75,27.92
1074,2613272.159230769,1266643.3567132868,278.1,6.75,11.36
1075,2612352.573333333,1266310.6700000002,280.12,4.37,8.12
1076,2612498.198035714,1266368.052142857,277.99,5.97,9.1
1077,2612798.7915151515,1266108.82,278.12,4.58,9.18
1078,2612965.4061290324,1266265.494731183,277.97,5.44,7.63
1079,2613291.783258427,1266630.5166292137,277.97,7.53,11.33
1080,2612362.096896552,1266672.9090804595,278.25,5.26,9.74
1081,2612345.214561404,1266501.2980701756,278.42,4.26,9.49
1082,2613461.273116884,1266684.544025974,278.11,7.0,21.44
1083,2613414.1519047623,1266658.7763492065,277.93,6.33,21.66
1084,2612283.283939394,1266316.2442424244,278.18,4.58,5.57
1085,2612246.402295082,1266538.930655738,277.99,6.23,8.47
1086,2613306.5839252337,1266687.8059813085,277.95,8.25,11.7
1087,2612394.8284615385,1266330.5853846157,278.36,4.55,7.52
1088,2612722.561232877,1266063.8713698632,280.19,4.82,9.56
1089,2612160.749375,1266494.5075,282.08,3.19,12.47
1090,2612262.321677019,1266402.3929813665,278.31,7.16,7.23
1091,2612217.147575758,1266585.3881818182,278.7,4.58,9.25
1092,2613157.2482995954,1266750.8594736843,277.91,8.87,12.04
1093,2612614.175714286,1266420.7842857144,277.94,7.46,9.88
1094,2612686.4650000003,1266019.8116666668,279.2,4.37,7.06
1095,2613263.140972763,1266647.3131906616,277.98,9.04,11.14
1096,2612918.801971831,1266499.348169014,277.89,6.72,9.57
1097,2613093.6878723404,1266782.3572340426,277.88,7.74,12.24
1098,2612705.5202083336,1266277.5491666668,278.16,5.53,9.79
1099,2613477.543571429,1266610.2342857143,278.01,6.68,21.01
1100,2612512.078888889,1266444.947777778,277.94,6.56,9.54
1101,2612751.073035714,1266270.5967857144,277.88,5.97,9.45
1102,2613278.385327103,1266648.5279439252,278.38,5.84,11.65
1103,2613214.114489796,1266854.2536734694,278.73,6.84,12.55
1104,2612624.5340677965,1266296.6420338985,278.01,6.13,9.49
1105,2612907.861153846,1266494.2983653846,278.04,8.14,9.88
1106,2613295.8400000003,1266327.493076923,278.26,6.43,9.14
1107,2612342.912727273,1266421.32,277.88,5.29,8.08
1108,2612706.177671233,1266170.5973972604,278.65,4.82,9.83
1109,2612911.674810127,1266092.316835443,278.28,5.01,7.89
1110,2612466.8582539684,1266255.189047619,278.15,4.48,7.45
1111,2612329.98375,1266584.5778125,278.72,4.51,9.95
1112,2613162.9850704228,1266856.2108450704,278.01,6.72,12.06
1113,2612816.481397849,1266461.6667741935,277.95,5.44,9.55
1114,2613300.9653968257,1266533.081904762,277.92,8.96,18.73
1115,2612233.040793651,1266591.7684126983,278.11,4.48,8.69
1116,2612622.870582524,1266413.361262136,277.94,5.73,9.41
1117,2612779.0229113926,1266144.2218987343,278.0,5.01,13.3
1118,2612503.0358333336,1266549.0422222223,277.86,4.79,9.65
1119,2613223.38044586,1266253.6846496817,277.78,7.07,9.57
1120,2612982.03171123,1266460.941657754,277.84,7.72,9.93
1121,2612834.066691729,1266748.130150376,277.84,6.51,11.82
1122,2612501.229285714,1266543.778333333,277.87,5.17,9.7
1123,2612508.614719101,1266447.8171910113,277.81,5.32,9.44
1124,2612177.956037736,1266443.2492452832,280.92,4.11,10.14
1125,2613394.464766355,1266640.2242056075,278.22,5.84,21.7
1126,2612203.64,1266444.6700000002,281.07,3.99,10.41
1127,2613123.692690583,1266740.4601345293,277.96,8.43,11.99
1128,2612393.2110526315,1266894.6647368425,278.53,5.5,12.54
1129,2612618.4854545454,1266216.838181818,277.77,5.92,9.17
1130,2613239.2595652174,1266336.2710869566,277.75,5.41,18.05
1131,2612177.565925926,1266446.532962963,280.7,4.15,10.0
1132,2613156.4640740743,1266332.8755555556,278.96,4.15,10.59
1133,2612476.9915625,1266745.60125,277.89,6.38,10.28
1134,2612816.6313793105,1266305.647586207,278.0,6.08,8.9
1135,2613247.120769231,1266821.7348351649,278.23,5.38,11.89
1136,2612949.321192661,1266243.1296330276,278.38,5.89,7.44
1137,2612524.577022901,1266942.0509160303,277.81,6.46,14.63
1138,2612145.7932258067,1266471.5458064517,282.55,4.44,12.13
1139,2613256.515603865,1266731.2584057972,277.87,8.12,12.01
1140,2613076.122323232,1266408.7922222223,277.8,5.61,9.2
1141,2612558.564698796,1266289.943493976,278.02,5.14,9.73
1142,2612841.6285321102,1266340.5057798163,277.79,5.89,8.42
1143,2612981.646972112,1266494.6895219125,277.78,8.94,9.66
1144,2613144.9811458336,1266839.3851041668,277.76,7.82,12.01
1145,2612528.643012048,1266501.4495180724,278.06,5.14,9.69
1146,2612166.860930233,1266252.174651163,277.98,5.23,3.7
1147,2612521.73,1266446.41,278.1,4.89,9.76
1148,2612773.419761905,1266251.1473809525,278.04,5.17,8.78
1149,2612896.745704698,1266898.2847651008,277.79,6.89,12.54
1150,2613353.8818367347,1266787.5128571428,277.74,8.83,23.7
1151,2613169.420487805,1266750.6340243905,277.67,7.23,11.85
1152,2613008.1264341087,1266427.0428682172,278.08,6.41,10.28
1153,2612276.698988764,1266573.8846067416,277.81,5.32,8.71
1154,2612412.5983333336,1266915.243611111,277.94,4.79,12.08
1155,2612221.443763441,1266394.1990322582,279.19,5.44,8.01
1156,2613453.333113773,1266692.656826347,277.75,7.29,21.14
1157,2613321.8515384616,1266712.8584615386,277.73,6.43,11.62
1158,2612163.568082192,1266435.8028767123,279.14,4.82,8.16
1159,2612515.237222222,1266654.431111111,279.88,4.79,11.6
1160,2612451.7222147654,1266420.546510067,277.91,6.89,9.5
1161,2613173.01184874,1266312.6792436976,277.72,6.15,9.39
1162,2613024.507977528,1266015.8171910113,278.09,5.32,11.88
1163,2612444.521818182,1266349.338181818,277.77,5.92,8.25
1164,2613088.941470589,1266011.1214705885,278.09,4.65,14.16
1165,2612974.1682608696,1266510.4873913045,277.9,6.05,9.73
1166,2612329.255384616,1266592.9065384616,279.4,4.07,10.67
1167,2613481.123552632,1266027.0732894738,277.78,6.96,18.31
1168,2613253.423707865,1266671.623370787,278.16,7.53,11.68
1169,2612431.9179503107,1266344.1507453418,277.71,7.16,7.5
1170,2613232.90369863,1266730.2343835616,277.71,8.35,11.83
1171,2613012.6326900586,1266513.5173684212,277.73,7.38,9.39
1172,2612676.809117648,1266065.761176471,279.28,4.65,9.27
1173,2613183.6601612903,1266659.2070967744,277.8,6.28,11.06
1174,2612259.153736264,1266440.8612087914,278.34,5.38,7.98
1175,2613395.308918919,1266808.765945946,278.59,4.85,27.18
1176,2612803.325114504,1266268.108167939,277.64,6.46,8.23
1177,2613079.7601298704,1266395.5927272728,277.73,7.0,9.41
1178,2612321.5095652174,1266933.461304348,277.76,5.41,11.84
1179,2612182.1268421053,1266434.5963157895,281.24,4.26,10.52
1180,2612349.121884058,1266473.613478261,277.75,4.69,8.89
1181,2613165.549375,1266848.11375,278.62,7.14,12.85
1182,2613375.097070707,1266587.1356565657,277.65,7.94,11.07
1183,2613456.130740741,1266703.2181481482,277.63,8.29,21.22
1184,2613378.776,1266763.0,277.65,8.92,21.26
1185,2612789.51886598,1266187.1421649486,277.76,5.56,7.01
1186,2612736.930625,1266263.191875,277.84,7.14,9.66
1187,2612853.14,1266190.3130555556,278.9,4.79,7.52
1188,2613037.981836735,1266360.9611564626,277.62,6.84,9.0
1189,2612482.5302439025,1266926.1431707318,277.85,5.11,12.94
1190,2612303.181666666,1266351.6866666668,278.36,4.37,6.49
1191,2612551.45,1266090.1800000002,279.53,3.99,14.91
1192,2613003.0700000003,1266426.7566666668,277.89,4.89,10.03
1193,2613069.0962146893,1266562.8440112995,277.59,7.51,9.68
1194,2612566.5844444446,1266661.2274074077,278.27,4.15,9.95
1195,2612328.611153846,1266607.118076923,277.92,4.07,9.18
1196,2613152.1137903226,1266820.2151612905,277.55,8.88,11.8
1197,2613156.084029851,1266335.9953731345,278.69,4.62,10.38
1198,2613304.809213974,1266836.3996943233,277.61,8.54,21.83
1199,2613010.649036145,1266128.1362650604,277.73,5.14,7.11
1200,2612833.1588679245,1266548.1313207548,277.66,5.81,9.73
1201,2613315.29625,1266775.6825,277.68,7.14,15.58
1202,2613339.867777778,1266714.0144444446,277.66,6.56,14.89
1203,2612441.044929577,1266517.8235211268,278.5,4.75,10.11
1204,2612879.012282609,1266438.9558695653,277.58,7.65,8.85
1205,2613419.795555556,1266213.2311111111,278.09,5.35,11.31
1206,2612463.945045872,1266400.0011926603,278.13,5.89,9.54
1207,2612844.94,1266193.695,277.91,4.37,6.93
1208,2612923.510192308,1266553.709423077,277.62,5.75,9.93
1209,2612338.246060606,1266530.016969697,277.89,4.58,8.94
1210,2612688.235588236,1266334.4744117649,277.73,4.65,8.77
1211,2613469.124567901,1266698.8416049385,277.55,7.18,20.61
1212,2612230.433478261,1266401.7728985508,278.42,4.69,7.35
1213,2613428.2775000003,1266658.31375,279.52,5.05,23.36
1214,2613021.5502564106,1266858.1885897436,277.57,7.05,11.49
1215,2613023.5644186046,1266036.2327906978,277.62,5.23,10.26
1216,2612787.015,1266372.2991666668,279.17,4.79,10.6
1217,2613408.8198780487,1266655.682804878,277.54,7.23,21.03
1218,2612534.882857143,1266942.6223809524,277.72,8.18,17.84
1219,2612711.581891892,1266272.6375675676,277.5,7.67,9.27
1220,2612811.9650000003,1266469.7628571428,277.67,6.68,9.46
1221,2613239.015,1266845.706029412,277.57,6.58,10.96
1222,2613172.2759649125,1266658.1138596493,277.58,8.52,10.95
1223,2613275.898287293,1266754.9014917128,277.63,7.59,11.58
1224,2612705.144098361,1266100.5781967214,278.98,4.41,10.05
1225,2612258.4794736844,1266490.2542105264,279.23,5.5,9.65
1226,2612891.177671233,1266082.1179452057,278.07,4.82,7.77
1227,2612954.713809524,1266173.1271428573,277.55,5.78,5.63
1228,2612272.6574418605,1266498.343255814,277.86,5.23,8.49
1229,2612255.934303798,1266434.323164557,277.88,5.01,7.38
1230,2612958.581780822,1266049.0083561644,277.88,4.82,8.85
1231,2612277.9577966104,1266310.510677966,278.17,4.33,5.43
1232,2613163.397894737,1266804.8410526316,277.67,7.78,11.9
1233,2612267.315531915,1266299.1338297874,279.14,3.87,6.14
1234,2613237.169279279,1266752.1015315317,277.59,5.94,11.73
1235,2613317.946547619,1266822.0432142855,277.48,7.31,23.01
1236,2612573.009047619,1266091.3080952382,279.98,3.66,14.61
1237,2613096.9313385827,1266431.0188188977,277.46,8.99,9.1
1238,2613053.2702395213,1266436.4412574852,277.46,7.29,9.45
1239,2613227.7911627907,1266807.2444186048,277.67,7.4,11.56
1240,2613099.733537415,1266815.4713605442,277.6,6.84,11.78
1241,2612246.2436585366,1266276.4602439024,278.8,3.61,5.21
1242,2612406.9346428574,1266501.7485714287,278.92,4.22,10.19
1243,2612996.7878494626,1266073.9248387096,277.53,5.44,8.69
1244,2612402.835945946,1266086.380810811,282.06,3.43,8.16
1245,2613338.8987336247,1266701.5263318778,277.45,8.54,17.09
1246,2612259.516984127,1266512.681111111,278.5,4.48,9.01
1247,2613117.6508695656,1266334.3852173914,277.57,6.63,9.15
1248,2612203.117272727,1266479.588181818,280.74,4.18,10.7
1249,2612193.98375,1266395.450208333,279.37,5.53,7.79
1250,2612610.6988235298,1266248.0454901962,277.99,5.7,9.42
1251,2612341.1031147544,1266510.7585245902,277.67,4.41,8.71
1252,2613107.9634265737,1266428.6154545457,277.51,6.75,9.17
1253,2612472.7187671238,1266257.8919178082,277.89,4.82,7.26
1254,2613461.041982379,1266737.8981938327,277.56,8.5,27.48
1255,2613191.976734694,1266840.7154081634,277.52,7.9,11.68
1256,2612391.5873684213,1266541.7673684212,278.16,4.92,9.34
1257,2613082.688543689,1266799.6816504856,277.48,8.1,11.72
1258,2613464.551585366,1266020.7681707318,277.46,7.23,17.5
1259,2612638.2765546218,1266357.5027731094,277.48,6.15,8.66
1260,2612857.0300000003,1266099.31,277.62,4.89,7.59
1261,2612243.2356790123,1266420.0267901234,278.83,5.08,7.5
1262,2612635.435081967,1266260.2790163937,277.44,6.23,9.11
1263,2612430.117272727,1266333.5310389611,277.64,4.95,7.33
1264,2612383.617272727,1266891.149545455,279.41,3.74,13.07
1265,2612786.9484415585,1266116.751818182,278.02,4.95,9.5
1266,2613262.168787879,1266336.4093939394,277.38,7.25,18.12
1267,2612653.645102041,1266443.345510204,277.45,5.59,8.74
1268,2612786.37989899,1266457.2770707072,277.53,5.61,9.22
1269,2612683.37,1266097.8,278.83,3.99,10.54
1270,2612935.005384616,1266060.287948718,278.04,4.98,8.2
1271,2612873.8557534246,1266090.8713698632,277.94,4.82,7.54
1272,2613155.592777778,1266533.461666667,277.43,7.57,9.43
1273,2613326.528059701,1266546.793880597,277.72,6.53,15.41
1274,2613165.622804233,1266785.6546560847,277.42,7.76,11.5
1275,2613291.917522936,1266532.8727522937,277.43,8.33,13.01
1276,2612392.7484905664,1266947.6266037736,277.39,7.11,11.22
1277,2612758.4253535355,1266336.676060606,277.58,5.61,8.77
1278,2613103.1054696133,1266413.6059116025,277.4,7.59,8.96
1279,2612229.606666667,1266540.1033333335,279.38,4.37,9.93
1280,2612479.46,1266274.28,277.91,5.64,7.72
1281,2613098.2182828286,1266439.2164646466,277.59,7.94,9.27
