Tree_ID,X,Y,Z,Height_m,Crown_Diameter_m
393,2612442.60662275,1266586.0718346236,276.6611369509043,12.35,5.31
394,2612458.6251960327,1266596.3520392103,275.2219397308363,10.71,5.33
395,2612440.8919904046,1266608.8761067234,273.7216798418969,8.83,5.65
396,2612458.986484273,1266611.7363784034,274.8415670195334,10.3,7.33
397,2612458.7107150555,1266623.7812712193,275.86891296496935,10.28,5.15
398,2612414.9093313063,1266581.466362717,276.3236068895651,4.6,4.2
399,2612420.921334554,1266576.3722577654,276.54418647166386,6.51,4.15
400,2612352.651492063,1266656.8608854814,275.226829353321,10.41,6.97
401,2612365.9179818453,1266674.3814301316,275.2007658802174,9.62,5.08
402,2612463.348410328,1266687.1204580488,277.8480408006167,9.26,5.13
403,2612560.1762453676,1266226.8884286927,274.8124537432386,8.86,5.36
404,2612538.346811121,1266200.55196111,276.4861722222221,8.61,4.65
405,2612545.343895102,1266208.8927944943,276.04389939810807,8.07,4.86
406,2612554.1972537297,1266201.4394669498,275.85695522388085,8.59,5.27
407,2612552.217611871,1266217.0148765414,274.79852623456856,7.7,5.12
408,2612571.264799569,1266230.4188802857,274.98203076400756,9.6,11.27
409,2612579.851020413,1266251.0274206398,274.51184240362795,8.57,4.56
410,2612589.241817566,1266245.164564049,274.24022132796836,7.85,5.48
411,2612501.7098939097,1266294.0081388655,273.31683060109214,5.66,6.32
412,2612499.201443093,1266320.2840148024,274.2292784458826,5.63,4.48
413,2612512.3661048114,1266307.2355001844,273.59107365335296,6.79,6.28
414,2612506.948342803,1266315.0053234994,273.49544267877326,6.32,4.96
415,2612520.8687029257,1266314.5871478387,274.43846582984645,5.96,5.64
416,2612529.6646960457,1266308.19911854,273.0615045592706,3.87,3.98
417,2612548.2447023937,1266293.4152441868,273.9922605875597,7.2,9.79
418,2612573.444599464,1266272.7917571072,274.7136821705427,4.3,4.02
419,2612582.085213998,1266266.8108365769,273.52813229571984,3.76,3.61
420,2612567.361559991,1266278.885919999,274.03798666666705,4.82,4.08
421,2612587.8038103166,1266262.077420965,274.77823627287813,5.8,3.73
422,2612586.6589909936,1266304.2935675692,271.6627567567565,3.72,4.86
423,2612605.76930317,1266202.3159474335,274.81713019559845,7.54,6.72
424,2612617.606357941,1266202.1015250783,275.4550626740945,8.33,4.85
425,2612644.0216809534,1266219.2134410054,273.3432102834549,6.33,4.58
426,2612652.817184919,1266210.312159087,273.5012500000006,6.88,6.24
427,2612637.158222993,1266224.123449477,273.54609756097557,4.34,3.66
428,2612631.1308426037,1266228.1444515102,273.06022257551643,4.98,3.73
429,2612605.4971503597,1266248.0058391595,273.63655594405583,4.47,3.67
430,2612619.150568714,1266238.1658767774,274.8580884676143,4.36,3.69
431,2612625.496805679,1266232.7225199593,273.83465838509363,6.51,4.14
432,2612600.296310687,1266253.4572427187,274.15475728155354,4.88,3.5
433,2612594.420236963,1266258.2231990525,274.1458530805687,3.25,3.47
434,2612612.4075322547,1266243.9583870983,274.6172096774194,3.81,3.86
435,2612657.823669283,1266255.941285754,274.55755603067047,9.21,9.59
436,2612667.09188376,1266224.7735651315,273.5230721328489,7.66,5.07
437,2612661.3157464885,1266203.9850000013,273.1020422535213,5.34,4.16
438,2612716.3953348044,1266215.9572548973,274.3266370699229,8.52,5.13
439,2612693.6437338493,1266247.301564078,274.11672812675295,9.72,9.41
440,2612610.4742717403,1266289.6509608023,275.158782594256,9.38,9.72
441,2612633.652627119,1266279.2600322794,272.3431880548841,5.86,5.8
442,2612657.1486261394,1266333.5828698056,274.730813101568,10.72,11.47
443,2612693.3927115453,1266283.873636361,273.2640653286107,6.12,6.24
444,2612710.083901434,1266285.3701580053,273.1812528216699,7.15,5.27
445,2612716.342254792,1266307.0923788007,275.16792934986796,8.98,5.24
446,2612504.910950712,1266328.1575707784,274.7745333799382,7.18,7.26
447,2612489.0612640977,1266339.8996617221,273.65209495548925,5.03,5.74
448,2612480.9384602876,1266347.1201296574,274.1347974068072,5.31,3.7
449,2612475.12584055,1266350.9160831901,274.5031369150782,3.74,3.89
450,2612469.034006118,1266356.3390519863,274.7403058103978,4.05,3.29
451,2612513.456028738,1266373.485569843,274.81114725163854,8.78,6.18
452,2612526.782350652,1266371.9769452342,275.1598008534866,9.87,4.94
453,2612528.4594050236,1266387.0920988435,273.40334504567915,7.19,6.82
454,2612565.7753380532,1266332.3976810148,274.2368426252629,8.98,7.32
455,2612546.39149317,1266349.8415671748,275.15500082223554,8.95,7.33
456,2612564.1636046446,1266346.3735963497,273.6305398671091,6.69,4.07
457,2612534.4169118335,1266359.2783720929,274.55658193618143,9.04,4.77
458,2612552.7833878836,1266361.3096650166,274.4093300342599,9.42,5.01
459,2612585.4120265134,1266362.3246527722,274.0131376262625,7.6,4.71
460,2612592.7235510834,1266377.698634575,272.95913064832996,6.73,5.02
461,2612472.2293372615,1266390.763222384,275.85601472754087,10.46,5.36
462,2612477.824537639,1266400.357401718,275.67199925121736,10.22,4.9
463,2612483.2873159545,1266432.480673063,274.4755999063585,8.78,8.79
464,2612552.9449647195,1266402.978673545,273.2268570308419,8.8,8.15
465,2612537.9516458604,1266403.7436615846,272.9590846047153,7.18,4.99
466,2612572.047533034,1266410.9547048425,272.2560881057268,4.9,4.99
467,2612564.2890759693,1266422.7361757813,274.1597978704212,8.82,6.72
468,2612576.316755756,1266423.9484187132,273.11160356347403,6.1,5.16
469,2612578.1589017026,1266436.8628170267,273.18774456521913,7.69,6.6
470,2612593.2726816367,1266447.0787516541,274.4482628797886,8.12,4.45
471,2612601.0568009904,1266353.3202388107,276.3876019900498,10.01,5.32
472,2612600.472899351,1266384.84627886,273.92525854108897,7.86,4.9
473,2612641.030846972,1266368.473039154,274.05151601423523,7.0,4.52
474,2612654.0185421943,1266376.1186636838,273.0616879795396,5.76,5.49
475,2612680.044492912,1266327.3274154847,274.9730915795951,9.03,5.24
476,2612661.181859334,1266352.9590006946,275.51838440111396,9.14,5.4
477,2612683.1694253804,1266368.7103703632,274.7190385946703,8.26,8.51
478,2612700.4674851606,1266388.7524816315,274.7543459251507,8.8,6.64
479,2612649.42723443,1266406.381717169,274.340846394984,9.1,4.96
480,2612602.257946293,1266447.1308055937,274.1799394856282,8.79,5.63
481,2612648.493655396,1266439.4185507244,270.7193075684384,2.5,5.25
482,2612720.305536187,1266395.7629758716,274.7204959785521,7.18,4.94
483,2612685.6394798816,1266446.2933347975,274.66762674825145,8.36,5.12
484,2612738.5277534593,1266214.233836617,273.8113384390964,7.17,5.52
485,2612759.3706566812,1266215.1762670828,274.85964742177146,8.18,4.64
486,2612752.9583838936,1266226.76523839,274.0546068111455,6.84,4.32
487,2612768.775921889,1266227.6986587797,275.09576504481504,8.32,5.33
488,2612762.6179534923,1266244.3081129533,273.76631893687664,6.29,4.56
489,2612777.4091729345,1266243.9234367094,274.2764912280709,6.47,5.81
490,2612796.7474273075,1266204.0647400897,276.47524229074924,6.69,4.46
491,2612813.320581003,1266204.0888100476,277.2504636871505,8.39,5.67
492,2612801.9077136177,1266218.9298383384,276.4066974595846,6.62,3.95
493,2612813.827584403,1266213.3611402847,276.7339159789946,7.22,4.63
494,2612842.2443530704,1266216.0067434162,276.13390899122726,7.21,5.17
495,2612801.9833019376,1266255.762930098,275.79162617749034,8.39,4.62
496,2612791.287510743,1266245.7854462387,273.83679032258084,5.97,4.81
497,2612813.5255978256,1266255.2707220418,277.0497709627338,9.93,4.94
498,2612816.1634270675,1266234.9483391948,276.08867311072,7.37,4.3
499,2612824.252876715,1266243.4589497726,275.78923896499236,6.93,4.26
500,2612832.154262095,1266235.5363422383,274.6359223918566,5.28,5.24
501,2612830.5961228157,1266259.165267917,275.05437086092684,6.92,4.5
502,2612728.9555839626,1266272.5324751365,274.8824808184146,9.94,5.46
503,2612734.7537380834,1266284.933027497,274.60777293765307,9.91,5.45
504,2612724.6241611294,1266303.6875513704,274.8876925351087,10.86,9.97
505,2612740.8712460957,1266321.7442402055,274.59858242583255,10.14,9.34
506,2612794.9567276994,1266272.5997605592,274.7298826291083,8.39,4.81
507,2612786.2964705825,1266262.8943870175,275.6408301264417,8.18,4.69
508,2612806.7911406285,1266289.9799416794,273.9362929358389,6.67,4.52
509,2612813.565003265,1266273.7166731884,274.0734898891064,6.5,4.37
510,2612821.2635761206,1266283.9173556468,274.86692257217857,7.55,4.43
511,2612832.673858794,1266284.188928787,275.13995130858194,7.61,4.47
512,2612801.340259071,1266306.3212780633,274.7770005757051,8.12,4.51
513,2612825.1283140606,1266298.181404443,274.8616046293397,9.24,5.27
514,2612840.2235563425,1266302.4515211366,273.83623943662053,5.78,5.14
515,2612857.610431321,1266207.8797345746,275.26310550763066,6.01,4.52
516,2612873.6804325166,1266218.859411762,277.22090954028795,9.69,5.77
517,2612883.568784611,1266203.1345897375,277.6177641025644,8.57,4.78
518,2612904.312513527,1266216.3539914114,278.2887423026662,10.96,6.87
519,2612887.8017647113,1266224.7981237255,276.35616632859967,7.86,4.56
520,2612871.245427735,1266235.5636763065,276.09839884393074,7.32,4.83
521,2612852.8135994957,1266255.2220278843,277.2039733840297,8.84,4.48
522,2612857.4860707587,1266247.0539168178,276.1828801986342,6.5,5.75
523,2612892.1433093124,1266239.3555135159,276.5736876876885,7.97,4.41
524,2612902.246879776,1266238.532408117,277.8373162327715,10.24,4.6
525,2612891.4754502443,1266255.0595787314,276.42913638757267,7.99,4.79
526,2612898.6848108764,1266249.9019179507,275.58909429941394,6.73,4.69
527,2612920.0686408905,1266217.2023254384,277.14981296758066,8.14,4.88
528,2612915.3377183937,1266225.0233556048,277.716639260021,9.25,4.37
529,2612912.1745811217,1266248.1648869622,277.77716755319176,8.75,4.28
530,2612939.0407480565,1266248.5445796216,277.26986303294234,9.49,11.34
531,2612847.189874936,1266267.5178839378,275.77771885942974,8.23,4.6
532,2612863.330300067,1266287.115560377,275.02428054952946,6.69,6.62
533,2612899.467012793,1266265.033739128,276.43962148337613,8.51,4.49
534,2612878.097437198,1266282.717060301,275.1391959798996,6.06,4.17
535,2612858.08067113,1266304.4671308745,275.8235570469794,9.01,4.96
536,2612847.135798431,1266320.2426308868,275.30642670157073,7.74,4.16
537,2612927.576816324,1266282.3350077923,276.6573807296533,8.79,6.11
538,2612967.001881968,1266271.1942852507,277.4064918032781,10.07,5.4
539,2612973.2156243143,1266284.8389980593,277.4113222246287,10.92,5.84
540,2612936.438206928,1266303.9952425193,276.8673830090155,10.8,8.63
541,2612909.7812339948,1266322.6563388752,276.094472895669,9.43,6.12
542,2612934.6366519285,1266322.9339080444,275.15700265252036,8.67,5.38
543,2612959.345150518,1266298.4189489791,277.2254234693862,11.31,5.45
544,2612956.392856338,1266312.0297804943,276.98799600912247,10.2,5.45
545,2612969.2792450367,1266310.8543475424,277.2486853237874,10.86,5.06
546,2612765.6127040233,1266350.4003653037,275.1021316022416,10.91,10.26
547,2612835.1086065313,1266332.4820352644,275.998803122289,10.03,5.45
548,2612810.0924318116,1266362.9107575738,273.42819696969764,7.48,5.17
549,2612785.1912189303,1266378.5528693344,275.6051462701143,11.4,6.08
550,2612802.1728594415,1266381.6361185622,274.38787911302086,9.27,8.88
551,2612817.122822499,1266378.602543471,274.4972788075657,8.54,6.52
552,2612732.6852910216,1266412.6116910197,275.8311161676631,10.03,6.38
553,2612720.431544018,1266418.5510272488,274.24821171312294,8.67,5.27
554,2612745.833194765,1266416.3804354712,275.2737688044339,8.87,5.04
555,2612780.2987152133,1266401.1736715802,274.59758592471326,8.98,6.69
556,2612732.968969962,1266428.4418359112,275.35455275229106,9.59,8.05
557,2612831.255213517,1266387.6636476945,274.35048932384314,9.92,5.17
558,2612884.3502450436,1266353.1552683713,275.7908693115525,7.57,4.86
559,2612896.088413529,1266365.8900870015,276.0510440122823,6.88,4.97
560,2612924.8295240924,1266334.998444978,275.503034252804,9.01,5.38
561,2612945.549757792,1266352.2437370254,275.7401730103805,3.02,3.99
562,2612953.8997400766,1266349.0725855003,275.8222708618332,2.99,4.06
563,2612961.513921843,1266345.7137047767,275.769392185239,3.17,4.1
564,2612968.9108599517,1266342.1718181816,275.661326781327,2.73,3.61
565,2612919.8500285237,1266363.93863118,275.53880228136916,3.61,5.63
566,2612930.130752072,1266359.6606685226,275.80616991643467,2.93,4.2
567,2612937.0440000035,1266356.6711287145,275.8293861386138,2.54,3.82
568,2612935.96768817,1266371.7393010734,275.0204121863798,2.38,4.21
569,2612928.271886793,1266374.7055471686,276.1363773584902,3.75,4.0
570,2612951.5181085886,1266364.5857092803,275.4306304728545,2.51,4.75
571,2612942.850021555,1266368.9750646532,275.08459051724134,2.29,3.9
572,2612958.5064489697,1266361.450204081,275.269006802721,3.74,4.51
573,2612965.8166522626,1266358.2514038882,275.1862419006479,2.24,4.03
574,2612468.996316173,1266455.4674092263,274.14694024205704,8.62,5.93
575,2612478.9654943077,1266467.5785182032,273.43099289252615,8.64,7.07
576,2612497.2093790486,1266453.2445467883,274.4055385520887,9.2,5.66
577,2612495.1208526934,1266469.3808865654,273.15591965522583,7.52,7.51
578,2612522.6327119665,1266477.430732362,274.4089569462931,9.44,7.19
579,2612483.464903358,1266494.346733243,273.072644974226,7.36,5.76
580,2612498.5715285945,1266497.3032787167,273.7909308924512,9.07,8.17
581,2612519.1687351065,1266504.2049205347,272.29672847682116,6.0,4.47
582,2612531.6779898815,1266508.2314472613,274.27003425457775,9.26,8.89
583,2612576.5063722287,1266453.997933326,272.6292777777774,6.05,5.33
584,2612568.598091353,1266468.359795863,273.734194947691,8.23,6.69
585,2612555.143202018,1266510.760852436,274.06939469913954,8.59,5.16
586,2612483.3836885574,1266521.3895021633,274.3396111911154,9.77,6.04
587,2612520.2867690874,1266518.79578212,273.73491620111685,6.85,4.18
588,2612528.6196471155,1266527.635633966,273.1364413875594,7.34,4.8
589,2612546.1837296854,1266540.3355985954,273.0001489707466,8.06,5.62
590,2612563.7965748874,1266527.7730284256,275.186524570751,9.97,5.39
591,2612576.7366344533,1266530.4500762608,274.3985460091509,8.31,4.75
592,2612562.246533749,1266553.4077990784,275.26856211656406,10.22,4.9
593,2612573.259594241,1266546.861422071,274.76354190367897,9.02,5.02
594,2612595.776480166,1266456.9200566537,273.29934135977277,6.97,4.34
595,2612605.395662287,1266468.226885443,274.05253579952296,7.89,4.45
596,2612623.8192004086,1266491.2003324656,274.46993359955866,10.44,11.24
597,2612650.4557230775,1266503.366938454,273.8667538461536,6.93,4.86
598,2612674.56849756,1266465.1892926814,275.5874097560979,9.77,4.83
599,2612663.5163607607,1266482.805077475,274.15602502979965,9.02,6.96
600,2612683.1382403383,1266473.3543133035,276.7284334763953,4.77,4.66
601,2612660.410581196,1266492.9051145336,273.0879179487174,7.14,5.72
602,2612629.8430102365,1266518.09103931,274.1362520193864,7.56,5.38
603,2612684.1028517582,1266555.0819765832,275.0188633081997,10.43,9.35
604,2612722.146224273,1266523.1512828511,274.5360850897733,10.28,7.51
605,2612702.1711297347,1266544.7688206048,274.86623507312606,11.69,7.45
606,2612710.5032486557,1266534.024516584,273.846859562456,8.97,6.28
607,2612715.7220598394,1266557.4715874968,273.9034890724465,9.81,9.09
608,2612480.44609901,1266612.3396732716,275.72078547854625,10.19,5.17
609,2612472.3315554415,1266619.1470951908,274.3623945044173,8.49,4.91
610,2612494.0722686984,1266607.7602312977,275.2768110236219,9.59,4.7
611,2612530.6827125135,1266588.0950536705,273.5149173194083,7.97,6.0
612,2612573.874306546,1266634.6972261588,274.84056643065355,9.12,5.09
613,2612582.7773093693,1266626.9873707301,274.20773006134976,9.15,5.33
614,2612510.0778987003,1266662.238917339,274.6904216162999,10.9,11.32
615,2612492.017929569,1266698.392974024,274.6009035930296,9.11,8.37
616,2612513.8089043717,1266705.8704297303,273.3217653890816,7.46,7.53
617,2612467.851365992,1266656.4673711357,274.91396907216506,2.01,3.94
618,2612553.414556492,1266651.8929567097,272.91708025343183,6.74,5.04
619,2612582.856981451,1266652.0967622253,274.51193929173684,8.74,3.85
620,2612582.7344878875,1266638.7490875192,274.2410148975786,7.6,3.94
621,2612565.9366649184,1266657.0529805652,275.21218487395026,10.3,5.6
622,2612592.361371565,1266664.4509421624,274.572283404901,9.93,5.71
623,2612577.811398554,1266670.3273888982,274.9056304347849,10.75,5.74
624,2612533.484223777,1266702.940624044,274.4061928243489,9.05,7.18
625,2612566.426044017,1266675.3557197216,274.72657677035073,10.28,6.73
626,2612608.268805306,1266604.3919800676,274.94077329708233,10.55,7.88
627,2612626.110457465,1266612.892382243,274.4057317309554,8.86,6.65
628,2612620.668480451,1266637.327487877,273.8569382476562,8.05,6.31
629,2612635.4355799938,1266631.8064999997,274.1671719999992,8.03,5.64
630,2612617.4418008,1266591.0492854002,275.54860598065073,10.88,6.53
631,2612654.988017457,1266585.6588902741,273.2467955112218,6.35,4.06
632,2612664.860804813,1266589.5878821006,274.09841510765875,9.28,5.38
633,2612681.882701346,1266598.6887071305,273.2684373795748,8.3,7.24
634,2612717.6448372747,1266589.087924896,274.35807510431334,9.61,5.5
635,2612664.6943039214,1266606.3660562143,273.3108036890644,8.04,4.99
636,2612696.458397829,1266640.7990255011,273.14053031998424,9.43,8.56
637,2612722.6726178015,1266608.7621709032,273.79235228122593,9.94,6.32
638,2612617.6691655335,1266648.6985262495,273.9297106325714,7.36,4.41
639,2612608.033197796,1266665.1135442255,273.7415588319494,8.38,8.01
640,2612626.2073019925,1266645.0074694068,272.77643915003233,6.34,4.43
641,2612638.2334631025,1266645.7339651673,273.1094774590165,7.42,5.35
642,2612641.019943372,1266654.6167064083,273.84053949329467,7.93,6.29
643,2612641.512866842,1266669.6329223225,271.83590628853256,5.65,4.69
644,2612617.0713367313,1266676.653066608,272.3473034227571,6.12,5.36
645,2612626.028660011,1266672.4727795392,273.1020733363502,6.79,5.34
646,2612646.254026559,1266680.669192642,272.96982370976025,8.45,6.57
647,2612664.1889904533,1266702.0030169322,273.5206610254682,9.73,9.28
648,2612702.7485608435,1266663.3203656576,273.03930123617465,8.62,7.51
649,2612704.312302338,1266700.3871231938,272.82084015604784,9.87,13.61
650,2612742.560614181,1266493.265083268,273.88743290548354,9.59,8.86
651,2612752.9849802027,1266511.9100056556,274.211629420087,9.19,7.57
652,2612772.3286579,1266498.0916241694,275.073970086326,10.75,7.77
653,2612801.6413560505,1266466.3829481178,276.17369182809824,11.71,6.21
654,2612790.485796925,1266476.7922657724,273.8405169839499,8.64,7.02
655,2612792.782895127,1266503.9862556655,273.54054064566117,7.72,8.12
656,2612764.812572943,1266550.2959726728,272.9252894858713,7.93,6.39
657,2612787.716299155,1266547.8556753823,274.793790907092,10.08,7.87
658,2612795.0859415904,1266577.4622713665,273.8543971631242,9.59,8.69
659,2612894.5471346714,1266458.4101719204,275.08618911174784,4.38,4.25
660,2612864.7264244263,1266525.25427035,273.3750639534892,8.41,6.05
661,2612864.5476261927,1266541.1902182887,272.90833560709444,6.89,4.48
662,2612931.1773385555,1266516.9855251166,273.84602087410315,7.65,4.48
663,2612921.7742282352,1266558.2773323758,274.0844365192589,10.17,5.54
664,2612970.574536534,1266569.7096930728,272.76594843462243,6.83,4.82
665,2612729.34083931,1266597.868851461,272.72230259525094,8.03,5.62
666,2612739.5623975326,1266616.2723584916,274.34882563435286,10.33,5.75
667,2612744.9538073526,1266631.011916693,273.95640416531046,9.39,5.94
668,2612829.0768458634,1266603.8412996365,273.6116843403218,9.42,5.76
669,2612839.751371521,1266598.6364218213,272.9868302346847,7.85,5.62
670,2612790.4490351463,1266630.7683818268,272.6949626825336,9.33,8.59
671,2612816.8985734275,1266628.2522170926,273.2617265248804,9.89,8.4
672,2612744.154755041,1266648.692845475,272.9055072236194,8.41,7.4
673,2612761.11972372,1266698.496063083,272.1410659356283,10.4,10.39
674,2612816.056556448,1266657.564082051,273.16323348752604,10.2,9.2
675,2612844.07741339,1266665.4398999254,273.4038876058509,9.2,4.94
676,2612869.9541115384,1266588.8338475842,273.4391022304858,8.58,6.9
677,2612940.5725549352,1266613.099024722,272.4226030219784,6.16,4.49
678,2612952.238943042,1266621.7963535984,272.65463565435033,7.93,8.61
679,2612954.8508341694,1266612.4046934643,272.2042512562813,5.73,4.15
680,2612964.4992059777,1266606.8847091137,272.53365566037746,6.48,4.39
681,2612950.4438515594,1266578.5239921855,272.8030078125001,7.09,4.24
682,2612961.3891534107,1266581.8204191579,272.9292793722878,6.88,7.57
683,2612948.956282062,1266605.2927972022,272.2370512820516,5.81,4.05
684,2612861.715039528,1266679.6968612967,272.84912034676285,9.61,7.53
685,2612894.0209429846,1266693.923896638,274.4627101277101,11.61,8.76
686,2612920.590025674,1266702.9648957723,273.03689544579584,9.36,7.33
687,2612992.2550810208,1266191.4159340295,278.10059425646904,9.95,5.57
688,2613018.516302335,1266181.4087171897,277.6603806115789,9.53,7.94
689,2613068.688604059,1266161.5427411154,269.8258883248733,1.3,4.79
690,2613040.384928195,1266185.8319450202,274.760213377104,6.71,5.31
691,2613101.26302628,1266178.981779871,268.61365339578515,3.67,10.85
692,2613112.0251702378,1266149.929999997,277.4576122316185,10.22,5.97
693,2613140.801549776,1266162.398792054,277.5220686393718,11.06,7.93
694,2613133.0020186906,1266198.7365560816,268.1860327102808,3.47,8.34
695,2613175.441248901,1266145.121305677,276.83221397379936,9.11,5.21
696,2613213.5733897,1266192.1743833718,275.1959408033815,8.9,4.39
697,2613327.137939117,1266005.6177868887,265.4927517564408,1.43,6.39
698,2613376.8191023394,1266067.2975242913,271.700668953687,7.36,4.57
699,2613385.2199934884,1266049.6916862035,270.15864583333325,5.85,5.34
700,2613395.0896993396,1266047.9141742897,270.1794989106766,7.43,5.42
701,2613388.796874213,1266059.151103983,271.89579268292664,9.29,5.23
702,2613423.977973686,1266044.7331315794,265.3783947368423,5.13,3.4
703,2613430.17134509,1266057.1042888034,268.04067099567135,8.55,5.44
704,2613464.1572476425,1266064.6665214247,265.3077632534492,6.29,4.36
705,2613473.177370012,1266063.9763978908,266.2150791258488,7.48,4.4
706,2613264.24459397,1266089.0446867757,277.977865429234,8.68,3.63
707,2613225.619690159,1266144.2523082828,274.75214562354745,8.49,4.45
708,2613337.675878699,1266203.2946275093,276.56498800274306,11.94,10.12
709,2613365.481301518,1266086.969399294,272.6222968197882,6.68,4.92
710,2613356.5308235907,1266098.8363434647,276.9396028037373,12.84,5.45
711,2613372.1026166645,1266097.1032583292,273.7146916666668,6.99,4.29
712,2613394.534836743,1266089.0730000008,270.6678367346936,5.74,4.19
713,2613384.79641966,1266093.7053744122,271.3342901716073,5.94,4.21
714,2613395.2026423393,1266098.1524817517,271.4224817518249,5.48,3.78
715,2613411.6378564807,1266119.9901005535,272.65404478976274,8.54,4.66
716,2613415.0741397096,1266090.8352930176,270.1023347398033,7.18,5.06
717,2613473.6936503253,1266090.69920851,267.055286473715,8.46,4.51
718,2613418.7764235465,1266111.401169573,272.9323730138066,9.89,5.71
719,2613430.9331364124,1266112.4159291084,269.6983029001072,5.82,4.04
720,2613437.5360963983,1266126.0112976723,269.8153707627131,6.89,4.74
721,2613404.161093003,1266157.6801289867,274.8042158859479,7.89,5.12
722,2613415.0275293575,1266160.935680034,274.72607876712215,8.91,6.62
723,2613369.317259804,1266177.7186159892,275.2792202729039,9.4,5.58
724,2613456.4125099294,1266147.1906092733,268.31483112582777,7.73,5.55
725,2613437.473380799,1266178.9622589757,272.0470661700283,9.48,6.23
726,2613445.53132834,1266198.0987859792,270.3318617790069,9.99,7.8
727,2613474.779189373,1266174.450587004,268.32855345911986,8.37,4.51
728,2613470.7288361164,1266188.2282816952,267.295438238891,8.18,7.39
729,2613494.1649766113,1266126.35492049,265.0210196445273,6.86,4.13
730,2613485.2109885924,1266187.607997468,265.3154309252224,6.28,4.67
731,2612977.4761517313,1266210.372178332,277.08426280797875,8.02,5.44
732,2612990.342697862,1266202.4497153992,276.19754385964876,7.26,5.35
733,2612983.394169353,1266236.4254700178,277.2101296596433,8.46,4.95
734,2613047.482980917,1266207.0304160302,277.02970992366437,8.85,5.43
735,2613056.1651211865,1266242.8972863336,276.5554672818299,10.33,11.49
736,2613039.8964901995,1266216.8399052315,277.48366666666647,9.54,5.42
737,2613091.846231978,1266220.3780955488,275.79184097267216,9.59,8.23
738,2613061.8729789006,1266232.7160946056,275.59486708365915,7.35,5.47
739,2613079.954838952,1266247.086885441,275.42750544926093,9.09,5.9
740,2612992.7124149557,1266290.5339713022,276.62712913677547,9.83,8.04
741,2612985.031863477,1266272.4403650856,276.61049206349264,9.01,5.76
742,2612997.0778519753,1266271.7388770748,276.0967375584851,8.38,5.61
743,2613009.611992908,1266281.2330409545,275.5777749113188,8.32,5.5
744,2613013.913197986,1266294.715231897,275.6286834844302,9.49,8.63
745,2612982.241179548,1266305.8238449052,275.6883251873571,9.69,5.19
746,2613027.282580473,1266299.0075012764,278.4909402146142,7.76,5.06
747,2613018.960696718,1266321.4997814216,275.37531420764986,3.74,4.02
748,2613027.8547651046,1266319.424295303,274.9670134228187,2.79,4.08
749,2613053.2151152487,1266283.0758736113,273.74153159851335,5.42,4.85
750,2613058.5926305843,1266270.3779421,275.6301573316552,8.7,5.31
751,2613042.2887830455,1266283.0466590668,273.7813947128533,6.59,5.63
752,2613078.555172182,1266270.534510471,274.9090006752193,8.82,5.36
753,2613098.2755100713,1266268.1298167426,274.9358704948058,9.35,5.5
754,2613096.810457228,1266280.5798053376,275.0839837030331,7.36,4.97
755,2613058.3919747234,1266306.401311218,275.38459715639806,2.91,4.15
756,2613051.0559090995,1266310.236983472,275.33537190082603,3.02,4.15
757,2613077.4603867014,1266300.1224423342,275.16303256445025,4.29,5.68
758,2613065.8708695676,1266305.1839130425,274.87963768115964,3.02,3.73
759,2613087.945892866,1266296.6202747251,275.2101510989011,3.73,4.19
760,2613095.421729228,1266293.6082841812,274.918806970509,3.85,4.07
761,2613071.2734504803,1266317.285207669,274.582428115016,2.13,3.55
762,2613078.7970597986,1266314.1625747515,274.6093355481729,3.37,4.59
763,2613084.7933012033,1266311.318578313,274.6661204819277,3.24,3.73
764,2613091.967145183,1266308.7809787905,274.49623164763443,3.06,3.91
765,2613149.1639285698,1266210.1497058815,268.35886554621874,1.57,4.91
766,2613111.3903674223,1266261.1052988041,274.8387605135015,8.39,5.25
767,2613163.7694925345,1266202.2153422502,275.38988591660114,7.8,5.7
768,2613177.9051357233,1266231.4208550497,273.74463355048835,6.73,6.27
769,2613216.7095749513,1266223.0040156604,276.85658277404934,10.46,5.26
770,2613127.6537030917,1266268.506985045,274.29704948216414,8.23,6.31
771,2613111.5097732698,1266275.5943854332,273.9137529832936,6.73,4.61
772,2613112.3144935635,1266287.9596132603,275.0763904235727,3.03,4.18
773,2613118.5428531864,1266285.0425207757,275.12614958448745,1.78,3.85
774,2613126.0789869274,1266282.9912745112,274.94212418300623,1.41,3.65
775,2613141.4300639685,1266271.1931734122,275.03563610518904,7.13,6.54
776,2613157.280871482,1266270.5943869993,274.6810487444612,4.3,3.98
777,2613149.8904677313,1266275.8745967748,275.5905161290324,2.89,4.16
778,2613131.8893103334,1266279.8231178157,275.0214655172418,3.89,4.03
779,2613136.980557219,1266293.0857657646,275.3203370036706,4.6,7.84
780,2613152.7726271097,1266286.7014043587,275.9959443099278,3.58,4.3
781,2613100.661841581,1266305.8157821782,274.0673861386138,2.4,3.97
782,2613103.526314098,1266291.5287179507,274.5068269230768,2.01,3.62
783,2613108.1733918064,1266303.5845906448,273.9159356725145,2.61,3.75
784,2613119.1763144955,1266300.1945536463,275.2436117936115,3.09,6.1
785,2613166.391189884,1266266.725594938,275.60846835442993,5.05,4.18
786,2612983.6340506338,1266350.3151265823,275.4837613019894,3.12,6.23
787,2612996.674870181,1266345.0949409911,274.8145082612122,4.34,5.85
788,2612978.97333334,1266338.2237669374,275.37490514905136,1.8,3.73
