X coordinate;Y coordinate;Z coordinate;Red color (0-1);Green color (0-1);Blue color (0-1);X scan dir;Y scan dir;Z scan dir;Color Cluster;Reclump_Adjazenz
2613416.18;1266762.75;253.69;70;60;57;0.08;-0.96;0.26;96;13
2613414.34;1266764.24;254.75;84;64;66;-0.33;0.1;0.94;96;13
2613412.98;1266762.99;253.72;95;85;79;-0.17;-0.98;0.13;96;13
2613413.04;1266762.92;253.9;91;80;74;-0.23;-0.96;0.18;96;13
2613415.38;1266763.45;254.65;89;74;80;0.46;0.08;0.88;96;13
2613415.69;1266762.96;254.44;78;65;67;0.41;-0.38;0.83;96;13
2613413.54;1266763.47;254.04;73;60;60;-0.78;0.14;0.61;96;13
2613413.66;1266764.19;254.5;80;58;57;-0.72;0.13;0.68;96;13
2613414.95;1266763.44;254.77;86;67;73;0.36;-0.11;0.93;96;13
2613413.72;1266762.91;254.14;93;84;79;-0.14;-0.97;0.21;96;13
2613412.43;1266763.3;253.73;75;57;53;-0.38;-0.55;0.74;96;13
2613414.22;1266762.95;254.63;72;53;52;-0.29;-0.84;0.47;96;13
2613415.38;1266762.73;254.0;77;65;62;-0.09;-0.99;0.11;96;13
2613411.56;1266764.17;253.53;74;56;55;-0.54;-0.06;0.84;96;13
2613416.37;1266762.8;253.94;72;62;63;0.49;-0.45;0.75;96;13
2613413.72;1266763.75;254.61;78;59;54;-0.41;-0.08;0.91;96;13
2613416.86;1266763.72;253.92;81;67;69;0.38;0.0;0.93;96;13
2613414.46;1266763.62;254.85;86;67;68;-0.21;0.04;0.98;96;13
2613411.99;1266763.19;253.42;75;63;57;-0.21;-0.95;0.21;96;13
2613417.16;1266764.16;253.75;75;58;59;0.35;-0.01;0.94;96;13
2613412.55;1266763.72;253.93;77;59;54;-0.5;0.04;0.86;96;13
2613416.43;1266763.72;254.04;86;71;79;0.44;-0.04;0.9;96;13
2613411.93;1266763.67;253.63;76;60;58;-0.15;-0.28;0.95;96;13
2613413.91;1266763.94;254.68;79;57;54;-0.54;-0.03;0.84;96;13
2613413.97;1266763.01;254.64;74;56;53;-0.21;-0.82;0.54;96;13
2613416.86;1266762.93;253.76;77;61;62;0.42;-0.37;0.83;96;13
2613415.63;1266762.91;254.26;72;58;57;0.19;-0.81;0.55;96;13
2613413.72;1266763.01;254.64;74;56;51;-0.11;-0.91;0.39;96;13
2613412.98;1266763.9;254.0;91;72;71;-0.5;-0.0;0.86;96;13
2613413.48;1266762.96;254.39;76;62;58;-0.2;-0.9;0.38;96;13
2613414.46;1266762.9;254.45;71;56;55;-0.12;-0.97;0.22;96;13
2613413.97;1266762.96;254.45;78;64;61;-0.12;-0.97;0.2;96;13
2613415.38;1266764.19;254.62;83;65;69;0.47;0.07;0.88;96;13
2613413.6;1266763.2;254.71;78;63;62;-0.24;-0.65;0.72;96;13
2613415.32;1266763.2;254.64;81;67;69;0.48;-0.12;0.87;96;13
2613411.87;1266764.1;253.71;76;59;59;-0.27;-0.2;0.94;96;13
2613416.18;1266763.96;254.17;87;69;75;0.47;0.04;0.88;96;13
2613417.35;1266764.17;253.68;75;60;60;0.27;-0.12;0.95;96;13
2613416.92;1266763.97;253.86;83;68;71;0.32;-0.03;0.95;96;13
2613411.44;1266764.12;253.15;72;61;58;-0.98;0.03;0.17;96;13
2613414.89;1266763.68;254.85;85;67;73;0.32;-0.1;0.94;96;13
2613413.29;1266762.97;254.15;80;65;61;-0.29;-0.92;0.25;96;13
2613411.5;1266763.86;253.39;68;54;52;-0.72;-0.08;0.69;96;13
2613416.37;1266764.21;254.06;85;67;72;0.45;-0.04;0.89;96;13
2613411.75;1266763.61;253.56;76;59;57;-0.43;-0.3;0.85;96;13
2613411.99;1266763.3;253.61;75;59;53;-0.3;-0.8;0.51;96;13
