X coordinate;Y coordinate;Z coordinate;Red color (0-1);Green color (0-1);Blue color (0-1);X scan dir;Y scan dir;Z scan dir;Color Cluster;Reclump_Adjazenz
2613299.97;1266983.69;267.29;94;83;80;-0.91;-0.4;-0.08;21;10
2613301.02;1266984.44;267.01;50;37;36;-0.42;0.72;0.55;21;10
2613300.28;1266984.12;267.25;66;55;54;-0.48;0.74;0.46;21;10
2613300.53;1266984.12;267.25;51;40;38;-0.34;0.86;0.37;21;10
2613300.53;1266984.26;267.01;49;38;36;-0.18;0.92;0.34;21;10
2613300.53;1266984.38;266.95;57;45;46;-0.33;0.8;0.49;21;10
2613301.02;1266984.37;267.19;47;32;31;-0.46;0.78;0.43;21;10
2613301.27;1266984.43;267.2;48;35;34;-0.3;0.86;0.41;21;10
2613300.77;1266984.38;266.95;51;38;37;-0.4;0.71;0.59;21;10
2613300.03;1266983.95;267.0;75;64;61;-0.94;0.3;0.14;21;10
2613300.09;1266984.14;266.94;63;53;51;-0.61;0.73;0.31;21;10
2613301.02;1266984.31;267.25;48;32;30;-0.44;0.81;0.39;21;10
2613300.96;1266984.31;267.13;47;34;32;-0.42;0.76;0.5;21;10
2613300.28;1266984.0;267.24;55;40;37;-0.4;0.87;0.28;21;10
2613300.03;1266983.94;267.24;65;54;52;-0.59;0.76;0.27;21;10
2613300.28;1266984.2;266.94;55;42;40;-0.34;0.87;0.35;21;10
2613300.77;1266984.32;267.07;47;35;34;-0.4;0.77;0.49;21;10
2613300.77;1266984.19;267.25;46;33;30;-0.34;0.86;0.39;21;10
2613299.79;1266983.67;267.79;69;53;46;-0.7;-0.66;-0.27;21;10
2613299.79;1266983.39;268.45;57;41;30;-0.48;-0.88;0.04;21;10
2613299.79;1266983.54;268.03;66;51;41;-0.56;-0.74;-0.38;21;10
2613299.79;1266983.41;268.21;64;49;40;-0.52;-0.8;-0.32;21;10
2613299.91;1266983.68;267.48;82;66;59;-0.66;-0.68;-0.32;21;10
2613299.98;1266983.68;267.54;85;73;70;-0.97;-0.18;-0.15;21;10
2613311.44;1266976.56;268.73;67;48;42;0.05;-0.71;0.7;21;10
2613305.53;1266974.4;268.61;72;50;44;0.32;-0.75;0.58;21;10
2613301.96;1266981.78;270.29;79;61;63;-0.26;0.25;0.93;21;10
2613306.88;1266973.64;267.71;66;45;40;0.15;-0.66;0.74;21;10
2613308.54;1266974.44;267.8;64;46;40;0.1;-0.67;0.73;21;10
2613304.54;1266973.45;267.77;67;48;41;0.15;-0.72;0.67;21;10
2613307.99;1266979.82;270.24;118;106;126;0.63;-0.62;0.46;21;10
2613309.96;1266979.73;269.43;117;103;126;-0.04;-0.08;1.0;21;10
2613307.62;1266983.07;270.5;86;68;71;-0.08;0.38;0.92;21;10
2613312.67;1266977.51;269.51;66;48;47;0.18;-0.8;0.58;21;10
2613302.76;1266982.02;270.42;84;67;72;-0.16;0.27;0.95;21;10
2613312.42;1266975.55;267.95;73;51;46;0.34;-0.93;0.15;21;10
2613307.56;1266974.43;267.86;68;49;42;0.31;-0.68;0.67;21;10
2613312.67;1266976.81;268.68;77;56;52;0.25;-0.63;0.73;21;10
2613306.95;1266976.67;270.36;86;64;64;-0.09;-0.05;0.99;21;10
2613308.86;1266982.38;271.02;77;56;55;0.01;0.21;0.98;21;10
2613312.91;1266976.76;268.49;71;50;45;0.17;-0.54;0.82;21;10
2613309.1;1266982.87;270.92;80;60;61;-0.08;0.21;0.97;21;10
2613304.17;1266983.82;270.12;76;62;67;-0.16;0.3;0.94;21;10
2613306.21;1266980.83;270.97;79;60;61;-0.24;0.21;0.95;21;10
2613311.19;1266979.95;270.05;106;90;105;-0.45;0.02;0.89;21;10
2613309.65;1266978.44;269.44;101;81;84;-0.0;-0.57;0.82;21;10
2613315.19;1266976.96;268.12;74;52;48;0.23;-0.43;0.87;21;10
2613307.31;1266973.94;267.91;62;44;39;0.19;-0.35;0.92;21;10
2613313.04;1266978.77;270.42;93;71;73;0.17;-0.36;0.92;21;10
2613312.86;1266981.45;271.21;82;63;63;0.04;-0.04;1.0;21;10
2613309.59;1266984.12;270.53;79;61;62;-0.09;0.16;0.98;21;10
2613312.12;1266978.77;270.43;84;63;63;-0.13;-0.4;0.91;21;10
2613310.57;1266984.12;270.65;83;64;67;-0.02;0.22;0.98;21;10
2613300.72;1266983.7;268.52;52;37;36;-0.43;0.81;0.38;21;10
2613309.23;1266976.22;269.41;70;47;45;0.18;-0.69;0.7;21;10
2613307.87;1266983.32;270.57;84;64;64;-0.03;0.36;0.93;21;10
2613303.01;1266979.59;271.18;83;62;64;-0.02;-0.04;1.0;21;10
2613305.54;1266975.64;269.83;84;61;60;0.19;-0.19;0.96;21;10
2613302.26;1266983.71;269.75;65;50;54;-0.05;0.46;0.89;21;10
2613305.65;1266973.75;268.03;81;57;53;0.19;-0.7;0.69;21;10
2613315.56;1266979.17;269.81;80;58;56;0.27;-0.45;0.85;21;10
2613306.46;1266977.43;269.78;114;98;98;0.65;-0.29;0.71;21;10
2613300.97;1266983.29;269.49;58;45;47;-0.39;0.62;0.68;21;10
2613309.35;1266979.81;270.42;89;61;58;0.94;0.24;0.24;21;10
2613302.95;1266978.11;271.18;89;67;69;0.25;-0.17;0.95;21;10
2613310.7;1266978.23;269.92;98;78;81;-0.04;-0.25;0.97;21;10
2613313.9;1266976.51;268.48;81;60;54;0.34;-0.59;0.73;21;10
2613302.27;1266982.22;270.24;78;60;61;-0.16;0.26;0.95;21;10
2613311.87;1266978.71;270.36;83;63;63;0.0;-0.42;0.91;21;10
2613315.07;1266978.49;269.72;79;61;60;0.38;-0.17;0.91;21;10
2613302.27;1266979.4;271.3;84;65;66;0.07;0.22;0.97;21;10
2613306.95;1266978.28;270.3;94;69;72;0.27;-0.28;0.92;21;10
2613311.93;1266977.27;269.44;77;56;54;0.1;-0.59;0.8;21;10
2613306.95;1266977.17;270.32;90;64;65;-0.26;-0.02;0.96;21;10
2613305.97;1266978.38;270.62;97;72;74;0.14;-0.18;0.97;21;10
2613307.99;1266974.44;267.74;65;46;40;0.0;-0.8;0.59;21;10
2613309.41;1266977.93;269.91;94;70;75;0.03;-0.13;0.99;21;10
2613305.1;1266973.33;267.71;62;42;37;0.05;-0.72;0.69;21;10
2613301.53;1266981.97;270.17;79;62;66;-0.21;0.29;0.93;21;10
2613310.02;1266975.7;268.52;64;46;41;0.04;-0.57;0.82;21;10
2613303.0;1266983.77;269.81;73;57;59;-0.31;0.45;0.83;21;10
2613314.45;1266977.43;268.63;73;53;49;0.23;-0.69;0.69;21;10
2613306.64;1266982.58;270.55;86;67;69;-0.04;0.21;0.98;21;10
2613311.13;1266984.11;270.77;77;60;62;-0.15;0.05;0.99;21;10
2613306.46;1266979.06;270.59;98;74;76;-0.08;-0.25;0.97;21;10
2613310.09;1266981.2;271.09;85;66;72;0.05;-0.19;0.98;21;10
2613306.95;1266982.64;270.61;87;68;73;-0.14;0.22;0.97;21;10
2613304.67;1266981.09;270.8;81;65;72;0.08;0.33;0.94;21;10
2613303.26;1266976.65;270.81;90;70;70;-0.04;-0.25;0.97;21;10
2613306.7;1266978.02;270.42;106;86;89;0.27;-0.43;0.86;21;10
2613302.51;1266981.53;270.52;84;65;70;-0.2;0.34;0.92;21;10
2613304.61;1266973.21;267.64;66;49;41;-0.09;-0.7;0.71;21;10
2613310.03;1266980.17;270.68;88;64;64;0.31;-0.47;0.83;21;10
2613314.21;1266976.52;268.23;79;57;52;0.42;-0.58;0.69;21;10
2613305.23;1266977.4;270.58;79;61;61;-0.08;0.32;0.94;21;10
2613313.29;1266982.75;271.14;88;70;75;-0.16;0.07;0.98;21;10
2613304.49;1266977.39;270.77;92;68;63;0.67;-0.1;0.74;21;10
2613300.04;1266983.4;268.45;64;52;48;-0.81;0.41;0.41;21;10
2613311.32;1266982.62;271.02;75;56;54;-0.11;0.36;0.93;21;10
2613315.38;1266981.72;270.66;93;75;78;0.3;-0.5;0.81;21;10
2613305.78;1266974.65;268.68;68;48;43;0.31;-0.66;0.69;21;10
2613306.76;1266974.71;268.68;92;70;65;0.19;-0.66;0.72;21;10
2613311.99;1266984.17;270.83;78;60;60;0.05;0.04;1.0;21;10
2613311.44;1266976.92;269.0;70;49;45;0.17;-0.75;0.63;21;10
2613310.21;1266980.41;270.93;101;77;76;0.97;-0.02;0.24;21;10
2613311.31;1266976.38;268.54;66;46;40;0.04;-0.56;0.83;21;10
2613303.75;1266981.77;270.71;76;59;60;0.01;0.36;0.93;21;10
2613308.92;1266979.15;270.09;93;68;71;-0.0;-0.49;0.87;21;10
2613304.54;1266973.21;267.58;65;49;41;-0.11;-0.68;0.73;21;10
2613307.99;1266976.16;269.29;74;53;54;0.11;-0.75;0.66;21;10
2613311.07;1266980.71;271.13;86;64;67;0.08;-0.32;0.94;21;10
