X coordinate;Y coordinate;Z coordinate;Red color (0-1);Green color (0-1);Blue color (0-1);X scan dir;Y scan dir;Z scan dir;Color Cluster;Reclump_Adjazenz
2613264.97;1266943.84;258.65;74;51;45;-0.74;0.01;0.67;94;17
2613264.91;1266944.1;258.23;77;56;49;0.18;-0.63;-0.76;94;17
2613264.66;1266943.79;258.28;73;50;44;-0.73;0.14;0.67;94;17
2613264.97;1266943.84;258.65;74;51;45;-0.74;0.01;0.67;94;17
2613264.66;1266943.79;258.28;73;50;44;-0.73;0.14;0.67;94;17
2613264.66;1266943.79;258.28;73;50;44;-0.73;0.14;0.67;94;17
2613265.03;1266944.39;258.74;75;51;45;-0.63;-0.0;0.78;94;17
2613264.97;1266943.84;258.65;74;51;45;-0.74;0.01;0.67;94;17
2613265.03;1266944.39;258.74;75;51;45;-0.63;-0.0;0.78;94;17
2613264.72;1266943.98;258.35;73;51;45;-0.76;-0.03;0.64;94;17
2613264.97;1266943.84;258.65;74;51;45;-0.74;0.01;0.67;94;17
2613264.72;1266944.16;258.42;73;51;45;-0.74;-0.2;0.65;94;17
2613265.03;1266944.39;258.74;75;51;45;-0.63;-0.0;0.78;94;17
2613264.66;1266943.79;258.28;73;50;44;-0.73;0.14;0.67;94;17
2613264.72;1266944.16;258.48;73;50;44;-0.7;-0.1;0.7;94;17
2613264.91;1266944.1;258.23;77;56;49;0.18;-0.63;-0.76;94;17
2613264.97;1266943.84;258.65;74;51;45;-0.74;0.01;0.67;94;17
2613265.03;1266944.39;258.74;75;51;45;-0.63;-0.0;0.78;94;17
2613264.91;1266944.1;258.23;77;56;49;0.18;-0.63;-0.76;94;17
2613284.22;1266904.23;257.67;72;49;44;-0.29;-0.17;0.94;36;17
2613283.54;1266901.27;256.19;65;49;45;-0.88;-0.45;0.16;82;17
2613283.24;1266905.71;257.67;76;53;49;-0.61;-0.24;0.76;36;17
2613284.22;1266904.05;257.66;71;48;42;-0.3;-0.22;0.93;36;17
2613283.92;1266903.93;257.6;71;51;45;-0.35;-0.24;0.91;36;17
2613282.99;1266905.18;257.1;81;71;66;-0.86;-0.48;0.13;36;17
2613283.55;1266901.99;256.65;77;62;61;-0.52;-0.31;0.79;36;17
2613283.3;1266904.73;257.51;66;48;47;-0.77;-0.44;0.45;36;17
2613283.36;1266905.28;257.72;72;52;49;-0.56;-0.28;0.78;36;17
2613284.29;1266903.13;257.56;71;49;44;-0.08;-0.61;0.79;36;17
2613284.1;1266900.76;256.72;74;54;50;-0.44;-0.54;0.72;82;17
2613283.48;1266905.95;257.87;75;51;46;-0.37;-0.17;0.91;36;17
2613283.11;1266902.01;256.16;64;52;49;-0.9;-0.42;0.04;36;17
2613283.36;1266902.8;256.5;60;47;42;-0.58;0.21;0.79;36;17
2613283.55;1266904.3;257.55;70;53;51;-0.68;-0.53;0.51;36;17
2613282.93;1266905.41;257.35;62;47;42;-0.81;-0.43;0.41;36;17
2613283.42;1266905.27;257.78;74;54;49;-0.54;-0.31;0.78;36;17
2613283.17;1266904.98;257.33;66;50;45;-0.81;-0.43;0.41;36;17
2613283.54;1266902.3;256.67;81;65;64;-0.41;-0.08;0.91;36;17
2613282.68;1266905.96;257.56;70;54;51;-0.73;-0.35;0.59;36;17
