Tree_ID,E,N,Height_m,Crown_Diameter_m
369,2612701.7600000002,1266004.5750000002,281.27,5.64
370,2612509.16978022,1266170.7997802198,281.26,5.38
371,2612544.968072289,1266012.9173493977,281.24,5.14
372,2612421.4933333336,1266192.5466666666,281.23,6.91
373,2612766.154081633,1266079.192244898,281.23,3.95
374,2612785.275641026,1266378.2312820514,281.23,7.88
375,2612174.063402062,1266434.4047422681,281.22,5.56
376,2612399.614,1266175.472,281.22,6.31
377,2612881.652764977,1266078.4394470046,281.22,8.31
378,2612285.11367713,1266394.0530941705,281.21,8.43
379,2612343.017901235,1266337.931851852,281.21,5.08
380,2612135.6360465116,1266423.6672093023,281.19,5.23
381,2612676.660227273,1266060.358409091,281.19,7.48
382,2612789.328289474,1266096.7148684212,281.18,6.96
383,2612240.5868715085,1266787.7364245811,281.17,7.55
384,2612288.542178771,1266416.3118435754,281.17,7.55
385,2612147.0819444447,1266464.98625,281.15,6.77
386,2612163.95862069,1266390.8601724138,281.15,6.08
387,2612192.2058823532,1266401.6535294119,281.15,7.36
388,2612120.4844827587,1266398.99954023,281.14,5.26
389,2612672.479850746,1266013.3113432836,281.14,4.62
390,2613143.540909091,1266162.2513286714,281.14,6.75
391,2612158.0737623763,1266424.1097029704,281.13,5.67
392,2612883.4055555556,1266202.8744444444,281.11,5.35
393,2612813.4324561404,1266255.1589473684,281.1,6.02
394,2612431.798717949,1266592.3235897436,281.09,7.88
395,2612900.443865031,1266072.0462576689,281.09,7.2
396,2612956.4581967215,1266311.886010929,281.09,7.63
397,2612779.139265537,1266097.3201129944,281.08,7.51
398,2612801.7833333337,1266466.0963934427,281.06,7.63
399,2612912.088157895,1266247.849736842,281.06,4.92
400,2612517.179452055,1266164.3094520548,281.04,6.82
401,2612742.0634453786,1266023.6472268908,281.03,6.15
402,2612359.798484849,1266354.5103030305,281.01,7.25
403,2612763.216666667,1266052.1466666667,281.01,2.19
404,2612809.1514492757,1266068.6075362319,281.0,10.48
405,2612744.868181818,1266071.2163636365,280.98,4.18
406,2612352.3778846157,1266339.2867307693,280.97,5.75
407,2612719.8006097563,1266072.4458536587,280.97,7.23
408,2612652.1127906977,1266013.3939534884,280.95,3.7
409,2612913.8951219516,1266076.360487805,280.95,5.11
410,2612124.119014085,1266258.2349295774,280.94,4.75
411,2612151.88382353,1266434.5285294119,280.94,4.65
412,2612685.4120253166,1266075.7129113926,280.94,7.09
413,2612758.4902010052,1266103.3262311558,280.94,7.96
414,2612823.091025641,1266099.10991453,280.94,8.63
415,2612897.9173913044,1266040.4821739132,280.94,5.41
416,2612185.9887931035,1266392.9248275864,280.93,6.08
417,2612709.6842857143,1266065.122857143,280.93,7.46
418,2612695.765,1266023.345,280.92,5.64
419,2612722.758139535,1266054.408488372,280.92,7.4
420,2612337.3209677422,1266305.2305376346,280.91,5.44
421,2612651.3271929827,1266020.334385965,280.9,4.26
422,2612710.0479381443,1266075.5748453608,280.89,5.56
423,2612732.0578838177,1266051.887053942,280.89,8.76
424,2612894.4441860467,1266042.9986046513,280.88,5.23
425,2612699.036956522,1266541.5993236715,280.86,8.12
426,2613214.2324427483,1266910.8433587786,280.86,6.46
427,2612136.6534883725,1266408.295116279,280.84,5.23
428,2612736.454032258,1266078.7977419356,280.84,6.28
429,2612783.9608695656,1266105.6017391304,280.84,3.83
430,2612707.3026315793,1266026.7036842105,280.82,7.78
431,2612722.967857143,1266051.0085714287,280.82,2.99
432,2612763.171925134,1266343.542566845,280.82,7.72
433,2612164.1823529415,1266986.4917647059,280.81,7.36
434,2612346.026388889,1266325.843888889,280.81,4.79
435,2612739.172222222,1266081.087936508,280.81,4.48
436,2612106.6427083337,1266433.5279166668,280.8,5.53
437,2612675.668421053,1266106.0747368422,280.8,7.78
438,2612714.575,1266084.7675,280.8,1.6
439,2612758.285294118,1266079.8270588235,280.8,5.2
440,2612812.7779569896,1266203.58,280.8,5.44
441,2612787.748507463,1266103.1446766169,280.79,8.0
442,2612128.038235294,1266403.7025490196,280.78,5.7
443,2612983.108730159,1266236.345873016,280.78,6.33
444,2612444.623780488,1266280.134878049,280.76,7.23
445,2612694.0021978025,1266065.4563736264,280.74,7.61
446,2612826.2488165684,1266075.6450887574,280.74,7.33
447,2612834.4568728525,1266105.24838488,280.74,9.62
448,2612205.467857143,1266454.6216666668,280.72,5.17
449,2612991.3283068785,1266288.8366137566,280.72,7.76
450,2612758.79375,1266110.1425,280.71,2.26
451,2612801.1670329673,1266048.2338461538,280.71,7.61
452,2612840.151807229,1266095.4143373494,280.71,7.27
453,2612768.836138614,1266040.8968316833,280.67,5.67
454,2612142.185576923,1266475.9357692308,280.65,5.75
455,2612143.227777778,1266326.8815873016,280.64,4.48
456,2612441.6020270274,1266265.640810811,280.64,6.86
457,2612532.915317919,1266191.5742196532,280.64,7.42
458,2612907.3043689323,1266197.740194175,280.64,5.73
459,2612225.057692308,1266289.2184615384,280.63,4.55
460,2612259.879577465,1266345.2771830987,280.63,4.75
461,2612432.871511628,1266338.9840697674,280.63,7.4
462,2612534.0656250003,1266177.6956250002,280.63,7.14
463,2612658.540909091,1266337.7029946526,280.63,7.72
464,2612809.8112716763,1266087.7534104048,280.62,7.42
465,2612920.3071428575,1266217.0502380952,280.62,5.17
466,2612290.2833333337,1266400.7533333334,280.6,6.91
467,2612682.227777778,1266001.3577777778,280.6,4.15
468,2612797.67107438,1266034.7142975207,280.6,8.78
469,2612127.85,1266618.9466666668,280.59,2.19
470,2612342.443670886,1266209.5673417721,280.59,5.01
471,2612939.339150944,1266248.6389622642,280.58,8.21
472,2613047.734810127,1266206.8015189874,280.58,7.09
473,2612852.5549382716,1266255.2096296297,280.55,5.08
474,2612676.756666667,1266096.8466666667,280.54,8.46
475,2612832.261797753,1266092.0491011236,280.54,7.53
476,2612726.461560694,1266306.3863583815,280.52,7.42
477,2612153.1865591398,1266462.9778494625,280.5,5.44
478,2612539.6794117647,1266743.6947058823,280.5,7.36
479,2612682.879577465,1266044.44971831,280.55,6.72
480,2612374.9833333334,1266198.7133333334,280.49,2.19
481,2612817.0199152543,1266076.520677966,280.49,8.67
482,2612842.8358024694,1266072.3022222223,280.49,7.18
483,2612384.4586956524,1266390.7147826087,280.48,6.05
484,2612716.579032258,1266088.510107527,280.46,5.44
485,2612868.265656566,1266055.7491919193,280.46,7.94
486,2612909.6650537634,1266322.5584946238,280.46,7.69
487,2612327.4032374104,1266422.9289208634,280.45,9.41
488,2612835.0255813957,1266332.2602325582,280.45,7.4
489,2612982.1835526316,1266305.5240789475,280.45,6.96
490,2613219.2280487805,1266828.48,280.45,8.08
491,2612277.1858490566,1266397.1397484278,280.44,7.11
492,2612449.387869823,1266788.1865088758,280.44,7.33
493,2612270.625675676,1266349.1137837837,280.43,4.85
494,2612828.05326087,1266061.248478261,280.43,5.41
495,2613226.1534313727,1266819.8496078432,280.43,8.06
496,2612496.636335404,1266154.3626086956,280.42,7.16
497,2612150.2047169814,1266255.2592452832,280.41,4.11
498,2612181.982608696,1266584.0017391306,280.41,8.56
499,2612815.2,1266067.8903448277,280.41,4.3
500,2612865.8486486487,1266056.6475675676,280.41,4.85
501,2612391.3163366336,1266290.2186138614,280.4,5.67
502,2613091.050543478,1266226.088152174,280.4,7.65
503,2612617.3666666667,1266590.868888889,280.39,9.27
504,2612977.273129252,1266210.1548299321,280.39,6.84
505,2612152.1500000004,1266418.7533333334,280.38,4.89
506,2612732.211306533,1266412.3011055277,280.38,7.96
507,2612987.5866906475,1266295.4900719426,280.38,6.65
508,2613155.32195122,1266869.7903658538,280.37,7.23
509,2612200.7898692815,1266416.4950326798,280.36,6.98
510,2612809.405974843,1266094.4762264153,280.35,7.11
511,2612817.7098039216,1266062.6633333333,280.35,5.7
512,2612923.544262295,1266088.0513114755,280.35,6.23
513,2612939.4635135136,1266095.0462162164,280.35,6.86
514,2612197.3150000004,1266449.72,280.34,5.64
