X coordinate;Y coordinate;Z coordinate;Red color (0-1);Green color (0-1);Blue color (0-1);X scan dir;Y scan dir;Z scan dir;Color Cluster;Reclump_Adjazenz
2613471.35;1266826.99;264.55;87;59;55;-0.21;-0.31;0.93;23;5
2613471.78;1266826.06;264.51;81;57;53;-0.15;-0.86;0.49;23;5
2613470.86;1266826.96;265.04;92;68;65;-0.28;-0.73;0.62;23;5
2613469.63;1266827.06;264.19;84;59;56;-0.47;-0.71;0.52;23;5
2613472.4;1266826.78;265.03;87;62;58;0.0;-0.15;0.99;23;5
2613472.09;1266826.68;264.53;88;61;57;-0.08;-0.33;0.94;23;5
2613471.35;1266826.99;264.55;86;59;55;-0.19;-0.32;0.93;23;5
2613471.47;1266826.91;264.79;78;58;59;-0.03;-0.5;0.87;23;5
2613473.01;1266825.2;264.53;81;60;56;-0.43;-0.87;0.26;5;5
2613472.4;1266826.78;265.03;87;62;58;0.0;-0.15;0.99;23;5
2613470.92;1266826.99;264.36;86;61;56;-0.36;-0.42;0.83;23;5
2613472.95;1266826.37;264.58;84;60;55;-0.24;-0.36;0.9;5;5
2613470.86;1266826.92;264.55;89;64;60;-0.48;-0.48;0.74;23;5
2613471.1;1266826.19;264.45;80;56;52;-0.3;-0.95;0.02;23;5
2613472.03;1266825.89;264.25;81;60;57;-0.39;-0.88;0.28;23;5
2613470.86;1266826.85;264.73;88;65;62;-0.47;-0.52;0.71;23;5
2613471.04;1266826.26;264.27;84;63;60;-0.24;-0.96;0.15;23;5
2613470.55;1266826.56;264.41;85;61;58;-0.49;-0.82;0.29;23;5
2613472.83;1266826.12;264.75;85;60;57;-0.49;-0.49;0.72;5;5
2613471.35;1266826.37;264.52;86;63;59;-0.48;-0.81;0.34;23;5
2613469.56;1266827.07;264.07;84;61;59;-0.5;-0.75;0.43;23;5
2613472.64;1266825.45;264.54;83;62;58;-0.55;-0.81;0.21;5;5
2613470.92;1266826.99;264.36;86;61;56;-0.36;-0.42;0.83;23;5
2613472.15;1266825.71;264.06;91;75;74;-0.45;-0.85;0.26;23;5
2613469.87;1266826.81;264.18;79;56;54;-0.55;-0.81;0.23;23;5
2613473.44;1266825.45;264.47;76;52;50;-0.07;-0.63;0.78;5;5
2613471.54;1266826.12;264.57;84;61;57;-0.27;-0.94;0.2;23;5
2613472.77;1266826.66;265.08;86;61;57;-0.17;-0.13;0.98;5;5
2613470.92;1266826.79;264.73;91;67;63;-0.58;-0.51;0.63;23;5
2613472.77;1266825.4;264.29;79;59;57;-0.48;-0.86;0.14;5;5
2613470.55;1266826.56;264.29;84;62;58;-0.55;-0.76;0.34;23;5
2613472.52;1266825.64;264.36;80;58;55;-0.44;-0.81;0.39;5;5
2613472.83;1266826.18;264.63;86;61;57;-0.39;-0.38;0.84;5;5
2613470.61;1266827.04;264.68;90;66;63;-0.54;-0.52;0.66;23;5
2613470.92;1266826.68;264.6;93;68;64;-0.43;-0.63;0.64;23;5
2613473.26;1266825.14;264.52;81;60;56;-0.36;-0.92;0.19;5;5
2613470.86;1266826.26;264.09;88;71;68;-0.37;-0.93;-0.06;23;5
2613472.83;1266825.34;264.1;89;72;70;-0.47;-0.88;-0.01;5;5
2613471.84;1266825.9;264.07;82;64;62;-0.43;-0.9;0.03;23;5
2613469.99;1266826.76;264.05;86;66;65;-0.5;-0.85;0.17;23;5
2613472.77;1266825.69;264.61;81;57;53;-0.45;-0.58;0.67;5;5
2613469.62;1266826.88;264.0;82;62;61;-0.46;-0.88;-0.03;23;5
2613472.95;1266826.41;265.01;86;61;56;-0.42;-0.46;0.78;5;5
2613470.8;1266826.32;264.28;84;63;60;-0.28;-0.96;0.1;23;5
2613470.61;1266827.04;264.61;91;67;63;-0.57;-0.51;0.64;23;5
2613472.09;1266825.84;264.06;85;67;64;-0.44;-0.88;0.17;23;5
2613472.58;1266826.43;264.58;86;60;58;-0.33;-0.1;0.94;5;5
