X coordinate;Y coordinate;Z coordinate;Red color (0-1);Green color (0-1);Blue color (0-1);X scan dir;Y scan dir;Z scan dir;Color Cluster;Reclump_Adjazenz
2613219.16;1266731.22;272.91;82;60;55;-0.54;-0.43;0.72;18;15
2613218.98;1266731.18;272.54;83;63;59;-0.41;-0.53;0.74;18;15
2613218.05;1266731.41;272.68;88;65;59;-0.26;-0.43;0.86;18;15
2613216.27;1266731.48;272.44;83;65;62;-0.19;-0.96;0.22;18;15
2613219.23;1266730.68;272.71;82;63;59;-0.61;-0.65;0.45;18;15
2613217.19;1266731.36;272.43;84;63;60;-0.16;-0.74;0.65;18;15
2613218.92;1266731.41;272.74;84;58;53;-0.47;-0.45;0.76;18;15
2613217.19;1266731.67;272.45;81;58;53;-0.07;-0.39;0.92;18;15
2613216.76;1266731.61;272.51;85;64;62;-0.11;-0.57;0.82;18;15
2613217.68;1266731.73;272.45;84;59;55;-0.11;-0.46;0.88;18;15
2613218.92;1266730.93;272.53;87;68;63;-0.38;-0.74;0.56;18;15
2613219.22;1266730.56;272.52;94;79;76;-0.68;-0.58;0.46;18;15
2613219.16;1266730.87;272.53;83;65;61;-0.53;-0.59;0.61;18;15
2613218.73;1266731.17;272.73;83;63;60;-0.33;-0.59;0.74;18;15
2613215.47;1266731.67;272.39;83;69;65;-0.28;-0.93;0.24;18;15
2613216.52;1266731.6;272.51;85;62;59;-0.09;-0.56;0.83;18;15
2613217.5;1266731.73;272.51;82;59;56;-0.13;-0.5;0.85;18;15
2613215.28;1266731.68;272.15;92;78;73;-0.25;-0.95;0.16;18;15
2613218.49;1266731.17;272.67;86;67;62;-0.35;-0.62;0.7;18;15
2613218.3;1266731.67;272.5;87;65;60;-0.3;-0.23;0.93;18;15
2613218.49;1266731.18;272.48;88;68;66;-0.27;-0.66;0.7;18;15
2613218.67;1266731.71;272.94;88;60;55;-0.38;-0.42;0.82;18;15
2613219.72;1266730.42;272.94;77;55;50;-0.74;-0.3;0.6;18;15
2613216.76;1266731.42;272.44;84;64;62;-0.14;-0.76;0.64;18;15
2613219.41;1266730.91;272.96;79;59;55;-0.61;-0.41;0.68;18;15
2613216.52;1266731.42;272.44;79;61;58;-0.19;-0.89;0.41;18;15
2613217.5;1266731.42;272.44;86;69;67;-0.22;-0.74;0.64;18;15
2613214.97;1266731.8;272.22;85;69;66;-0.24;-0.92;0.32;18;15
2613218.42;1266731.42;272.49;86;62;58;-0.3;-0.4;0.86;18;15
2613219.41;1266731.22;272.97;82;62;57;-0.57;-0.36;0.74;18;15
2613218.49;1266731.71;273.0;83;58;52;-0.39;-0.41;0.82;18;15
2613217.75;1266731.18;272.42;87;70;66;-0.31;-0.89;0.34;18;15
2613219.23;1266730.98;272.72;80;59;55;-0.53;-0.53;0.66;18;15
2613218.67;1266731.66;272.75;84;59;55;-0.41;-0.43;0.81;18;15
2613216.76;1266731.66;272.63;83;59;56;-0.12;-0.46;0.88;18;15
2613216.95;1266731.6;272.63;79;55;52;-0.07;-0.5;0.86;18;15
2613215.53;1266731.8;272.34;85;69;67;-0.24;-0.5;0.83;18;15
2613218.49;1266730.99;272.48;95;76;72;-0.26;-0.76;0.59;18;15
2613218.67;1266731.18;272.48;87;65;61;-0.3;-0.54;0.79;18;15
2613216.02;1266731.61;272.39;86;67;64;-0.14;-0.79;0.6;18;15
2613217.01;1266731.42;272.44;84;63;61;-0.14;-0.78;0.62;18;15
2613218.24;1266731.12;272.48;91;72;69;-0.23;-0.79;0.56;18;15
2613217.5;1266731.66;272.69;81;57;53;-0.09;-0.43;0.9;18;15
2613216.52;1266731.66;272.63;85;62;58;-0.12;-0.44;0.89;18;15
2613219.16;1266731.23;272.79;83;60;56;-0.54;-0.47;0.7;18;15
2613219.47;1266730.67;272.77;83;63;59;-0.71;-0.48;0.52;18;15
2613218.49;1266731.72;272.69;86;59;54;-0.44;-0.4;0.8;18;15
2613218.98;1266731.17;272.67;81;62;60;-0.48;-0.54;0.69;18;15
2613215.53;1266731.68;272.21;96;81;78;-0.23;-0.96;0.14;18;15
2613216.95;1266731.67;272.45;83;60;57;-0.14;-0.52;0.84;18;15
2613218.18;1266731.42;272.68;90;66;61;-0.32;-0.38;0.87;18;15
2613218.67;1266730.99;272.47;94;74;70;-0.28;-0.77;0.57;18;15
2613217.93;1266731.12;272.42;91;75;69;-0.33;-0.79;0.51;18;15
2613219.47;1266730.73;272.95;76;59;55;-0.62;-0.38;0.69;18;15
2613218.73;1266731.47;272.74;83;58;54;-0.42;-0.4;0.81;18;15
2613215.28;1266731.79;272.46;74;57;52;-0.36;-0.65;0.66;18;15
2613219.35;1266730.92;272.84;84;62;58;-0.68;-0.45;0.57;18;15
2613217.99;1266731.42;272.43;88;65;62;-0.16;-0.33;0.93;18;15
2613218.49;1266731.42;272.68;85;63;58;-0.43;-0.34;0.84;18;15
2613219.78;1266729.99;272.92;73;51;47;-0.72;-0.43;0.54;18;15
2613218.98;1266731.65;272.99;85;59;54;-0.33;-0.55;0.77;18;15
2613219.23;1266731.04;272.91;75;55;49;-0.54;-0.45;0.71;18;15
2613218.98;1266731.46;272.99;82;55;50;-0.46;-0.45;0.76;18;15
2613218.98;1266730.99;272.66;78;60;56;-0.39;-0.68;0.63;18;15
2613218.73;1266731.47;272.93;80;57;50;-0.47;-0.48;0.74;18;15
2613219.72;1266730.24;272.93;76;54;49;-0.73;-0.4;0.56;18;15
2613219.47;1266730.49;272.76;78;60;57;-0.75;-0.43;0.51;18;15
2613219.16;1266731.4;272.98;77;54;47;-0.46;-0.39;0.8;18;15
2613216.21;1266731.61;272.45;84;65;62;-0.18;-0.83;0.53;18;15
2613217.93;1266731.73;272.45;83;59;57;-0.1;-0.4;0.91;18;15
2613213.31;1266735.09;273.1;82;59;51;-0.5;-0.74;0.45;18;15
2613213.25;1266732.35;272.37;77;59;53;0.23;-0.68;0.69;18;15
2613215.34;1266737.75;272.89;72;53;57;0.03;0.59;0.81;18;15
2613221.56;1266737.93;273.06;63;51;52;0.05;0.56;0.83;18;15
2613212.02;1266732.78;272.33;90;62;59;-0.02;-0.25;0.97;18;15
2613215.71;1266731.92;272.4;83;62;59;-0.08;-0.28;0.96;18;15
2613211.84;1266732.72;272.33;86;59;56;0.13;0.14;0.98;18;15
2613214.42;1266737.81;272.84;67;54;58;0.01;0.41;0.91;18;15
2613217.37;1266737.31;273.11;70;52;54;-0.12;0.68;0.72;18;15
2613211.65;1266737.79;273.28;64;47;46;0.19;0.81;0.56;18;15
2613214.42;1266737.24;273.12;70;54;55;-0.19;0.72;0.67;18;15
2613211.83;1266732.48;272.14;81;66;61;-0.13;-0.86;0.49;18;15
2613215.89;1266737.56;272.88;60;44;45;0.14;0.68;0.72;18;15
2613211.64;1266737.35;272.09;81;58;50;0.17;0.41;0.9;18;15
2613218.36;1266732.89;272.68;80;58;54;-0.04;-0.56;0.83;18;15
2613217.19;1266732.14;272.9;82;56;51;-0.11;-0.53;0.84;18;15
2613214.24;1266732.28;272.42;81;58;54;-0.15;-0.3;0.94;18;15
2613215.71;1266737.5;273.0;67;50;50;0.08;0.77;0.64;18;15
2613212.94;1266733.86;272.99;87;58;52;0.13;-0.7;0.7;18;15
2613212.7;1266732.9;272.4;99;70;66;-0.12;-0.81;0.58;18;15
2613217.25;1266732.45;272.97;84;57;53;-0.08;-0.64;0.76;18;15
2613217.01;1266732.84;272.37;81;57;53;-0.83;-0.45;0.33;18;15
2613216.2;1266738.26;272.36;63;51;54;0.09;0.82;0.57;18;15
2613215.21;1266738.32;272.42;57;44;47;0.07;0.63;0.77;18;15
2613212.2;1266739.19;272.29;69;58;64;0.12;0.88;0.46;18;15
2613217.37;1266733.87;272.78;82;61;58;-0.95;0.31;-0.01;18;15
2613212.76;1266737.73;273.27;71;57;65;0.2;0.56;0.8;18;15
2613217.38;1266733.87;272.91;82;61;58;-0.97;0.19;0.12;18;15
2613212.26;1266732.3;271.88;105;93;90;-0.16;-0.93;0.32;18;15
2613218.66;1266737.69;272.94;67;51;52;-0.14;0.74;0.66;18;15
2613213.12;1266737.73;273.15;70;53;59;0.25;0.69;0.69;18;15
2613217.01;1266731.97;272.71;79;53;48;-0.0;-0.45;0.89;18;15
2613212.02;1266733.85;273.12;96;71;68;-0.29;-0.71;0.64;18;15
2613213.13;1266734.53;273.08;80;57;49;0.42;0.32;0.85;18;15
2613214.24;1266733.67;273.1;81;55;50;-0.05;-0.65;0.76;18;15
2613211.71;1266738.42;272.81;61;45;47;-0.14;0.61;0.78;18;15
2613215.4;1266738.14;272.42;60;45;46;0.18;0.63;0.76;18;15
2613213.74;1266733.75;272.8;90;63;59;-0.15;0.29;0.95;18;15
2613212.45;1266733.63;272.61;90;62;59;-0.41;-0.58;0.71;18;15
2613217.93;1266731.85;272.57;85;58;55;-0.19;-0.62;0.76;18;15
2613212.08;1266733.69;272.49;79;51;47;0.01;0.14;0.99;18;15
2613215.96;1266737.31;273.12;60;46;49;0.06;0.87;0.49;18;15
2613212.94;1266737.8;273.15;70;54;57;0.4;0.73;0.56;18;15
2613216.88;1266737.57;272.88;67;50;52;0.06;0.55;0.83;18;15
2613213.92;1266737.5;272.83;63;47;47;0.18;0.7;0.69;18;15
2613217.92;1266737.63;272.94;69;50;52;-0.17;0.56;0.81;18;15
2613213.01;1266732.35;272.37;83;62;57;-0.06;-0.7;0.72;18;15
2613213.99;1266732.34;272.43;84;60;56;-0.22;-0.43;0.88;18;15
2613212.94;1266737.73;273.27;71;55;62;0.28;0.6;0.75;18;15
2613211.89;1266737.79;273.28;69;50;52;0.16;0.78;0.61;18;15
2613213.43;1266738.0;272.79;70;52;57;0.03;0.7;0.71;18;15
2613216.45;1266737.88;272.65;66;51;51;-0.05;0.46;0.88;18;15
2613213.86;1266737.75;272.78;66;50;51;0.13;0.58;0.81;18;15
2613214.97;1266737.81;272.83;65;48;48;-0.05;0.62;0.79;18;15
2613211.64;1266737.35;272.09;81;58;50;0.17;0.41;0.9;18;15
2613212.33;1266732.48;272.19;84;63;59;0.04;-0.79;0.61;18;15
2613212.14;1266733.8;272.99;104;79;77;-0.17;-0.79;0.59;18;15
2613216.27;1266732.88;272.93;93;63;58;-0.37;-0.01;0.93;18;15
2613213.56;1266732.84;272.39;97;70;67;-0.12;-0.14;0.98;18;15
2613216.2;1266735.0;272.28;81;57;52;0.37;-0.24;0.9;18;15
2613216.02;1266732.85;272.25;81;58;54;-0.22;-0.06;0.97;18;15
2613218.98;1266732.89;272.86;80;59;54;-0.59;-0.51;0.62;18;15
2613219.22;1266738.0;272.82;65;51;52;-0.2;0.62;0.76;18;15
2613215.89;1266738.26;272.36;64;52;56;0.09;0.66;0.75;18;15
2613213.92;1266738.32;272.37;64;49;52;-0.1;0.5;0.86;18;15
2613211.95;1266739.19;272.23;66;52;56;0.21;0.73;0.65;18;15
2613216.87;1266738.26;272.35;59;44;45;0.14;0.68;0.72;18;15
2613216.69;1266737.57;272.88;68;50;52;0.08;0.58;0.81;18;15
2613214.66;1266737.56;272.95;71;52;53;-0.16;0.76;0.63;18;15
2613212.01;1266738.3;272.74;68;53;56;0.14;0.6;0.79;18;15
2613212.08;1266733.27;272.41;80;56;52;0.08;0.01;1.0;18;15
2613214.97;1266738.32;272.42;52;39;40;0.1;0.66;0.75;18;15
2613213.18;1266739.01;272.09;56;45;47;0.16;0.78;0.6;18;15
2613214.79;1266733.07;272.89;76;50;45;-0.11;-0.32;0.94;18;15
2613216.63;1266738.14;272.47;61;48;51;0.04;0.6;0.8;18;15
2613216.33;1266733.62;273.02;80;57;49;-0.15;-0.18;0.97;18;15
2613215.28;1266737.94;272.72;71;53;55;0.01;0.76;0.65;18;15
2613216.51;1266733.61;273.09;83;57;51;-0.04;-0.49;0.87;18;15
2613217.93;1266731.97;272.7;88;63;59;-0.2;-0.55;0.81;18;15
2613218.18;1266731.96;272.95;91;64;59;-0.38;-0.48;0.79;18;15
2613217.19;1266737.57;272.88;68;52;53;-0.03;0.54;0.84;18;15
2613214.17;1266737.5;272.83;70;53;54;0.06;0.72;0.7;18;15
2613217.44;1266732.45;272.97;85;58;54;-0.11;-0.63;0.77;18;15
2613215.53;1266732.33;272.91;79;56;50;0.03;-0.11;0.99;18;15
2613212.39;1266737.8;273.09;70;57;64;0.07;0.7;0.71;18;15
2613212.69;1266739.0;272.34;66;54;59;0.15;0.58;0.8;18;15
2613211.7;1266739.0;272.41;66;49;52;0.05;0.48;0.88;18;15
2613213.06;1266735.36;272.56;80;57;49;0.0;-0.18;0.98;18;15
2613217.38;1266733.87;272.91;82;61;58;-0.98;0.13;0.18;18;15
2613216.2;1266735.0;272.28;81;57;52;0.37;-0.24;0.9;18;15
2613213.37;1266733.71;272.12;84;58;56;-0.15;-0.12;0.98;18;15
2613217.19;1266732.09;272.71;84;57;52;-0.06;-0.46;0.88;18;15
2613221.06;1266737.62;273.17;68;51;51;-0.06;0.47;0.88;18;15
2613220.14;1266737.62;273.17;71;54;53;0.0;0.52;0.85;18;15
2613219.16;1266737.56;273.11;66;53;56;-0.11;0.63;0.77;18;15
2613218.98;1266731.96;273.01;79;59;58;-0.46;-0.5;0.74;18;15
2613215.22;1266732.16;272.48;74;54;49;-0.02;-0.13;0.99;18;15
2613212.26;1266735.84;272.64;81;58;50;0.17;0.41;0.9;18;15
2613214.18;1266733.07;272.7;78;53;48;-0.29;-0.5;0.81;18;15
2613214.79;1266732.1;272.41;72;52;48;-0.26;-0.56;0.79;18;15
2613213.81;1266732.16;272.3;82;62;57;-0.22;-0.63;0.74;18;15
2613214.17;1266737.12;273.12;65;50;50;-0.08;0.67;0.73;18;15
2613217.13;1266737.12;273.17;63;46;48;0.02;0.7;0.72;18;15
2613212.2;1266738.49;272.63;68;55;60;0.11;0.46;0.88;18;15
2613213.99;1266737.12;273.18;67;50;51;0.08;0.72;0.69;18;15
2613217.86;1266737.18;273.23;71;54;55;-0.02;0.61;0.79;18;15
2613212.69;1266737.99;272.85;72;59;66;0.07;0.7;0.71;18;15
2613220.57;1266738.12;272.88;59;46;46;-0.11;0.74;0.66;18;15
2613211.83;1266732.37;271.82;106;95;92;-0.17;-0.96;0.23;18;15
2613216.45;1266737.56;272.94;67;50;53;0.11;0.65;0.75;18;15
2613213.37;1266738.82;272.27;63;51;53;0.21;0.52;0.83;18;15
2613213.12;1266738.5;272.5;56;45;46;0.22;0.64;0.74;18;15
2613215.34;1266737.56;272.95;69;55;60;0.06;0.53;0.84;18;15
2613216.27;1266732.09;272.65;81;56;53;-0.15;-0.31;0.94;18;15
