Tree_ID,E,N,Height_m,Crown_Diameter_m
1,2612152.0612790696,1266080.3360465115,289.57,7.4
2,2612262.221554404,1266151.4233160622,288.54,7.84
3,2612189.6747008543,1266116.8273504272,287.65,6.1
4,2612176.233793103,1266111.896551724,287.61,6.79
5,2612227.07,1266079.0614583332,286.92,7.82
6,2612218.6507692304,1266084.8487179487,286.81,7.88
7,2612167.5663235295,1266093.7235294117,286.78,6.58
8,2612261.868076923,1266145.1884615384,286.72,5.75
9,2612123.534285714,1266077.7794642856,286.63,5.97
10,2612305.4249723754,1266104.2038674033,286.55,7.59
11,2612244.762771084,1266090.9873493975,286.42,7.27
12,2612203.4888311685,1266114.3545454545,286.41,7.0
13,2612227.8684693878,1266161.037755102,286.22,7.9
14,2612182.887567567,1266104.2108108108,286.01,6.86
15,2612194.6836363636,1266090.021212121,286.01,7.25
16,2612162.6049462366,1266092.6903225805,285.92,5.44
17,2612247.2526923073,1266073.7653846154,285.9,5.75
18,2612237.1228571427,1266171.377142857,285.7,7.46
19,2612238.114776119,1266109.347761194,285.69,6.53
20,2612314.860935672,1266096.636842105,285.54,7.38
21,2612669.8368711653,1266017.4889570551,285.53,10.19
22,2612178.35960396,1266101.6425742572,285.46,5.67
23,2612194.854188034,1266107.0025641024,285.39,6.1
24,2612115.23015625,1266162.88046875,285.38,6.38
25,2612202.323875969,1266141.934883721,285.15,6.41
26,2612206.4663414634,1266193.21300813,285.15,6.26
27,2612227.471898734,1266177.219620253,285.1,7.09
28,2612208.0307843136,1266157.65,285.07,5.7
29,2612214.8038709676,1266205.4215053762,285.07,5.44
30,2612108.0939130434,1266128.8217391304,285.05,6.05
31,2612217.8573134327,1266078.0753731343,285.03,6.53
32,2613264.3654545452,1266088.8545454545,285.0,1.87
33,2613175.3694791663,1266890.1473958332,284.96,7.82
34,2612110.1276923073,1266251.5538461537,284.91,8.63
35,2612254.32,1266137.5870229006,284.87,6.46
36,2612248.0359090907,1266131.0704545453,284.8,7.48
37,2612111.644786325,1266258.711965812,284.76,6.1
38,2612281.079090909,1266235.2636363634,284.76,5.92
39,2613258.5598648647,1266818.0233108108,284.75,9.71
40,2612185.195,1266301.1338709677,284.74,6.28
41,2612244.19037037,1266160.2777777778,284.66,6.56
42,2612189.7884684685,1266130.7873873874,284.6,5.94
43,2612240.641428571,1266199.7428571428,284.59,4.72
44,2612258.516,1266083.872,284.56,6.31
45,2612123.8433333333,1266200.9533333331,284.49,6.91
46,2612115.847027027,1266197.4630630629,284.48,5.94
47,2612141.3115730337,1266213.8662921346,284.48,7.53
48,2612179.96021164,1266309.691005291,284.48,7.76
49,2612190.110697674,1266176.2488372093,284.46,6.41
50,2613245.66057971,1266728.3818840578,284.38,9.37
51,2612105.3839534884,1266240.6005813952,284.37,7.4
52,2612157.6103225807,1266316.6983870966,284.37,6.28
53,2612130.1023834194,1266346.6176165803,284.36,7.84
54,2612252.078333333,1266236.5666666667,284.34,6.18
55,2612184.94371134,1266098.698969072,284.32,5.56
56,2612272.0010344824,1266248.5551724136,284.32,6.08
57,2612103.4658333333,1266239.15,284.28,2.76
58,2612111.6859420286,1266184.3166666667,284.27,6.63
59,2612275.8144649444,1266221.3741697415,284.27,9.29
60,2612173.4684375,1266252.8453125,284.24,4.51
61,2612669.259189189,1266007.258108108,284.2,8.41
62,2612512.898125,1266010.6239583332,284.19,7.82
63,2612304.328196721,1266186.4409836065,284.13,6.23
64,2612134.06,1266334.916,284.07,6.31
65,2612143.621886792,1266205.725471698,284.03,5.81
66,2612262.0550746266,1266089.6985074626,284.02,6.53
67,2612521.5006930693,1266011.9594059405,283.95,8.02
68,2612300.1735714283,1266180.1178571428,283.88,6.68
69,2612142.4156521736,1266438.8739130434,283.83,6.05
70,2612145.8779710145,1266439.3927536232,283.83,4.69
71,2612309.4802564103,1266146.2717948717,283.83,4.98
72,2612274.2302564103,1266135.211965812,283.82,6.1
73,2612201.2376470584,1266230.8117647057,283.81,5.2
74,2612129.804693877,1266287.3489795919,283.78,5.59
75,2612228.040430107,1266209.8247311828,283.77,5.44
76,2612537.299289941,1266013.4177514792,283.7,7.33
77,2612117.627377049,1266341.4081967212,283.66,6.23
78,2612530.59,1266020.38,283.66,6.91
79,2612225.853333333,1266168.1124999998,283.62,6.18
80,2612220.771612903,1266198.9806451611,283.6,4.44
81,2612292.0458064512,1266159.7548387095,283.6,5.44
82,2612161.7485714285,1266261.6662337661,283.59,4.95
83,2612163.5144444443,1266244.9333333333,283.59,5.35
84,2612112.1325,1266125.9,283.58,1.6
85,2612177.8389873416,1266233.8746835443,283.54,5.01
86,2612278.801012658,1266169.3683544302,283.49,5.01
87,2612905.9153608247,1266217.7092783505,283.45,7.86
88,2612665.8738461537,1266002.3269230768,283.44,6.43
89,2612318.4227777775,1266624.7833333332,283.41,7.57
90,2612267.086752577,1266369.7788659793,283.32,11.11
91,2612391.268598131,1266127.142990654,283.29,5.84
92,2612339.122816901,1266177.3154929576,283.27,8.23
93,2612156.923030303,1266202.8848484848,283.24,7.25
94,2612109.7685294114,1266275.7345588235,283.22,6.58
95,2612260.2538235295,1266184.525,283.2,4.65
96,2612323.039298245,1266306.3649122806,283.17,6.02
97,2612310.365112782,1266287.4112781954,283.16,6.51
98,2612369.5117808217,1266079.8657534246,283.07,4.82
99,2612517.274285714,1266023.5942857142,283.07,7.46
100,2612398.1869354835,1266134.2266129032,283.06,6.28
101,2612119.800769231,1266268.5666666667,283.05,7.05
102,2612269.6973584904,1266177.0603773585,283.05,4.11
103,2612386.1193197276,1266296.4085034013,283.03,9.67
104,2612313.855087719,1266143.0403508772,283.02,4.26
105,2612298.8937704917,1266153.9409836065,283.01,4.41
106,2612363.313150685,1266103.708219178,283.01,4.82
107,2612901.945,1266080.4035714285,282.99,6.68
108,2612192.1057142857,1266222.2116883115,282.96,4.95
109,2612228.8699999996,1266193.775,282.96,4.37
110,2612404.267368421,1266128.6052631577,282.94,5.5
111,2612308.7384782606,1266091.829347826,282.91,5.41
112,2612318.800769231,1266164.573076923,282.87,4.98
113,2612103.023296703,1266167.334065934,282.86,5.38
114,2612674.5107894735,1266001.3605263156,282.85,4.92
115,2612257.6924489792,1266250.818367347,282.82,5.59
116,2612250.5018181815,1266193.0136363634,282.81,4.58
117,2612334.4317647056,1266170.9,282.79,5.2
118,2612531.162105263,1266004.250877193,282.79,4.26
119,2612341.4912328767,1266078.2835616437,282.78,4.82
120,2612486.2529268293,1266130.46402439,282.76,7.23
121,2612679.4628571426,1266030.4238095237,282.73,5.78
122,2612335.097777778,1266126.3444444444,282.7,4.48
123,2612481.4266666663,1266135.6533333333,282.69,6.91
124,2612305.50852459,1266175.6786885245,282.66,4.41
125,2612108.0940112993,1266354.8661016948,282.63,7.51
126,2612156.1199999996,1266227.409090909,282.63,7.25
127,2612392.815614035,1266138.8342105262,282.63,6.02
128,2612390.2603669725,1266302.9,282.62,8.33
129,2612326.3899999997,1266087.0399999998,282.61,3.99
130,2612177.708297872,1266296.144680851,282.58,5.47
131,2612683.3125925926,1266006.8333333333,282.58,6.56
132,2612114.6453012046,1266298.0084337348,282.55,5.14
133,2612992.0827118643,1266191.3011299435,282.55,7.51
134,2612410.6817021277,1266123.219148936,282.54,5.47
135,2612391.57,1266082.6416666666,282.53,4.37
136,2612264.4982945733,1266232.1713178293,282.49,6.41
137,2612902.255483871,1266238.2709677417,282.47,5.44
138,2612142.7931861198,1266547.2864353312,282.46,10.05
139,2612311.912307692,1266169.5769230768,282.4,4.55
140,2612319.7679166663,1266138.3895833332,282.37,3.91
141,2612386.395,1266131.38,282.36,5.64
142,2612689.287391304,1266003.0195652172,282.35,5.41
143,2612117.2113043475,1266425.0428571429,282.34,7.16
144,2612150.8544827583,1266270.9775862067,282.31,4.3
145,2612959.4,1266298.2742857141,282.31,7.46
146,2612300.220990099,1266598.273762376,282.29,8.02
147,2613135.82,1266164.690909091,282.27,7.25
148,2612518.9149367088,1266006.8810126581,282.26,5.01
149,2612378.8921153843,1266139.073076923,282.21,5.75
150,2612183.5505194804,1266373.5103896102,282.12,7.0
151,2612349.6116666663,1266116.3499999999,282.12,4.37
152,2612235.11245283,1266204.6264150944,282.11,4.11
153,2613327.848277635,1266199.0953727507,282.1,11.13
154,2612503.788309859,1266149.104225352,282.09,6.72
155,2613356.622325581,1266098.6238372093,282.07,7.4
156,2612221.542222222,1266215.4092592592,282.06,4.15
157,2612973.130126582,1266284.7080168775,282.03,8.69
158,2612128.034285714,1266271.2857142857,282.01,3.34
159,2612184.9244776117,1266243.3776119403,282.01,4.62
160,2612939.4719337015,1266296.524309392,282.01,7.59
161,2612121.228450704,1266414.1112676056,281.99,4.75
162,2612309.37026455,1266411.2121693122,281.99,7.76
163,2612328.3,1266131.3399999999,281.99,4.89
164,2612221.941794872,1266242.6948717947,281.98,4.98
165,2612282.3408333333,1266367.1534722222,281.98,6.77
