Tree_ID,X,Y,Height_m,Crown_Diameter_m
324,2612108.7991660577,1266639.8775037867,284.42,2.19
325,2612207.9885872873,1266629.7832314523,283.16,5.25
326,2612410.037682318,1266219.479028177,283.17,5.71
327,2612108.8145048856,1266612.2976960945,283.55,2.69
328,2612144.4150407137,1266554.0251277536,284.14,3.1
329,2612336.629658482,1266075.279776514,283.51,2.65
330,2612195.2836746047,1266658.6246191713,283.75,3.05
331,2612306.3562897136,1266052.7163862751,283.24,5.88
332,2612231.999244674,1266144.6220792586,284.42,2.05
333,2612126.1074993913,1266427.9775037868,283.31,2.52
334,2612237.8272809447,1266171.9414600974,283.75,2.86
335,2612414.491874391,1266073.7556287867,283.65,1.13
336,2612340.082194513,1266146.5692720795,283.82,1.81
337,2612128.5192301604,1266521.9607730175,283.2,5.09
338,2612288.5796893137,1266156.1217867325,283.2,3.2
339,2612148.035685666,1266551.0684351593,283.62,2.01
340,2612313.0291830646,1266122.7451058275,283.65,1.97
341,2612364.696288051,1266057.2889728588,283.48,2.78
342,2612138.956791844,1266602.7164188812,283.9,2.05
343,2612379.8925800365,1266004.6573424963,283.22,3.14
344,2612128.2344730753,1266659.4965827342,283.51,1.74
345,2612124.9463434773,1266424.9819392706,283.66,2.72
346,2612112.2959609297,1266407.461157633,283.72,2.88
347,2612334.0984546756,1266099.1180525671,283.65,3.13
348,2612277.708157286,1266086.029477471,283.91,1.74
349,2612192.9381312593,1267159.7647290614,291.54,2.69
350,2612115.286666058,1266592.662226009,286.41,1.89
351,2612218.8676872524,1266302.9220847115,283.32,3.71
352,2612140.56159603,1266676.6622726943,283.78,3.08
353,2612323.204345186,1266803.6734150017,283.45,4.13
354,2612541.6958859162,1266037.77369173,283.65,3.35
355,2612116.4294521273,1266630.1206008017,283.55,4.0
356,2612110.524166058,1266610.29833712,283.48,2.19
357,2612262.9241660577,1266291.9413926757,283.31,2.39
358,2612126.3866112335,1266412.4842472079,283.07,4.92
359,2612111.536836126,1266637.9900037867,284.58,2.79
360,2612167.9145717598,1266629.2273941375,283.17,8.52
361,2612127.4195756624,1266415.4857664986,283.02,4.33
362,2612158.504050535,1266650.9506363573,282.94,7.69
363,2612113.213086208,1266660.8935407642,282.93,7.04
364,2612544.1210197993,1266038.678779297,283.62,1.97
365,2612160.473845545,1266665.4835935303,283.39,1.76
366,2612185.58321525,1266797.4955103947,282.99,4.25
367,2612381.0723358397,1266006.5834617307,283.18,2.92
368,2612216.920876584,1266325.5075476463,283.58,2.13
369,2612108.7212339593,1266543.6165469966,283.63,2.54
370,2612230.75348563,1266289.5542239703,283.29,2.95
371,2612114.435685666,1266626.8507881004,283.46,4.5
372,2612403.463442014,1266280.82333712,283.03,3.82
373,2612258.4740691585,1266196.021980531,283.01,2.62
374,2612158.227894128,1266664.0896278468,283.32,3.25
375,2612194.3132426343,1266156.537301084,283.78,1.72
376,2612281.628593141,1266166.8376600367,283.04,2.26
377,2612291.235788865,1266202.6715827342,283.48,2.75
378,2612183.4080275605,1266264.880848857,283.11,2.38
379,2612730.6713507427,1266213.8008145976,283.3,1.72
380,2612268.275291362,1266215.3066096262,282.87,4.67
381,2612325.790999391,1266088.5560037869,282.96,4.46
382,2612104.6847792654,1266571.8705069313,282.85,3.56
383,2612124.624793912,1266681.0721955677,283.47,2.41
384,2612184.024166058,1266266.9629204534,283.06,3.09
385,2612115.7408854673,1266434.8824088501,283.57,2.51
386,2612107.7137001785,1266560.5884289837,283.44,3.18
387,2612230.9964699796,1266287.028606728,283.27,3.29
388,2612391.7949993913,1266024.3185752153,283.37,2.36
389,2612401.6544149756,1266282.6945492413,283.01,2.48
390,2612389.6210197993,1266208.0690854194,283.0,2.79
391,2612193.2346335375,1266584.516426551,283.34,4.42
392,2612150.8739523827,1266704.3943841287,282.83,6.1
393,2612256.7452867473,1266195.4641417179,282.98,2.63
394,2612232.272324973,1266300.2144223915,282.94,4.14
395,2612319.616011661,1266800.500739983,283.36,3.6
396,2612354.631582969,1266154.2524671298,282.82,5.21
397,2612261.004782,1266291.5986994389,283.02,1.91
398,2612118.938643459,1266690.5111902275,283.48,2.17
399,2612392.1159177586,1266208.0835412017,283.16,3.42
400,2612288.9241660577,1266202.587226009,283.22,1.69
401,2612480.8562110905,1266092.025519107,282.78,5.34
402,2612125.618386488,1266519.2830145394,283.19,2.72
403,2612108.9950966677,1266620.5843617634,282.75,4.52
404,2612219.7156947553,1266300.2019243166,283.32,3.47
405,2612296.648663184,1266146.9878486143,282.81,4.3
406,2612187.53764645,1266607.5321606495,283.05,4.5
407,2612176.804549953,1266660.9885992925,283.97,3.76
408,2612250.9811105025,1266206.42333712,283.83,2.68
409,2612194.680975001,1266204.935125738,282.91,4.04
410,2612280.679847876,1266165.0695492413,283.05,2.29
411,2612134.4164385605,1266576.0493509679,282.73,5.18
412,2612320.1561105023,1266803.8066704534,283.22,3.78
413,2612271.659040487,1265999.414661321,282.86,4.17
414,2612336.299999391,1266098.6300037866,283.64,1.41
415,2612112.299507588,1266409.51049559,284.01,2.2
416,2612121.1674019885,1266688.4153284621,283.46,4.29
417,2612130.787948109,1266595.6630807098,282.81,3.05
418,2612190.849569284,1266617.0392869408,282.83,4.71
419,2612188.4942418155,1266740.9950542918,282.75,5.61
420,2612413.426059997,1266073.6036401503,283.97,1.62
421,2612451.9780876264,1266029.0304449631,283.63,2.33
422,2612123.973360736,1266679.1748777363,283.49,3.08
423,2612374.0871951585,1266016.1050831517,283.01,3.88
424,2612182.309765473,1266238.1961441375,282.86,3.69
425,2612137.1352860155,1266677.6094305383,283.84,3.53
426,2612196.773703095,1266204.860374157,282.85,2.54
427,2612124.9273292343,1266522.2648728967,283.05,3.9
428,2612279.7352536283,1266166.7993258208,282.95,2.17
429,2612191.1010874743,1266604.4964804708,283.02,3.92
430,2612421.874053445,1266055.314328111,284.27,2.43
431,2612726.425262549,1266214.4505301025,283.33,2.13
432,2612111.71041035,1266647.709181869,283.5,2.41
433,2612180.5294588506,1266626.8987875704,282.91,3.43
434,2612726.8894438357,1266212.7504204535,283.41,2.39
435,2612203.0206166753,1266320.274726009,282.69,5.08
436,2612129.995413756,1266669.5742579305,282.92,3.8
437,2612331.2621332067,1266052.5297867886,282.63,6.63
438,2612406.829752317,1266286.8027476098,282.62,7.82
439,2612126.6141170384,1266425.5488273161,283.03,2.01
440,2612279.199729121,1266202.202165949,282.66,3.84
441,2612297.446419846,1266125.5794924232,282.96,3.74
442,2612164.876249391,1266680.8775037867,283.13,1.78
443,2612246.4874101053,1266209.592682358,283.02,2.99
444,2612322.485321972,1266800.3952457223,283.44,3.14
445,2612358.3610708197,1266005.679289501,282.72,3.34
446,2612113.8763056975,1266683.046310093,283.27,2.97
447,2612105.8307136768,1266559.3257180725,283.24,2.36
448,2612309.9914279627,1266038.8828609297,283.74,2.36
449,2612117.828620081,1266432.9727624075,283.7,1.52
450,2612281.869999391,1266085.6900037867,284.14,1.67
451,2612288.3881812096,1266158.1400037867,283.17,2.09
452,2612389.628988155,1266205.7624756969,283.0,2.66
453,2612118.9994865707,1266433.6288926757,283.68,3.05
454,2612242.6662463644,1266289.233950518,282.63,5.73
455,2612236.369179719,1266294.5063972294,283.06,3.12
456,2612110.7274706555,1266579.7060957407,282.58,5.88
457,2612139.9910520227,1266604.9724599272,284.49,2.13
458,2612117.7092851056,1266435.947146644,283.31,2.36
459,2612399.9350787564,1266074.2169879137,282.58,5.01
460,2612294.9865335724,1266888.5146460761,282.55,7.07
461,2612729.2724993913,1266212.1925037866,283.36,2.82
462,2612136.4982939647,1266661.7807014612,282.83,3.2
463,2612177.099999391,1266728.7680807097,282.61,7.19
464,2612274.832410739,1266231.413762652,282.79,3.35
465,2612108.2723803436,1266428.0580309976,282.79,3.42
466,2612164.421122987,1266682.405734124,283.41,2.66
467,2612143.47138828,1266655.8775037867,282.81,5.35
468,2612117.822357882,1266669.1503811453,283.18,4.11
469,2612132.28306149,1266546.402209354,282.8,6.1
470,2612370.7247023615,1266016.8031225987,283.05,4.01
471,2612186.2716800636,1266604.13496177,282.88,3.08
472,2612107.4033327247,1266513.577723085,283.08,2.13
473,2612160.8352260203,1266585.8469442967,282.53,7.5
474,2612232.3402696615,1266143.0845983813,284.18,1.72
475,2612130.6298952247,1266552.079413509,283.28,4.79
476,2612238.213381744,1266292.8061802574,282.88,2.33
477,2612400.0392851057,1266279.9721466438,282.74,5.28
478,2612377.652191172,1266006.4694558415,282.99,2.41
479,2612247.3461187943,1266211.2400037867,282.95,2.31
480,2612232.819999391,1266146.1831856049,284.23,1.87
481,2612136.3989467598,1266638.3628108043,282.7,3.01
482,2612192.2513180724,1266581.0009927978,283.25,3.81
483,2612379.091999391,1266008.4700037867,283.15,3.15
484,2612114.1334914546,1266652.3034958502,284.73,2.24
485,2612226.516874391,1266307.12021212,282.54,4.37
486,2612920.4199993913,1267158.0945492412,283.72,2.09
487,2612392.9583922485,1266205.9185752154,282.99,2.11
488,2612125.3518621363,1266676.8650037867,283.44,2.85
489,2612135.154253535,1266596.0277570095,282.59,6.57
490,2612109.550768622,1266541.6976960944,283.84,2.27
491,2612305.4655690114,1266018.471016445,283.91,2.51
492,2612377.675262549,1266004.4702669447,282.99,1.74
493,2612212.916071578,1266634.4390483727,282.43,6.12
494,2612270.032120603,1266000.6377310595,282.75,2.29
495,2612214.379037292,1266308.067992125,282.49,5.22
496,2612239.3280639076,1266294.7346274427,283.0,2.72
497,2612186.3890098077,1266287.7308892035,282.61,3.91
498,2612282.369999391,1266196.9900037867,283.76,1.26
499,2613055.477034567,1266935.675933435,283.11,3.98
500,2612212.451525496,1266333.7219314976,282.63,4.45
501,2612117.8113787016,1266543.783107235,283.59,1.52
502,2612172.3852167823,1266661.6856559606,283.18,1.91
503,2612173.480416058,1266663.34208712,283.48,3.09
504,2612273.2662493913,1266208.5850037867,282.4,3.99
505,2612190.5045631495,1266645.5906749277,283.54,3.44
506,2612131.824309736,1266555.9188830971,283.33,3.04
