Tree_ID,E,N,Height_m,Crown_Diameter_m
148,2612518.9149367088,1266006.8810126581,282.26,5.01
149,2612378.8739215685,1266139.120588235,282.21,5.7
150,2612183.525696202,1266373.653164557,282.12,7.09
151,2612349.6183870966,1266116.4241935483,282.12,4.44
152,2612235.074716981,1266204.7113207546,282.11,4.11
153,2613327.8548837206,1266199.1894056846,282.1,11.1
154,2612503.798873239,1266149.1464788732,282.09,6.72
155,2613356.6003468204,1266098.6167630057,282.07,7.42
156,2612221.5654545454,1266215.4363636363,282.06,4.18
157,2612973.112887029,1266284.770292887,282.03,8.72
158,2612128.09027027,1266271.3594594593,282.01,3.43
159,2612184.9991044775,1266243.519402985,282.01,4.62
160,2612939.4345251396,1266296.6653631283,282.01,7.55
161,2612121.222777778,1266414.1847222222,281.99,4.79
162,2612309.3623280423,1266411.3338624337,281.99,7.76
163,2612328.2997297295,1266131.427027027,281.99,4.85
164,2612221.9109090907,1266242.705194805,281.98,4.95
165,2612282.2926027398,1266367.304109589,281.98,6.82
166,2612442.2119753086,1266586.0543209875,281.98,7.18
167,2612140.3568421053,1266482.636842105,281.97,7.78
168,2612223.789879518,1266271.0024096384,281.96,5.14
169,2612406.2326984126,1266072.4317460316,281.96,4.48
170,2612107.2815384613,1266301.9384615384,281.95,4.07
171,2612114.589230769,1266282.601923077,281.95,4.07
172,2612377.9899999998,1266092.43,281.94,3.99
173,2612122.828064516,1266293.7629032256,281.93,4.44
174,2612169.092222222,1266318.6555555554,281.93,5.35
175,2612873.4469035533,1266218.7426395938,281.93,7.92
176,2613324.672713178,1266298.7449612403,281.93,9.06
177,2612142.8242735043,1266413.5324786324,281.92,6.1
178,2613112.0443589743,1266149.5944444444,281.92,8.63
179,2612135.0438805968,1266283.0417910446,281.91,4.62
180,2612509.468876404,1266157.4421348313,281.86,7.53
181,2612103.198571428,1266265.6642857143,281.83,4.72
182,2612383.3454237287,1266088.747457627,281.82,4.33
183,2612193.476862745,1266237.6156862744,281.79,4.03
184,2612133.5,1266513.77,281.78,7.98
185,2612399.47625,1266076.05625,281.77,4.51
186,2612675.0726595744,1266023.530319149,281.76,7.74
187,2612259.7278947365,1266234.722368421,281.7,4.92
188,2612114.460625,1266267.2828125,281.69,4.51
189,2612165.726862745,1266429.625490196,281.69,5.7
190,2612263.0079432623,1266379.6765957447,281.69,6.7
191,2612915.2355844155,1266224.822077922,281.68,4.95
192,2612969.2229850744,1266310.65,281.67,6.53
193,2612117.6276923073,1266538.2017751478,281.66,7.33
194,2613027.431111111,1266298.748148148,281.62,6.56
195,2612872.206363636,1266182.5363636364,281.61,4.58
196,2612463.116551724,1266687.0586206897,281.6,6.79
197,2612502.119242424,1266161.1765151515,281.6,6.48
198,2613013.671265823,1266177.1088607593,281.6,7.09
199,2612358.9504347825,1266337.704347826,281.57,6.63
200,2612364.6847058823,1266076.9352941175,281.55,5.2
201,2612384.9866666663,1266145.6583333332,281.55,4.37
202,2613023.729090909,1266180.8971590907,281.55,7.48
203,2612369.9893548386,1266099.158064516,281.54,4.44
204,2612270.783114754,1266376.58852459,281.53,6.23
205,2612182.268051948,1266381.4649350648,281.51,4.95
206,2612222.332820513,1266250.8166666667,281.51,4.98
207,2613039.8672972973,1266216.6162162162,281.51,6.86
208,2612122.07,1266276.3910714285,281.5,4.22
209,2612895.76198895,1266052.7397790055,281.5,7.59
210,2612181.779183673,1266440.318367347,281.49,5.59
211,2612907.0297902096,1266075.0573426574,281.49,6.75
212,2612334.956363636,1266320.0363636364,281.48,4.95
213,2612320.256842105,1266319.447368421,281.47,5.5
214,2613017.282566845,1266184.4695187164,281.47,7.72
215,2612488.769101796,1266146.5556886226,281.45,7.29
216,2612817.692222222,1266052.436111111,281.44,7.57
217,2612175.5115584414,1266399.007142857,281.43,7.0
218,2612134.02,1266428.6785714284,281.41,6.68
219,2612493.848688524,1266139.7360655738,281.41,6.23
220,2612966.908414634,1266271.0097560976,281.4,7.23
221,2613337.2546590907,1266202.621590909,281.39,7.48
222,2612873.4975147927,1266056.976923077,281.38,7.33
223,2612223.090491803,1266258.8590163933,281.37,4.41
224,2612142.47625,1266277.8765625,281.36,4.51
225,2612930.3124623112,1266264.533165829,281.34,7.96
226,2612370.1084615383,1266347.0153846154,281.33,4.98
227,2612526.545,1266170.5472222222,281.33,7.57
228,2612930.207640449,1266310.0460674157,281.33,7.53
229,2612129.9145945944,1266543.4912162162,281.32,6.86
230,2612172.720735294,1266383.2235294117,281.3,6.58
231,2612108.26,1266428.588,281.29,6.31
232,2612934.978653846,1266256.195673077,281.29,8.14
233,2612509.166590909,1266170.9,281.26,5.29
234,2612544.978823529,1266012.8470588233,281.24,5.2
235,2612785.307046632,1266378.319689119,281.23,7.84
236,2612174.0061702128,1266434.4957446808,281.22,5.47
237,2612881.612576419,1266078.5310043667,281.22,8.54
238,2612285.3396506547,1266394.0048034934,281.21,8.54
239,2612342.928433735,1266337.9602409638,281.21,5.14
240,2612135.5878571426,1266423.6440476188,281.19,5.17
241,2612157.945984252,1266423.6440944881,281.18,6.36
242,2612240.6436842103,1266787.8499999999,281.17,7.78
243,2612289.8767823344,1266419.330599369,281.17,10.05
244,2612146.982068965,1266465.1551724137,281.15,6.79
245,2612163.985217391,1266390.8869565215,281.15,6.05
246,2612120.492222222,1266399.0833333333,281.14,5.35
247,2613143.57,1266162.2917910446,281.14,6.53
248,2612883.483043478,1266202.802173913,281.11,5.41
249,2612813.5743103446,1266255.2275862067,281.1,6.08
250,2612431.855532995,1266592.3847715736,281.09,7.92
251,2612900.485680473,1266072.1278106507,281.09,7.33
252,2612956.4730054643,1266311.9218579235,281.09,7.63
253,2612801.814652406,1266466.0122994652,281.06,7.72
254,2612912.155526316,1266247.9,281.06,4.92
255,2612517.3035526313,1266164.2157894736,281.04,6.96
256,2612359.8451572326,1266354.648427673,281.01,7.11
257,2612352.0597959184,1266339.343877551,280.97,5.59
258,2612913.8839534884,1266076.341860465,280.95,5.23
259,2612124.083513513,1266258.2243243242,280.94,4.85
260,2612151.8048484847,1266434.5893939394,280.94,4.58
261,2612898.078426966,1266040.591011236,280.94,5.32
262,2612186.0010344824,1266393.072413793,280.93,6.08
263,2612337.2463157894,1266305.194736842,280.91,5.5
264,2612894.534285714,1266042.8395604396,280.88,5.38
265,2612699.0315384613,1266541.7173076922,280.86,8.14
266,2613214.2260150374,1266911.0353383457,280.86,6.51
267,2612136.82,1266408.3946236558,280.84,5.44
268,2612763.279183673,1266343.706122449,280.82,7.9
269,2612164.161040462,1266986.6109826588,280.81,7.42
270,2612346.144324324,1266325.8324324323,280.81,4.85
271,2612106.6817021277,1266433.4904255318,280.8,5.47
272,2612813.4360714285,1266204.0339285713,280.8,5.97
273,2612128.1690566037,1266403.65,280.78,5.81
274,2612983.2255118107,1266236.3133858268,280.78,6.36
275,2612205.3544827583,1266454.652873563,280.72,5.26
276,2612991.2653125,1266288.8973958332,280.72,7.82
277,2612533.9885393255,1266177.363483146,280.68,7.53
278,2612142.2399999998,1266475.895,280.65,5.64
279,2612143.2247619047,1266326.8523809523,280.64,4.48
280,2612151.9753398057,1266417.9,280.64,5.73
281,2612532.974494382,1266191.5095505617,280.64,7.53
282,2612907.2272164947,1266197.7659793813,280.64,5.56
283,2612225.377142857,1266289.657142857,280.63,4.72
284,2612259.93971831,1266345.4070422535,280.63,4.75
285,2612432.8730726256,1266339.0340782122,280.63,7.55
286,2612658.547941176,1266337.5642156862,280.63,8.06
287,2612920.1606593407,1266216.9989010987,280.62,5.38
288,2612290.290588235,1266400.7006535947,280.6,6.98
289,2612682.2199999997,1266001.26,280.6,4.89
290,2612127.82,1266619.105882353,280.59,2.33
291,2612342.314047619,1266209.65,280.59,5.17
292,2612939.3247393365,1266248.620379147,280.58,8.2
293,2613047.7137499996,1266206.9249999998,280.58,7.14
294,2612852.6165116276,1266255.2313953487,280.55,5.23
295,2612726.5376470587,1266306.444117647,280.52,7.36
296,2612153.1778947366,1266463.0,280.5,5.5
297,2612539.682573099,1266743.6543859649,280.5,7.38
298,2612384.6411382114,1266390.875609756,280.48,6.26
299,2612867.8257471262,1266059.5436781608,280.46,5.26
300,2612909.729090909,1266322.5016042779,280.46,7.72
301,2612327.3873758866,1266423.079078014,280.45,9.47
302,2612835.1659302325,1266332.3738372093,280.45,7.4
303,2612982.177615894,1266305.59205298,280.45,6.93
304,2613219.3176190476,1266828.545238095,280.45,8.18
305,2612277.21556962,1266397.2512658227,280.44,7.09
306,2612449.393099415,1266788.347368421,280.44,7.38
307,2612270.5597260273,1266349.0301369862,280.43,4.82
308,2613226.1767961164,1266819.890291262,280.43,8.1
309,2612496.6919512195,1266154.156097561,280.42,7.23
310,2612150.079259259,1266255.2148148147,280.41,4.15
311,2612182.1774660633,1266584.0538461537,280.41,8.39
312,2612867.574189944,1266054.1960893853,280.41,7.55
313,2612391.390754717,1266290.3150943394,280.4,5.81
314,2613091.0685714283,1266226.257142857,280.4,7.46
315,2612617.06911032,1266590.7007117437,280.39,9.46
316,2612977.44,1266210.0733333332,280.39,6.91
317,2612732.2980487803,1266412.3902439023,280.38,8.08
318,2612987.51924812,1266295.666917293,280.38,6.51
319,2613155.3170238095,1266869.9208333332,280.37,7.31
320,2612923.45740458,1266087.8847328243,280.35,6.46
321,2612939.4877852346,1266095.097986577,280.35,6.89
322,2612197.2005309733,1266449.6345132743,280.34,6.0
323,2612224.5994117646,1266282.8926470587,280.34,4.65
324,2612899.513181818,1266264.8772727272,280.34,5.29
325,2612458.39615894,1266596.2907284768,280.31,6.93
326,2612158.3766037733,1266553.1075471698,280.29,7.11
327,2612220.532871287,1266464.3653465346,280.29,5.67
328,2612927.205572139,1266282.270646766,280.29,8.0
329,2612667.9990123454,1266025.7333333332,280.28,5.08
330,2613165.7740983604,1266798.5278688523,280.26,9.85
331,2612117.605340314,1266591.8633507853,280.25,7.8
332,2612768.939047619,1266497.1585034013,280.25,6.84
333,2612222.8717241376,1266264.9517241379,280.24,4.3
334,2612479.343076923,1266098.723076923,280.23,4.55
335,2612388.3491666666,1266377.2583333333,280.22,6.18
336,2612464.110201005,1266052.1537688442,280.22,11.26
337,2612985.2384210527,1266272.192105263,280.2,7.78
338,2613014.4788541663,1266294.3505208332,280.2,7.82
339,2612191.5427722773,1266445.3455445543,280.19,5.67
340,2612226.0075,1266294.5041666667,280.19,3.91
341,2612224.4170149253,1266277.310447761,280.18,4.62
342,2612472.157423313,1266390.544171779,280.18,7.2
343,2612526.097777778,1266184.8316239314,280.17,6.1
344,2612892.0364179104,1266239.153731343,280.17,4.62
345,2612887.6870886073,1266224.5898734175,280.16,5.01
346,2612663.8096907213,1266013.9670103092,280.15,5.56
347,2613216.8322950816,1266222.8959016392,280.15,6.23
348,2613245.55245614,1266812.3342105262,280.13,8.52
349,2612577.599661017,1266670.3661016948,280.12,7.51
350,2613193.3274999997,1266802.2674999998,280.12,7.98
351,2612201.6446073297,1266674.2246073298,280.11,7.8
352,2612269.139327731,1266412.0722689074,280.09,6.15
353,2612151.3099497487,1266555.2040201004,280.08,7.96
354,2612391.554793187,1266523.2077858879,280.08,11.44
355,2612915.883106796,1266099.9485436892,280.08,5.73
356,2612891.268275862,1266254.8942528735,280.07,5.26
357,2612860.2575,1266184.275,280.05,5.29
358,2613343.308679245,1266208.3792452828,280.05,9.18
359,2612159.246829268,1266438.4609756097,280.04,3.61
360,2612154.1394444443,1266562.007638889,280.03,6.77
361,2612178.7380327866,1266576.3426229507,280.02,7.63
362,2612773.2849122807,1266348.8356725145,280.02,7.38
363,2612734.92,1266318.2303030302,280.0,7.25
364,2612108.484122137,1266588.682442748,279.99,6.46
365,2612241.7049999996,1266560.765,279.99,7.98
366,2612608.3645026176,1266599.4732984293,279.99,7.8
367,2612646.789273743,1266725.4418994412,279.99,7.55
368,2612858.117169811,1266304.2066037734,279.99,5.81
369,2613251.1110958904,1266839.656849315,279.99,6.82
370,2612229.32,1266337.2083333333,279.98,4.37
371,2612537.9961363636,1266200.468181818,279.98,5.29
372,2612349.3687804877,1266657.6103658536,279.95,7.23
373,2612378.0495918365,1266382.593877551,279.95,5.59
374,2612550.4823711338,1266805.6731958762,279.94,7.86
375,2613175.593006135,1266144.817177914,279.94,7.2
376,2612139.1995620434,1266541.297810219,279.93,6.6
377,2612518.2595604393,1266176.410989011,279.91,5.38
378,2613079.9024742264,1266246.9335051544,279.9,7.86
379,2612339.867101449,1266632.5630434782,279.89,6.63
380,2612121.4528125,1266253.11875,279.87,4.51
381,2612734.773488372,1266430.906976744,279.86,8.27
382,2612998.1494117645,1266287.3941176469,279.85,7.36
383,2612229.0144444443,1266329.7055555554,279.84,4.15
384,2612477.70559322,1266400.3110169491,279.84,6.13
385,2612943.20372093,1266239.1674418603,279.84,7.4
386,2613146.880869565,1266156.756521739,279.82,6.05
387,2612414.6752631576,1266334.742105263,279.81,6.02
388,2612893.0884426227,1266698.5413934425,279.81,8.81
389,2612463.5303658536,1266609.5158536586,279.8,7.23
390,2612564.749292929,1266746.596969697,279.8,7.94
391,2612285.2748387097,1266421.8451612901,279.79,7.02
392,2612831.244657534,1266387.4445205478,279.77,6.82
393,2613142.2370616114,1266813.6274881517,279.77,8.2
394,2612553.9776576576,1266201.4945945945,279.76,5.94
395,2612887.0634210524,1266043.3967105262,279.76,6.96
396,2612646.2459259257,1266321.848148148,279.74,6.56
397,2612874.7172602736,1266078.3897260274,279.74,6.82
398,2612226.7720547942,1266469.0506849315,279.73,4.82
399,2612230.6145945946,1266725.4513513513,279.73,7.67
400,2612990.473846154,1266202.7636363634,279.73,6.75
401,2612924.63402439,1266334.6926829268,279.72,7.23
402,2612526.6276923073,1266371.852991453,279.71,6.1
403,2612566.581904762,1266677.6724867723,279.7,7.76
404,2612480.3098648647,1266612.2175675675,279.69,6.86
405,2612686.193263889,1266553.353125,279.69,9.57
406,2612458.595735294,1266623.701470588,279.68,6.58
407,2612685.4770048307,1266563.856521739,279.68,8.12
408,2612899.9170149253,1266211.63880597,279.68,4.62
409,2612565.59486911,1266657.1643979056,279.67,7.8
410,2612561.9907317073,1266553.363414634,279.66,6.26
411,2612581.4118367345,1266141.7979591836,279.63,3.95
412,2612719.428225108,1266519.8588744588,279.63,8.57
413,2612943.035189873,1266107.4886075947,279.63,5.01
414,2613182.1331672594,1266802.30569395,279.63,9.46
415,2612600.4115492958,1266353.3647887323,279.62,6.72
416,2612909.207755102,1266028.563265306,279.62,5.59
417,2612948.325154639,1266231.1164948454,279.62,7.86
418,2612824.9743624157,1266297.987248322,279.61,6.89
419,2613155.3929537367,1266948.3644128114,279.6,9.46
420,2612929.890588235,1266100.2705882352,279.59,5.2
421,2613120.550769231,1266818.1478632477,279.59,8.63
422,2613157.428024691,1266784.4092592592,279.59,7.18
423,2612573.287005076,1266242.7934010152,279.57,7.92
424,2612174.681111111,1266449.5875,279.56,4.79
425,2612569.1533333333,1266221.8748427671,279.56,7.11
426,2612863.335625,1266194.0302083332,279.55,5.53
427,2612934.705964912,1266322.6485380116,279.54,7.38
428,2612144.5144444443,1266428.8537037035,279.53,4.15
429,2612227.5607407405,1266322.1407407406,279.53,4.15
430,2612776.124093567,1266494.592982456,279.53,7.38
431,2612813.699518072,1266213.1168674699,279.53,5.14
432,2613369.3412765954,1266177.4664893616,279.53,7.74
433,2612547.289849246,1266740.64120603,279.52,7.96
434,2612997.0662686564,1266271.6313432835,279.52,6.53
435,2612108.1247337274,1266808.2905325443,279.51,7.33
436,2613343.6975510204,1266200.3081632652,279.51,6.84
437,2613055.5894174757,1266881.067475728,279.49,8.1
438,2612563.5241420115,1266527.8289940828,279.47,7.33
439,2612674.4939130433,1266465.2097826086,279.47,5.41
440,2612471.9033333333,1266095.0319444444,279.43,4.79
441,2612226.88122449,1266313.8489795919,279.42,3.95
442,2612375.1048837206,1266369.4116279068,279.42,5.23
443,2612939.5496511627,1266305.0744186046,279.42,7.4
444,2613058.4856441715,1266270.0165644172,279.42,7.2
445,2612801.915505618,1266255.697752809,279.41,5.32
446,2612734.6379012344,1266284.7395061727,279.4,7.18
447,2612928.840408163,1266163.1653061223,279.4,3.95
448,2612787.457640449,1266543.4730337078,279.39,7.53
449,2612915.263181818,1266120.6670454545,279.39,5.29
450,2613098.341212121,1266267.9909090907,279.39,7.25
451,2612847.1831578948,1266267.4684210524,279.38,5.5
452,2612415.5081188115,1266321.8801980198,279.37,5.67
453,2612501.901521739,1266110.1445652172,279.37,5.41
454,2612902.6547107436,1266099.4805785124,279.35,8.78
455,2612667.9142028983,1266345.2550724638,279.34,4.69
456,2612938.5088888886,1266086.148148148,279.34,6.56
457,2612175.246966292,1266390.5067415729,279.33,5.32
458,2612546.7182558137,1266778.0889534883,279.33,7.4
459,2613005.3393798447,1266298.6480620154,279.33,6.41
460,2612221.2186486484,1266625.2006756756,279.31,6.86
461,2612289.6485714284,1266455.6678571429,279.31,6.68
462,2612419.3660526313,1266341.3013157893,279.31,4.92
463,2612547.056196319,1266192.433742331,279.31,7.2
464,2613089.7662025313,1266218.643670886,279.31,7.09
465,2612559.990807453,1266226.6950310557,279.3,7.16
466,2612425.3626540285,1266414.2317535544,279.29,8.2
467,2612566.0594957983,1266836.7655462185,279.29,8.7
468,2612232.30630137,1266461.0643835615,279.28,4.82
469,2612728.8646927373,1266272.279888268,279.27,7.55
470,2612592.1993103446,1266664.4862068964,279.26,8.04
471,2612896.1250847457,1266365.9466101695,279.26,6.13
472,2612406.8244642857,1266562.7616071429,279.25,5.97
473,2612531.7929729726,1266740.7288288288,279.24,8.41
474,2612660.8797484273,1266352.9,279.24,7.11
475,2612871.2046153843,1266235.3945054945,279.24,5.38
476,2613009.716449704,1266280.8792899407,279.24,7.33
477,2612884.1713513513,1266065.1522522522,279.23,5.94
478,2612388.6585416663,1266369.7385416667,279.22,5.53
479,2612183.3066666666,1266455.1933333331,279.2,4.89
480,2612129.115081967,1266419.1704918032,279.19,4.41
481,2612283.562924528,1266430.7608490565,279.19,8.21
482,2612365.6088888887,1266674.262962963,279.18,6.56
483,2612163.901395349,1266564.0744186046,279.16,5.23
484,2612496.1199999996,1266107.3333333333,279.16,4.89
485,2612538.0084816753,1266184.015183246,279.16,7.8
486,2612745.7723809523,1266416.396031746,279.16,6.33
487,2612880.2963779527,1266085.0811023621,279.16,6.36
488,2612190.7758823526,1266460.319117647,279.15,4.65
489,2612199.548813559,1266464.4847457625,279.15,4.33
490,2612932.692340425,1266088.2670212765,279.15,5.47
491,2612518.939565217,1266118.8456521737,279.14,3.83
492,2613078.744836601,1266270.2464052287,279.14,6.98
493,2612212.0210309275,1266459.0752577318,279.13,5.56
494,2612725.063902439,1266526.3298780487,279.13,7.23
495,2612768.7683870965,1266227.3677419354,279.13,7.02
496,2612908.9756291388,1266098.5324503311,279.13,6.93
497,2612699.3752631578,1266386.447368421,279.12,7.78
498,2612841.878035714,1266216.0875,279.11,5.97
499,2612783.4581578947,1266548.7125,279.1,6.96
500,2612920.9994871793,1266120.2931623932,279.1,6.1
501,2612494.039387755,1266607.5224489796,279.09,5.59
502,2612545.0829310343,1266208.796551724,279.09,6.08
503,2612778.3957575755,1266400.2863636364,279.09,6.48
504,2613268.494641148,1266755.3736842105,279.09,8.16
505,2612186.6816071426,1266997.2705357142,279.08,5.97
506,2612720.269324324,1266418.4337837836,279.08,6.86
507,2612772.535302491,1266759.246975089,279.08,9.46
508,2612177.4939130433,1266988.7019323672,279.07,8.12
509,2612414.38122449,1266422.9714285713,279.05,6.84
510,2612679.899617834,1266327.1452229298,279.05,7.07
511,2612740.731764706,1266497.9980392156,279.04,6.98
512,2612816.1815384612,1266234.5538461537,279.04,4.55
513,2612987.03,1266333.6199999999,279.04,3.99
514,2613231.2964397906,1266864.1225130889,279.04,7.8
515,2612739.769101796,1266616.0976047902,279.03,7.29
