Tree_ID,X,Y,Z,Crown_Diameter_m
899,2613127.0499029127,1266790.9780582525,279.0,8.1
900,2613204.7951376145,1266850.3735779815,279.0,8.33
901,2612568.828224852,1266756.9971597637,278.99,7.33
902,2612796.88,1266203.8603030303,278.99,4.58
903,2613127.6430890053,1266881.6716230367,278.99,7.8
904,2612241.991111111,1266432.181851852,278.98,4.15
905,2612462.7221052637,1266257.3168421052,278.98,6.02
906,2613062.5758762886,1266877.7088659797,278.98,7.86
907,2612939.2060869564,1266162.1452173914,278.97,3.83
908,2612771.6356818182,1266171.659545455,278.96,5.29
909,2612469.3627586206,1266252.8687931036,278.95,6.08
910,2612700.4633333334,1266245.4292063492,278.95,7.76
911,2612711.466065573,1266120.3996721313,278.95,4.41
912,2612786.3194736843,1266262.7010526315,278.95,5.5
913,2612233.511578948,1266547.705,278.94,4.92
914,2613044.435714286,1266970.9742857143,278.94,7.46
915,2613164.8505240176,1266922.7655895196,278.94,8.54
916,2613290.7499376945,1266824.802741433,278.94,10.11
917,2612596.024160584,1266149.3354744527,278.93,6.6
918,2612603.34657754,1266296.5051336898,278.92,7.72
919,2612801.92787234,1266218.6544680852,278.92,3.87
920,2613233.578979592,1266865.161632653,278.92,3.95
921,2613294.7625757577,1266816.4568939395,278.92,9.17
922,2612462.3766216217,1266802.5293243243,278.91,6.86
923,2612800.093636364,1266078.098181818,278.91,4.18
924,2613118.567142857,1266791.9142857145,278.91,7.46
925,2613229.765802469,1266920.45654321,278.91,5.08
926,2613232.827560976,1266828.1092682928,278.91,8.08
927,2613294.4624324325,1266665.266486487,278.91,7.67
928,2613493.299971672,1266489.186232295,278.91,10.6
929,2612367.0657142857,1266538.3085714288,278.9,4.72
930,2612569.9020588235,1266808.0628431374,278.9,8.06
931,2612123.7933986927,1266586.03751634,278.89,6.98
932,2612511.555,1266114.8050000002,278.89,4.37
933,2613214.055373134,1266809.2217910448,278.89,6.53
934,2612479.3578911563,1266263.9779591835,278.88,6.84
935,2612381.386302521,1266506.1934453782,278.87,6.15
936,2612409.996141732,1266327.5288188977,278.87,6.36
937,2612534.3271830985,1266358.9884507044,278.87,4.75
938,2612727.370506329,1266429.035696203,278.86,7.09
939,2612730.261578948,1266092.2905263158,278.86,3.48
940,2612831.606190476,1266169.7704761906,278.86,4.48
941,2612716.324029851,1266306.7068656718,278.85,6.53
942,2612771.277286821,1266503.5567441862,278.85,6.41
943,2612529.73,1266751.470909091,278.84,7.25
944,2612916.623710692,1266024.863018868,278.84,7.11
945,2613029.8413207545,1266780.9988679246,278.84,9.18
946,2612238.455,1266416.7175,278.83,3.57
947,2612420.622537313,1266576.2217910448,278.83,4.62
948,2612605.3152941177,1266288.074117647,278.83,7.36
949,2612687.6885585585,1266102.120540541,278.83,5.94
950,2612734.662608696,1266034.0582608697,278.83,3.83
951,2612802.4283870966,1266387.824623656,278.83,7.69
952,2612444.287142857,1266469.9157142858,278.82,8.18
953,2612454.658735632,1266613.2868965515,278.82,7.44
954,2612656.147241379,1266054.5368965515,278.82,4.3
955,2613225.211395349,1266879.966627907,278.82,7.4
956,2612823.2007070705,1266115.6153535354,278.81,5.61
957,2612487.4948648647,1266103.6745945946,278.8,3.43
958,2612519.751118012,1266480.1886956522,278.8,7.16
959,2612723.4379096045,1266550.6336723166,278.8,7.51
960,2612857.542371134,1266246.6676288662,278.8,5.56
961,2612122.7728571426,1266532.8210714287,278.79,5.97
962,2612357.414403669,1266655.1809174314,278.79,5.89
963,2613200.63,1266789.7187096777,278.79,7.02
964,2612247.59875,1266562.178958333,278.78,5.53
965,2612368.053423424,1266496.2962162164,278.78,5.94
966,2612907.283846154,1266049.7283516484,278.78,5.38
967,2612722.5614814814,1266608.631851852,278.77,9.27
968,2612794.787303371,1266272.3215730337,278.77,5.32
969,2612961.0504545453,1266161.9322727274,278.77,3.74
970,2612427.13,1266332.8581954888,278.76,6.51
971,2612533.5193442623,1266507.0513114757,278.76,8.81
972,2612649.304796748,1266406.1816260165,278.76,6.26
973,2612752.522361111,1266344.5730555556,278.76,6.77
974,2612897.240294117,1266164.866764706,278.76,4.65
975,2612898.7234065933,1266249.645934066,278.76,5.38
976,2613227.619959839,1266702.9494779117,278.76,8.9
977,2613302.785629139,1266768.450860927,278.76,6.93
978,2612709.910373832,1266563.6641121495,278.75,8.25
979,2612867.122753623,1266166.6017391304,278.75,4.69
980,2612167.36,1266444.54,278.74,3.99
981,2612858.4597872337,1266087.0214893618,278.74,5.47
982,2613096.062624113,1266213.4275177305,278.74,6.7
983,2612412.53625,1266568.8675000002,278.73,5.05
984,2612876.5064044944,1266166.2035955058,278.73,5.32
985,2613133.7319417475,1266784.740194175,278.73,8.1
986,2612440.269473684,1266433.0642105264,278.72,7.78
987,2612734.958,1266324.644,278.72,6.31
988,2612747.565960591,1266315.4568472907,278.72,8.04
989,2612887.4767741933,1266165.0638709678,278.72,4.44
990,2612917.4403448272,1266163.6403448277,278.72,4.3
991,2612118.4560869564,1266666.5908695653,278.71,5.41
992,2612340.0541071426,1266514.1826785714,278.71,5.97
993,2612672.842871287,1266070.5998019802,278.71,5.67
994,2612722.8772222223,1266317.1355555556,278.71,7.57
995,2613213.672253521,1266191.918028169,278.71,4.75
996,2612693.6394339623,1266238.960503145,278.7,7.11
997,2612918.9314705883,1266084.153529412,278.7,6.58
998,2613061.970625,1266232.33,278.7,7.14
999,2613350.3286754964,1266207.2157615896,278.7,6.93
1000,2612388.3558064518,1266921.3730107527,278.69,7.69
1001,2613185.9481818182,1266938.7163636363,278.68,3.74
1002,2612660.753015873,1266481.1117460318,278.67,6.33
1003,2612685.889493671,1266106.7318987343,278.67,5.01
1004,2612751.6814705883,1266116.2515686275,278.67,8.06
1005,2613293.2669294607,1266797.7978423238,278.67,8.76
1006,2613068.9649282293,1266989.338373206,278.66,8.16
1007,2612339.0038317754,1266432.271588785,278.65,5.84
1008,2612231.364375,1266362.48625,278.64,3.19
1009,2612510.6644827584,1266371.315632184,278.64,5.26
1010,2612526.637936508,1266122.0006349208,278.64,4.48
1011,2612573.8361611376,1266743.1700473935,278.64,8.2
1012,2612582.636024096,1266626.7245783133,278.64,7.27
1013,2612738.13,1266422.9618897638,278.64,6.36
1014,2612797.407777778,1266112.1772222223,278.64,3.39
1015,2612663.422613636,1266760.452159091,278.63,7.48
1016,2613259.358070175,1266855.8753216376,278.63,7.38
1017,2612422.336521739,1266328.750289855,278.62,6.63
1018,2612753.8864102564,1266513.691111111,278.62,6.1
1019,2612759.3004545453,1266214.920909091,278.62,5.29
1020,2613319.83,1266749.2533333334,278.62,6.91
1021,2612666.0396045195,1266248.9359322034,278.61,7.51
1022,2612682.8672881355,1266473.105423729,278.61,4.33
1023,2612889.1921301773,1266807.9942011836,278.61,7.33
1024,2613198.610225989,1266824.2833898305,278.61,7.51
1025,2613197.216448598,1266831.3954205608,278.6,8.25
1026,2613201.255766871,1266782.2701840491,278.6,7.2
1027,2612438.9672093024,1266976.2762209305,278.59,10.46
1028,2612489.9959420287,1266277.221304348,278.59,6.63
1029,2612531.05519685,1266842.741417323,278.59,6.36
1030,2612541.7240594057,1266346.2978217823,278.58,5.67
1031,2612637.65,1266503.3033333337,278.58,6.91
1032,2613217.0075510205,1266889.1854421769,278.58,6.84
1033,2613230.486164384,1266926.8402739726,278.59,4.82
1034,2613300.9013675214,1266673.4347008548,278.58,8.63
1035,2612592.440897436,1266832.753076923,278.57,7.05
1036,2612988.69,1266622.9266666668,278.57,6.91
1037,2613163.8188888887,1266202.6614814815,278.57,6.56
1038,2613237.63,1266902.08,278.57,2.46
1039,2612641.240576923,1266325.6136538463,278.56,5.75
1040,2613212.2423188407,1266721.319130435,278.56,6.63
1041,2612562.955,1266334.82,278.55,7.98
1042,2612573.739375,1266634.5409375,278.55,6.38
1043,2612740.453943662,1266329.9109859157,278.55,6.72
1044,2612832.2912903223,1266095.821935484,278.55,4.44
1045,2612842.535,1266112.985,278.55,7.98
1046,2613126.9225,1266736.185,278.54,7.98
1047,2613192.302413793,1266954.1432183909,278.53,5.26
1048,2612205.7566666664,1266469.3066666666,278.52,4.89
1049,2612369.491842105,1266394.4944736843,278.52,4.92
1050,2612673.7925,1266339.6091666666,278.52,6.18
1051,2613042.4275,1266986.505,278.52,7.98
1052,2613239.589731544,1266759.5296644296,278.52,6.89
1053,2612497.248181818,1266453.186060606,278.51,7.25
1054,2612664.5336697246,1266074.8689908255,278.51,5.89
1055,2612664.6514285714,1266589.472857143,278.51,6.68
1056,2612953.935054152,1266791.4644765344,278.51,9.39
1057,2613191.697226891,1266935.1787394958,278.51,8.7
1058,2612233.7133333334,1266386.468888889,278.5,3.39
1059,2612291.6897014924,1266423.1023880595,278.5,6.53
1060,2612658.657027027,1266258.5610810812,278.5,7.67
1061,2612766.8258762886,1266127.873814433,278.5,5.56
1062,2612780.4829411763,1266175.874117647,278.5,4.65
1063,2612815.599135802,1266114.0614814817,278.5,7.18
1064,2612824.186338028,1266243.1574647888,278.5,4.75
1065,2612847.0466666664,1266320.0421212122,278.5,4.58
1066,2612857.407777778,1266167.8022222223,278.5,4.15
1067,2612717.594285714,1266588.6431868132,278.49,7.61
1068,2612795.8547706422,1266571.0318348624,278.49,8.33
1069,2612107.461730769,1266545.4261538463,278.48,5.75
1070,2612834.9977248674,1266124.7704761906,278.48,7.76
1071,2612847.5675,1266099.632083333,278.48,5.53
1072,2612682.8231818182,1266361.3697727274,278.47,5.29
1073,2613116.710310881,1266896.8157512953,278.47,7.84
1074,2612315.794335664,1266496.9366433567,278.46,6.75
1075,2612425.4930952378,1266347.699047619,278.46,5.17
1076,2612552.05578125,1266216.86125,278.46,6.38
1077,2612562.932325581,1266212.202093023,278.46,7.4
1078,2612663.740062893,1266747.6428930818,278.46,7.11
1079,2612199.0891836733,1266707.4711564626,278.45,6.84
1080,2612705.964437086,1266548.378013245,278.45,6.93
1081,2613179.633311258,1266906.507152318,278.45,6.93
1082,2612236.652727273,1266408.8224242425,278.44,4.58
1083,2612374.333125,1266544.470625,278.44,3.19
1084,2612573.0504545453,1266546.4625757576,278.44,6.48
1085,2612660.360769231,1266103.8184615383,278.44,4.55
1086,2612414.813823529,1266581.2564705885,278.43,4.65
1087,2612451.3953061225,1266050.5119727892,278.43,6.84
1088,2612533.2566666664,1266498.09,278.43,6.91
1089,2613071.675918367,1266751.472857143,278.43,7.9
1090,2613177.657638191,1266982.961909548,278.43,7.96
1091,2612448.5872864323,1266490.0573869348,278.42,7.96
1092,2612662.988974359,1266091.2787179488,278.42,4.98
1093,2612801.017755102,1266174.631020408,278.42,3.95
1094,2612889.289292035,1266091.2038938054,278.42,6.0
1095,2612897.6063092267,1266691.3543142143,278.42,11.3
1096,2612907.3947058823,1266164.8888235297,278.41,3.29
1097,2613286.2054310343,1266759.584310345,278.41,8.59
1098,2613427.802588833,1266227.6815228427,278.41,7.92
1099,2612524.7875757576,1266474.3406060606,278.4,7.25
1100,2612579.7849295773,1266250.9391549297,278.4,4.75
1101,2612884.3163636364,1266352.784545455,278.4,5.92
1102,2613022.8978571426,1266290.1246428571,278.4,5.97
1103,2612430.294473684,1266353.6589473684,278.39,4.92
1104,2612440.62222798,1266608.7432124354,278.38,7.84
1105,2612536.5134355826,1266701.0585276077,278.38,7.2
1106,2613006.029425287,1266842.1202298852,278.38,7.44
1107,2612661.33,1266106.3527272728,278.37,4.18
1108,2612832.623243243,1266284.0056756758,278.37,4.85
1109,2613040.3874626863,1266185.5874626867,278.37,6.53
1110,2613460.7644827585,1266423.0765517242,278.37,6.79
1111,2612592.4583582086,1266144.6023880595,278.36,4.62
1112,2612468.3723469386,1266496.373367347,278.35,7.9
1113,2612920.1662903223,1266030.9308064517,278.35,6.28
1114,2613251.900096463,1266740.573569132,278.35,9.95
1115,2612716.48,1266113.4890909093,278.34,5.92
1116,2612730.861343284,1266003.736716418,278.34,4.62
1117,2613207.869393939,1266947.8890909092,278.34,7.25
1118,2612545.210645161,1266351.4106451613,278.33,6.28
1119,2612817.636802721,1266630.1718367347,278.33,6.84
1120,2612906.110582524,1266093.9780582525,278.33,5.73
1121,2612970.3186227544,1266953.1638323355,278.33,7.29
1122,2613111.1957894736,1266261.0273684212,278.33,6.02
1123,2612212.3898870056,1266962.8511864408,278.32,7.51
1124,2612495.8654497354,1266502.736084656,278.32,7.76
1125,2612156.655568181,1266975.9265909093,278.3,7.48
1126,2612548.1277876105,1266402.0313274337,278.29,8.48
1127,2612550.5675,1266133.6425,278.29,4.51
1128,2612230.4033333333,1266580.153333333,278.28,4.89
1129,2612487.6850458714,1266967.219908257,278.28,8.33
1130,2612652.6450602408,1266329.576987952,278.28,7.27
1131,2612924.0744444444,1266043.8346296295,278.28,5.86
1132,2613383.487142857,1266247.0165079366,278.28,4.48
1133,2612128.476153846,1266599.0250549451,278.27,7.61
1134,2612441.455174825,1266347.782797203,278.27,6.75
1135,2612921.933030303,1266037.3426262627,278.27,5.61
1136,2613024.3126923074,1266333.1088461538,278.27,4.07
1137,2613163.8661702126,1266766.2289361702,278.27,8.65
1138,2613248.7535955054,1266818.9788764045,278.27,7.53
1139,2613388.904058577,1266329.5820920502,278.27,8.72
1140,2612232.8904166664,1266369.6529166668,278.26,3.91
1141,2612559.303469388,1266854.1080612245,278.26,7.9
1142,2612624.733448276,1266616.539770115,278.26,5.26
1143,2612663.9882474225,1266114.5207216495,278.26,7.86
1144,2612850.157027027,1266168.7421621622,278.26,3.43
1145,2612902.6332258065,1266036.221935484,278.26,7.02
1146,2613102.801296296,1266738.6332407407,278.26,8.29
1147,2613272.0713580246,1266674.2466666668,278.26,7.18
1148,2612243.24682243,1266679.4071028037,278.25,5.84
1149,2612685.726,1266446.2000000002,278.25,6.31
1150,2612873.711300813,1266086.2060162602,278.24,6.26
1151,2613160.148041237,1266719.2217525777,278.23,7.86
1152,2612328.7471875,1266481.783125,278.22,4.51
1153,2612542.1607017545,1266748.6677192985,278.22,6.02
1154,2612562.3965198235,1266423.295859031,278.22,8.5
1155,2612617.497469879,1266201.7848192772,278.22,5.14
1156,2612756.13,1266120.6254545455,278.22,3.74
1157,2612791.9859782606,1266475.1425,278.22,7.65
1158,2612822.8175,1266171.069583333,278.22,3.91
1159,2612995.2992708334,1266927.952395833,278.22,7.82
1160,2613374.0888235294,1266236.185882353,278.22,5.2
1161,2612479.237843137,1266928.903529412,278.21,6.98
1162,2612708.6616901406,1266533.372253521,278.21,6.72
1163,2612232.4883333333,1266377.3133333337,278.2,4.37
1164,2612394.0282035926,1266925.4452694613,278.2,7.29
1165,2612552.0269072163,1266350.5696907218,278.2,5.56
1166,2612684.603214286,1266373.1425,278.2,5.97
1167,2613134.570397351,1266980.1892715232,278.2,6.93
1168,2612377.9767741933,1266538.6525806452,278.19,4.44
1169,2613249.1724242424,1266686.7254545456,278.19,7.25
1170,2612542.82047619,1266129.9609523811,278.18,4.48
1171,2612601.781851852,1266446.8985185183,278.18,6.56
1172,2612830.50012987,1266258.9825974028,278.18,4.95
1173,2613153.120740741,1266724.0892592594,278.18,7.18
1174,2612116.845469613,1266709.3203314918,278.17,7.59
1175,2612534.9350847458,1266126.3088135594,278.17,4.33
1176,2612829.023203884,1266603.475631068,278.17,8.1
1177,2613389.3433333333,1266287.9666666668,278.17,4.89
1178,2612430.37,1266413.36,278.16,2.82
1179,2612489.740576923,1266432.531923077,278.16,5.75
1180,2612791.2056756755,1266550.298918919,278.16,7.67
1181,2612818.116363636,1266381.5936363635,278.16,5.92
1182,2612857.6105194804,1266207.6774025974,278.16,4.95
1183,2613213.5282558138,1266787.6672093023,278.16,7.4
1184,2612401.8409375,1266568.92375,278.15,4.51
1185,2612457.9033333333,1266261.52,278.15,4.89
1186,2612555.156717557,1266510.5761832062,278.15,6.46
1187,2612716.74971831,1266117.4109859157,278.15,4.75
1188,2612894.056666666,1266131.0533333337,278.15,4.89
1189,2613218.329386503,1266864.4879754602,278.15,7.2
1190,2612560.2062711865,1266791.300338983,278.14,7.51
1191,2612652.4970886074,1266079.25721519,278.14,5.01
1192,2612804.524039735,1266378.818410596,278.14,6.93
1193,2612821.27,1266283.66,278.14,4.89
1194,2613180.6622580644,1266949.6122580646,278.14,4.44
1195,2612548.402727273,1266770.83,278.13,5.29
1196,2612245.6133333333,1266494.2633333334,278.12,3.09
1197,2612253.402727273,1266499.420909091,278.12,4.58
1198,2612582.755,1266651.819583333,278.12,3.91
1199,2613021.9346511625,1266902.9660465117,278.12,8.27
1200,2613096.694885496,1266280.3357251908,278.12,6.46
1201,2612760.6734782606,1266128.8626086956,278.11,2.71
1202,2612909.019380531,1266058.655221239,278.11,6.0
1203,2612927.2648314605,1266093.4451685394,278.11,5.32
1204,2613057.007483444,1266973.9674172187,278.11,6.93
1205,2613268.846981132,1266796.256100629,278.11,7.11
1206,2613268.3175,1266685.128295455,278.11,7.48
1207,2613413.754113475,1266158.0339007094,278.11,6.7
1208,2612496.87025974,1266697.8527272728,278.1,4.95
1209,2612579.375454545,1266145.1981818182,278.1,4.18
1210,2612629.2617365266,1266498.8913772455,278.1,7.29
1211,2612724.7582894736,1266299.4911842106,278.1,6.96
1212,2612999.767254902,1266837.9852287583,278.1,6.98
1213,2612123.8984210524,1266661.032631579,278.09,5.5
1214,2612379.097391304,1266549.2430434783,278.09,3.83
1215,2612398.164810126,1266945.1084810128,278.09,7.09
1216,2612546.7067195764,1266760.5112169313,278.09,7.76
1217,2612560.258205128,1266729.2017948718,278.09,4.98
1218,2612565.88,1266670.7024489795,278.09,5.59
1219,2612678.624565217,1266546.0935869566,278.09,7.65
1220,2613220.269534884,1266711.7137209305,278.09,7.4
1221,2612327.054369748,1266500.7018487395,278.08,6.15
1222,2612582.098137255,1266779.761372549,278.08,8.06
1223,2612697.5246078437,1266648.1829411765,278.08,8.06
1224,2612762.63,1266135.08,278.08,2.71
1225,2612216.1884415583,1266565.313766234,278.07,4.95
1226,2612824.8627586206,1266660.091494253,278.07,7.44
1227,2613129.77516129,1266266.394516129,278.07,6.28
1228,2612368.7722764225,1266515.197886179,278.06,6.26
1229,2612626.8945502643,1266610.7096296295,278.06,7.76
1230,2612801.4056410254,1266305.971025641,278.06,4.98
1231,2612816.595838509,1266375.5955279504,278.06,7.16
1232,2612185.723333333,1266597.1066666667,278.04,4.89
1233,2612249.499047619,1266455.1157142858,278.04,3.66
1234,2612451.945,1266480.64,278.04,5.64
1235,2612661.7014285717,1266700.5360439562,278.04,7.61
1236,2612711.217628866,1266127.14185567,278.04,5.56
1237,2612791.341442786,1266577.5327363184,278.04,8.0
1238,2613196.020804597,1266995.131724138,278.04,5.26
1239,2613403.280485437,1266266.652815534,278.04,5.73
1240,2612767.4679310345,1266703.5041379312,278.03,6.79
1241,2613240.074785276,1266831.871411043,278.03,7.2
1242,2612264.649736842,1266490.9286842106,278.02,4.92
1243,2612445.7966666664,1266271.2942857144,278.02,3.66
1244,2612506.0867901235,1266327.468888889,278.02,5.08
1245,2612628.364449761,1266486.146985646,278.02,8.16
1246,2612648.4086885243,1266101.1865573772,278.02,6.23
1247,2613309.4428078816,1266712.1366502463,278.02,8.04
1248,2612394.6779041914,1266525.4841916168,278.01,7.29
1249,2612408.4714634144,1266403.7629268293,278.01,3.61
1250,2612515.837547169,1266374.8677358492,278.01,5.81
1251,2612954.3311494254,1266987.3999233716,278.01,9.11
1252,2612302.847948718,1266485.33,278.0,4.98
1253,2612527.3459763317,1266510.9024852072,278.0,7.33
1254,2612214.2966666664,1266473.978809524,277.99,5.17
1255,2612451.898656716,1266266.169552239,277.99,4.62
1256,2612615.1181889763,1266284.020944882,277.99,6.36
1257,2612853.742781955,1266103.5311278196,277.99,6.51
1258,2613180.98,1266945.58,277.99,1.78
1259,2613476.63,1266510.7614345993,277.99,8.69
1260,2612178.0890163933,1266605.3095081968,277.98,4.41
1261,2612454.215526316,1266046.6655263158,277.98,4.92
1262,2612658.500588235,1266251.0888235294,277.98,7.36
1263,2612716.4210958905,1266215.4978082192,277.98,6.82
1264,2613005.165849057,1266832.204528302,277.98,9.18
1265,2612472.052222222,1266618.7966666666,277.97,5.35
1266,2612981.8889285717,1266852.7734523811,277.97,7.31
1267,2613134.8391346154,1266732.2146153846,277.97,8.14
1268,2613180.0455405405,1266941.1610810813,277.97,6.86
1269,2612745.9376923074,1266512.2063736264,277.95,5.38
1270,2612928.331923077,1266374.4646153846,277.95,4.07
1271,2613043.233399433,1266960.4935977338,277.95,10.6
1272,2613061.523034826,1266863.1098507463,277.95,8.0
1273,2612197.6684615384,1266584.003076923,277.94,4.07
1274,2612384.086896552,1266543.5627586208,277.94,4.3
1275,2612447.660805688,1266362.7055924172,277.94,8.2
1276,2612678.9237853107,1266372.0771751413,277.94,7.51
1277,2612688.2847619047,1266367.0038095238,277.94,8.18
1278,2612721.974827586,1266293.8989655173,277.94,6.08
1279,2612867.540714286,1266110.747857143,277.94,6.68
1280,2613322.134854369,1266711.1042718447,277.94,5.73
1281,2613378.803611111,1266222.781388889,277.94,4.79
1282,2612228.427101449,1266553.2321739132,277.93,4.69
1283,2612484.552131148,1266270.4693442625,277.92,6.23
1284,2612805.833804348,1266109.2430434783,277.92,7.65
1285,2612845.776245059,1266859.1728853756,277.92,8.97
1286,2612949.012352941,1266162.6192156863,277.92,4.03
1287,2613296.181339286,1266758.5710714287,277.92,8.44
1288,2613319.791764706,1266755.0407843138,277.92,5.7
1289,2612164.4014285714,1266958.2204761906,277.91,8.18
1290,2612371.601428571,1266532.9085714286,277.91,4.72
1291,2612469.851830986,1266973.4285915494,277.91,9.51
1292,2612688.174117647,1266250.7454411765,277.91,6.58
1293,2613148.9295283016,1266756.0116037736,277.91,8.21
1294,2612461.364177215,1266265.750886076,277.89,5.01
1295,2612798.469285714,1266585.3442857144,277.89,6.68
1296,2612841.204324324,1266169.2962162164,277.89,4.85
1297,2613232.513333333,1266897.9300000002,277.89,4.37
1298,2612479.1703726705,1266464.123478261,277.88,7.16
1299,2612689.641904762,1266172.8657142858,277.88,5.17
1300,2612707.799491525,1266109.423220339,277.88,6.13
1301,2613193.397759563,1266710.6565027323,277.88,7.63
1302,2612860.4733734936,1266286.218554217,277.87,5.14
1303,2613122.0961458334,1266827.421145833,277.87,7.82
1304,2612659.377058824,1266097.3447058825,277.86,5.2
1305,2612706.366842105,1266124.7642105264,277.86,2.46
1306,2612833.9973469386,1266082.273877551,277.86,3.95
1307,2612867.716956522,1266287.58,277.86,4.69
1308,2612468.991842105,1266455.099736842,277.84,6.96
1309,2612670.326531792,1266101.8632369942,277.84,7.42
1310,2612744.7816853933,1266630.8580898878,277.84,7.53
1311,2613145.658985507,1266524.6488405797,277.84,6.63
1312,2612726.4715841585,1266291.8819801982,277.81,5.67
1313,2612902.5776744187,1266125.5393023256,277.81,5.23
1314,2613414.1776973684,1266300.7526973684,277.81,9.84
1315,2612672.1151485145,1266698.188910891,277.8,5.67
1316,2612576.634950495,1266530.2334653465,277.79,5.67
1317,2613021.804496644,1266774.5296644296,277.79,6.89
1318,2613285.145625,1266849.8518750002,277.79,7.14
1319,2613355.381612903,1266569.7832258064,277.79,7.02
1320,2612455.63,1266803.629019608,277.78,6.98
1321,2612790.8612138727,1266630.9210404626,277.78,7.42
1322,2613187.4670165745,1266967.187734807,277.78,7.59
1323,2613394.102222222,1266272.5855555555,277.78,5.35
1324,2612404.1823809524,1266370.3276190476,277.77,5.78
1325,2612589.1420481927,1266244.703493976,277.77,7.27
1326,2612362.768888889,1266492.868888889,277.76,5.35
1327,2613272.9533830844,1266747.6272636815,277.76,8.0
1328,2612570.8658490563,1266814.7026415097,277.75,5.81
1329,2612762.5332258064,1266177.3380645162,277.75,4.44
1330,2613068.232484472,1266968.3377639751,277.75,7.16
1331,2612495.4721052637,1266495.6647953216,277.74,7.38
1332,2612763.8585714283,1266132.6657142858,277.74,3.34
1333,2612767.389146341,1266351.473292683,277.74,7.23
1334,2612869.8832894736,1266103.343157895,277.74,6.96
1335,2613200.688333333,1266897.11125,277.74,8.74
1336,2612139.32,1266988.2466666668,277.72,6.91
1337,2613120.58631068,1266810.4999029126,277.71,8.1
1338,2613398.269676113,1266578.4342510125,277.71,8.87
1339,2613187.488490566,1266956.6743396227,277.7,4.11
1340,2613326.218235294,1266711.235462185,277.7,6.15
1341,2612170.106923077,1266613.9415384615,277.69,4.55
1342,2612235.341111111,1266401.191111111,277.69,3.78
1343,2612537.899911504,1266767.5357522124,277.69,6.0
1344,2613142.2402362204,1266268.89496063,277.69,6.36
1345,2613186.340526316,1266950.5273684212,277.69,2.46
1346,2613404.333125,1266157.439375,277.69,5.53
1347,2613486.381131221,1266505.8695927602,277.69,8.39
1348,2612280.4825641024,1266651.112051282,277.68,4.98
1349,2612568.941111111,1266141.468888889,277.68,3.78
1350,2612585.450754717,1266149.4856603774,277.68,4.11
1351,2612653.623333333,1266700.74,277.68,6.91
1352,2612693.8033870966,1266123.0477419356,277.68,6.28
1353,2612797.1850847458,1266121.9655932204,277.68,6.13
1354,2612818.1561627905,1266652.5741860466,277.68,7.4
1355,2613184.008980892,1266869.4175796178,277.68,7.07
1356,2612568.452580645,1266420.1283870968,277.67,4.44
1357,2612735.415714286,1266126.030310559,277.67,7.16
1358,2612757.452314049,1266508.6750413224,277.67,6.21
1359,2612814.4425,1266171.58,277.67,4.22
1360,2612859.247816092,1266120.41045977,277.67,7.44
1361,2612864.011516588,1266876.3217061611,277.67,8.2
1362,2613149.027660819,1266764.729122807,277.67,7.38
1363,2613224.701022727,1266760.6027272728,277.67,7.48
1364,2613228.0802923976,1266806.796374269,277.67,7.38
1365,2612581.7200621115,1266236.58,277.66,7.16
1366,2612814.226153846,1266624.9838461538,277.66,5.75
1367,2612866.446037736,1266524.1083018868,277.66,5.81
1368,2612917.641627907,1266364.603255814,277.66,3.7
1369,2613338.056136364,1266713.9947727274,277.66,5.29
1370,2612857.7459090906,1266679.1822727274,277.65,8.37
1371,2612920.9591457285,1266912.4418090454,277.65,7.96
1372,2613167.263898305,1266915.7444067798,277.65,9.69
1373,2613416.9943724694,1266311.173117409,277.65,8.87
1374,2612475.7835714286,1266502.8657142858,277.64,6.68
1375,2612567.3157142857,1266237.082857143,277.64,7.46
1376,2613153.0378947365,1266287.3036842106,277.64,3.48
1377,2613230.28625,1266903.6685416668,277.64,7.82
1378,2613082.891904762,1266970.2204761906,277.63,8.18
1379,2613155.184913295,1266841.1869364162,277.63,7.42
1380,2613223.135882353,1266943.391764706,277.63,5.2
1381,2613322.64948052,1266681.8235064936,277.63,7.0
1382,2613325.2352631576,1266703.9957894736,277.63,5.5
1383,2612152.1881395346,1266660.4637209305,277.62,5.23
1384,2612240.083333333,1266541.2000000002,277.62,4.89
1385,2612605.4036486484,1266670.802972973,277.62,6.86
1386,2612874.153364486,1266588.7762616824,277.62,5.84
1387,2613140.255,1266277.655,277.61,2.52
1388,2613265.8690243904,1266863.2190243902,277.61,8.08
1389,2612228.9470731704,1266688.4092682928,277.6,5.11
1390,2612467.3012328767,1266411.4978082192,277.6,4.82
1391,2612611.359885057,1266610.275402299,277.6,5.26
1392,2612638.738208955,1266710.7777611942,277.6,6.53
1393,2612996.649230769,1266330.4357692308,277.6,4.07
1394,2613233.688823529,1266913.785882353,277.6,5.7
1395,2613239.3211764703,1266714.9513235297,277.6,6.58
1396,2612245.13,1266440.33,277.59,2.39
1397,2612355.2089473684,1266520.537894737,277.59,5.5
1398,2612714.955358852,1266713.9986602871,277.59,8.16
1399,2612753.0466666664,1266177.7651851852,277.59,4.15
1400,2612887.0232584267,1266693.1417977528,277.59,7.53
1401,2613151.746216216,1266814.8475675676,277.59,7.67
1402,2613191.145873016,1266989.691111111,277.59,6.33
1403,2612571.38257732,1266470.4975257732,277.58,5.56
1404,2612714.241702128,1266557.130531915,277.58,7.74
