Tree_ID,X,Y,Z,Crown_Diameter_m
106,2612648.091832061,1266005.64870229,283.76,6.46
107,2612782.4498198195,1266002.102522523,283.76,5.94
108,2612227.9662068966,1266210.5713793105,283.74,4.3
109,2612674.0461392403,1266048.5420253165,283.73,10.03
110,2612537.433977273,1266013.4010227274,283.7,7.48
111,2612644.1766666668,1266008.4466666668,283.7,4.89
112,2612117.562773109,1266341.3699159664,283.66,6.15
113,2612530.342230216,1266020.7058992807,283.66,6.65
114,2612431.6703726705,1266112.5054658386,283.65,7.16
115,2612763.7498630136,1266088.5354794522,283.63,6.82
116,2612225.9091666667,1266168.1800000002,283.62,6.18
117,2612220.88,1266198.9912903227,283.6,4.44
118,2612292.365714285,1266160.4300000002,283.6,4.72
119,2612765.0629268293,1266070.366585366,283.6,7.23
120,2612161.7966666664,1266261.7466666668,283.59,4.89
121,2612163.556829268,1266244.854390244,283.59,5.11
122,2612438.5278494623,1266114.760107527,283.58,7.69
123,2612309.710645161,1266147.3541935484,283.55,3.14
124,2612177.88,1266233.9023684212,283.54,4.92
125,2612746.469285714,1266087.0234523811,283.54,7.31
126,2612393.785688623,1266158.8764071858,283.5,7.29
127,2612715.6701234565,1266028.5090123457,283.5,7.18
128,2612721.337006369,1266035.4175796178,283.5,7.07
129,2612278.872424242,1266169.686060606,283.49,4.58
130,2612732.542337662,1266010.6774025974,283.45,7.0
131,2612905.98492228,1266217.727668394,283.45,7.84
132,2612664.56939394,1266002.6002020205,283.44,5.61
133,2612746.1995876287,1266010.3583505156,283.43,7.86
134,2612720.63,1266038.4221052632,283.42,2.46
135,2612318.474827586,1266624.663333333,283.41,7.44
136,2612787.0425874125,1266033.6254545455,283.39,6.75
137,2612648.33,1266015.49,283.37,6.91
138,2612111.4633333334,1266126.33,283.36,1.95
139,2612690.1702684565,1266050.1638926174,283.33,6.89
140,2612267.1563888886,1266369.5452777778,283.32,10.7
141,2612405.5377669903,1266115.3664077672,283.32,5.73
142,2612780.593963964,1266059.1836036036,283.32,5.94
143,2612686.482739726,1266086.758082192,283.31,6.82
144,2612767.606190476,1266066.2942857144,283.31,3.66
145,2612391.5075510205,1266126.972857143,283.29,5.59
146,2612686.218235294,1266017.778529412,283.29,4.65
147,2612657.75,1266025.8833333333,283.28,6.91
148,2612338.90247191,1266176.9929213484,283.27,7.53
149,2612417.505862069,1266104.8489655172,283.26,6.79
150,2612109.8534848485,1266275.705,283.22,6.48
151,2612768.41,1266062.27,283.22,3.99
152,2612260.2939344263,1266184.6127868854,283.2,4.41
153,2612322.954074074,1266306.316111111,283.17,5.86
154,2612310.449230769,1266287.3761538465,283.16,6.43
155,2612733.3713793103,1266103.2696551725,283.16,7.44
156,2612795.77516129,1266015.8756989248,283.15,5.44
157,2612785.80037037,1266058.717037037,283.13,6.56
158,2612156.919308176,1266202.8881761008,283.07,7.11
159,2612366.9668055554,1266078.42375,283.07,6.77
160,2612517.321011236,1266023.5519101124,283.07,7.53
161,2612398.253893805,1266134.2215929204,283.06,6.0
162,2613039.282941177,1266950.2961764706,283.06,10.4
163,2612119.852580645,1266268.592903226,283.05,7.02
164,2612270.33,1266177.2133333334,283.04,3.09
165,2612386.2868965515,1266296.3662068967,283.03,9.61
166,2612313.9184615384,1266143.031923077,283.02,4.07
167,2612780.266363636,1266021.636818182,283.02,3.74
168,2612298.9335714285,1266154.222857143,283.01,4.22
169,2612633.12044586,1266010.8411464968,283.08,7.07
170,2612769.0236170213,1266029.835319149,283.01,3.87
171,2612785.415714286,1266025.5621428571,283.0,2.99
172,2612901.998794326,1266080.3565957448,282.99,6.7
173,2612362.386756757,1266104.444864865,282.98,3.43
174,2612730.8633333333,1266075.3752380954,282.98,5.78
175,2612617.2091666665,1266003.721666667,282.97,6.18
176,2612192.018888889,1266221.9966666668,282.96,4.79
177,2612228.7939344263,1266193.875081967,282.96,4.41
178,2612404.3713793103,1266128.5110344829,282.94,5.26
179,2612753.0175739643,1266054.5415384616,282.94,7.33
180,2612308.298831169,1266091.644935065,282.91,4.95
181,2612732.306056338,1266040.2032394367,282.9,6.72
182,2612707.2608411214,1266081.9444859817,282.88,5.84
183,2612318.800886076,1266164.504050633,282.87,5.01
184,2612103.205342465,1266167.860821918,282.86,4.82
185,2612701.6071929825,1266095.5080701755,282.84,9.52
186,2612806.922397661,1266043.4264912282,282.83,10.43
187,2612257.7654166664,1266250.850833333,282.82,5.53
188,2612741.639090909,1266030.6254545455,282.82,7.25
189,2612775.4043055554,1266024.2744444446,282.82,6.77
190,2612250.4503125,1266192.8690625,282.81,4.51
191,2612698.03530303,1266029.492878788,282.8,6.48
192,2612773.01,1266014.34,282.8,3.99
193,2612334.405280899,1266170.9170786515,282.79,5.32
194,2612531.299491525,1266004.3172881356,282.79,4.33
195,2612760.38,1266090.7915384616,282.79,2.88
196,2612195.665087719,1266377.1764912282,282.78,6.02
197,2612341.375454545,1266077.9890909093,282.78,4.18
198,2612706.695359477,1266087.740130719,282.78,6.98
199,2612486.718983051,1266131.2367796612,282.76,6.13
200,2612725.212644628,1266004.9229752067,282.75,6.21
201,2612774.0228571426,1266058.7636734694,282.75,5.59
202,2612842.7684615385,1266087.8815384617,282.75,10.17
203,2612679.59875,1266030.6685416668,282.73,5.53
204,2612724.237843137,1266084.241764706,282.73,5.7
205,2612766.8735897434,1266036.0094871796,282.73,4.98
206,2612767.578979592,1266054.7024489795,282.73,3.95
207,2612335.255,1266126.505,282.7,4.37
208,2612485.1095918366,1266128.692244898,282.7,3.95
209,2612423.7308771927,1266099.680877193,282.69,6.02
210,2612481.3781751823,1266135.7259854015,282.69,6.6
211,2612623.0146153844,1266025.0223076923,282.68,2.88
212,2612419.306691729,1266116.0687218043,282.67,6.51
213,2612305.5977419354,1266175.6122580646,282.66,4.44
214,2612108.116111111,1266354.8966666667,282.63,7.57
215,2612155.9950306746,1266227.4787730062,282.63,7.2
216,2612392.8327027024,1266138.908828829,282.63,5.94
217,2612438.8064705883,1266108.311092437,282.63,6.15
218,2612390.199506726,1266302.8983856502,282.62,8.43
219,2612763.770350877,1266007.834385965,282.62,4.26
220,2612832.5195027622,1266073.2402209945,282.61,7.59
221,2612177.6408695653,1266296.150652174,282.58,5.41
222,2612683.354137931,1266007.0886206897,282.58,6.08
223,2612326.32,1266087.1,282.57,3.99
224,2612697.9578145696,1266051.7852980134,282.55,6.93
225,2612722.907777778,1266067.431851852,282.55,4.15
226,2612759.499047619,1266032.5323809525,282.55,3.66
227,2612992.203033708,1266191.2401123596,282.55,7.53
228,2612410.635617977,1266123.3328089889,282.54,5.32
229,2612760.549254658,1266039.4992546584,282.54,7.16
230,2612689.732631579,1266058.1221052632,282.53,7.78
231,2612744.7465803106,1266103.9504663213,282.52,7.84
232,2612650.005,1266033.58,282.51,4.65
233,2612748.8004545453,1266037.5515909093,282.51,5.29
234,2612115.666585366,1266298.567804878,282.5,3.61
235,2612264.4833834586,1266232.1439097745,282.49,6.51
236,2612411.915714286,1266110.2744444446,282.49,6.33
237,2612424.086349206,1266111.8141269842,282.47,6.33
238,2612902.342765957,1266238.2821276595,282.47,5.47
239,2612142.7657827474,1266547.2365495209,282.46,9.98
240,2612754.72375,1266059.48625,282.46,2.26
241,2612776.283846154,1266068.9287179487,282.46,7.88
242,2612785.144925373,1266040.6770149255,282.45,4.62
243,2612710.980241546,1266018.6886956522,282.43,8.12
244,2612738.2388235293,1266109.2535294115,282.43,7.36
245,2612390.612142857,1266083.0621428571,282.42,2.99
246,2612312.003015873,1266169.595873016,282.4,4.48
247,2612752.175977011,1266039.344367816,282.39,5.26
248,2612320.023939394,1266139.0193939395,282.37,3.24
249,2612386.5,1266131.27,282.36,5.64
250,2612689.7270149253,1266003.512835821,282.35,4.62
251,2612117.248902439,1266424.9641463414,282.34,7.23
252,2612385.9346357617,1266186.3482119206,282.34,6.93
253,2612726.7085714284,1266069.3085714288,282.34,4.72
254,2612431.424776119,1266103.0426865672,282.32,6.53
255,2612782.0793670886,1266046.564177215,282.31,7.09
256,2612959.4624022343,1266298.3034636872,282.31,7.55
257,2612733.668011696,1266066.0390643275,282.3,7.38
258,2612300.4510526317,1266598.1747368425,282.29,7.78
259,2612398.7366666663,1266120.826666667,282.28,4.89
260,2612734.9721052637,1266024.4388516748,282.28,8.16
261,2612754.034255319,1266108.93106383,282.28,3.87
262,2612151.2815151517,1266271.4436363636,282.27,3.24
263,2613135.936748466,1266164.7548466255,282.27,7.2
264,2612626.094285714,1266026.9252380952,282.25,3.66
265,2612666.7761988305,1266041.58877193,282.24,7.38
266,2612650.27516129,1266026.9670967744,282.23,4.44
267,2612379.0098076924,1266139.065576923,282.21,5.75
268,2612704.992068965,1266091.907586207,282.17,4.3
269,2612776.2855555555,1266042.1800000002,282.17,5.35
270,2612784.346535433,1266079.1036220472,282.14,6.36
271,2612183.541764706,1266373.557124183,282.12,6.98
272,2612349.555,1266116.955,282.12,3.57
273,2612380.611308411,1266191.103364486,282.12,5.84
274,2612236.106190476,1266204.9609523811,282.11,2.59
275,2612503.7514285715,1266149.0907142858,282.09,6.68
276,2612662.2485897434,1266033.140897436,282.09,7.05
277,2612732.4514285717,1266061.08,282.09,2.99
278,2612791.03,1266042.23,282.08,3.09
279,2613356.697251462,1266098.6355555556,282.07,7.38
280,2612221.78625,1266215.4654166668,282.06,3.91
281,2612687.5194009217,1266064.7297695854,282.04,8.31
282,2612973.283526971,1266284.704481328,282.03,8.76
283,2612716.0787179484,1266095.6056410258,282.02,3.52
284,2612718.1469491525,1266097.3045762712,282.02,6.13
285,2612755.350338983,1266087.732542373,282.02,4.33
286,2612128.13,1266271.33,282.01,3.48
287,2612185.03625,1266243.3534375,282.01,4.51
288,2612639.8591666664,1266019.663333333,282.01,2.76
289,2612939.493888889,1266296.5577777778,282.01,7.57
290,2612121.1517391303,1266414.1089855074,281.99,4.69
291,2612309.49440678,1266410.9867796612,281.99,7.51
292,2612328.3064705883,1266131.33,281.99,4.65
293,2612792.5675,1266083.8221875,281.99,9.03
294,2612222.4448148147,1266243.0337037037,281.98,4.15
295,2612282.38,1266367.175890411,281.98,6.82
296,2612442.2250920245,1266585.8315337424,281.98,7.2
297,2612140.466842105,1266482.4431578948,281.97,7.78
298,2612223.4845454544,1266271.589090909,281.96,4.18
299,2612406.323877551,1266072.7330612245,281.96,3.95
300,2612107.53625,1266302.23625,281.95,3.19
301,2612114.4810638297,1266282.5480851063,281.95,3.87
302,2612404.148181818,1266171.38,281.94,5.92
303,2612746.586692913,1266096.0642519686,281.94,6.36
304,2612123.225238095,1266293.972857143,281.93,3.66
305,2612169.1135164835,1266318.4041758245,281.93,5.38
306,2612721.986343284,1266091.497910448,282.56,9.24
307,2612873.5388541664,1266218.608645833,281.93,7.82
308,2613324.764765625,1266298.593671875,281.93,9.03
309,2612143.0845454545,1266413.5027272727,281.92,5.92
310,2613112.0682978723,1266149.5417021278,281.92,8.65
311,2613327.9693939392,1266199.3042424242,281.91,10.25
312,2613389.75051282,1266280.3441025645,281.91,7.88
313,2612183.2995402296,1266406.83,281.9,7.44
314,2612855.55481203,1266072.4897744362,281.9,6.51
315,2612740.083333333,1266016.1066666667,281.89,4.89
316,2612713.041149826,1266052.7489895471,281.88,9.56
317,2612720.426511628,1266022.702093023,281.88,5.23
318,2612679.000813397,1266088.5058373206,281.87,8.16
319,2612509.419473684,1266157.267134503,281.86,7.38
320,2612738.4841666664,1266011.757083333,281.86,3.91
321,2612683.71,1266052.525,281.85,5.64
322,2612723.899230769,1266059.8876923078,281.85,2.88
323,2612802.876794872,1266086.721025641,281.82,7.05
324,2612378.865294117,1266092.903529412,281.8,2.33
325,2612193.425918367,1266237.549387755,281.79,3.95
326,2612133.4931840794,1266513.6421890547,281.78,8.0
327,2612771.3345454545,1266062.3527272728,281.78,2.65
328,2612193.185263158,1266367.0826315791,281.77,7.78
329,2612770.342389381,1266081.6153982305,281.77,6.0
330,2612677.63,1266022.4534177217,281.76,5.01
331,2612726.0647826088,1266104.1918012423,281.76,7.16
332,2612776.299753086,1266050.4380246915,281.76,7.18
333,2612103.3464179104,1266265.6098507463,281.83,4.62
334,2612664.467121212,1266054.008030303,281.75,6.48
335,2612714.9448148147,1266079.218888889,281.74,4.15
336,2612393.9966666666,1266180.86,281.73,6.91
337,2612679.2484210525,1266039.3168421052,281.73,6.96
338,2612735.580980392,1266046.173137255,281.72,5.7
339,2612751.399230769,1266059.9646153846,281.72,2.03
340,2612749.390330578,1266063.7990082644,281.71,6.21
341,2612135.4958536583,1266283.5190243905,281.7,3.61
342,2612259.69,1266234.6666666667,281.7,4.89
343,2612637.0093103447,1266014.2179310345,281.7,3.04
344,2612114.435970149,1266267.2964179106,281.69,4.62
345,2612262.898115942,1266379.5981159422,281.69,6.63
346,2612194.143043478,1266387.184347826,281.68,6.05
347,2612915.3327027024,1266224.7286486488,281.68,4.85
348,2612690.277651007,1266035.392080537,281.67,6.89
349,2612969.28037594,1266310.519849624,281.67,6.51
350,2612117.806100629,1266538.0013836478,281.66,7.11
351,2612658.969901478,1266084.089852217,281.66,8.04
352,2612857.63,1266067.605,281.66,3.57
353,2612653.298316832,1266004.1493069308,281.65,5.67
354,2612619.815314685,1266010.6394405595,281.63,6.75
355,2612752.565483871,1266098.4025806452,281.63,3.14
356,2612816.924117647,1266092.978395722,281.62,7.72
357,2613027.4788372093,1266298.688527132,281.62,6.41
358,2612872.2329411763,1266182.499117647,281.61,4.65
359,2612463.1444927533,1266686.855362319,281.6,6.63
360,2612502.2635877864,1266161.1677862597,281.6,6.46
361,2613013.642820513,1266177.0351282053,281.6,7.05
362,2612359.024927536,1266337.4857971016,281.57,6.63
363,2612728.4135820894,1266058.4158208957,281.56,4.62
364,2612385.06939394,1266145.5875757576,281.55,4.58
365,2613023.860994152,1266180.796374269,281.55,7.38
366,2612270.7462790697,1266376.4094573644,281.53,6.41
367,2612790.7758333334,1266010.725833333,281.52,2.76
368,2613377.8070833334,1266279.4202777778,281.52,6.77
369,2612182.3287179484,1266381.3364102566,281.51,4.98
370,2612222.0574193546,1266251.0235483872,281.51,4.44
371,2612663.4008333334,1266066.6784848485,281.51,9.17
372,2613039.852222222,1266216.6425,281.51,6.77
373,2612122.158301886,1266276.3252830189,281.5,4.11
374,2612689.518888889,1266094.4661111112,281.5,7.57
375,2612728.5894594598,1266024.2016216216,281.5,3.43
376,2612895.916516854,1266052.7035955058,281.5,7.53
377,2612181.8089473685,1266440.2273684212,281.49,5.5
378,2612907.086081081,1266075.0631081082,281.49,6.86
379,2612334.9033333333,1266320.0,281.48,4.89
380,2612862.626212121,1266070.3603030303,281.48,6.48
381,2612320.38257732,1266319.2501030928,281.47,5.56
382,2612389.67375,1266151.33,281.47,5.05
383,2612754.4175,1266044.43625,281.47,7.14
384,2613017.4032240435,1266184.5444808744,281.47,7.63
385,2612488.7107453416,1266146.536521739,281.45,7.16
386,2612817.6723728813,1266052.4020338985,281.44,7.51
387,2612175.5683561643,1266398.9361643835,281.43,6.82
388,2612134.021608392,1266428.5135664337,281.41,6.75
389,2612165.977560976,1266429.348292683,281.41,5.11
390,2612493.820677966,1266139.7791525424,281.41,6.13
391,2612966.99038961,1266270.9274025974,281.4,7.0
392,2612369.2966666664,1266099.441111111,281.39,3.39
393,2612703.513333333,1266012.413333333,281.39,5.35
394,2613337.1776190475,1266202.654404762,281.39,7.31
395,2612792.949620253,1266108.2730379747,281.38,7.09
396,2612873.826774193,1266057.2348387097,281.38,7.02
397,2612222.5768085103,1266258.58,281.37,3.87
398,2612720.03,1266080.905,281.36,3.57
399,2612833.1561437906,1266063.8937254902,281.38,6.98
400,2612930.465897436,1266264.4825641026,281.34,7.88
401,2612143.13,1266278.413333333,281.33,2.76
402,2612370.15739726,1266346.9841095891,281.33,4.82
403,2612526.097948718,1266170.6537179488,281.33,7.05
404,2612930.280837989,1266309.9570949725,281.33,7.55
405,2612129.959931973,1266543.3282993198,281.32,6.84
406,2612400.5466666664,1266165.295909091,281.32,6.48
407,2612702.6622580644,1266072.3649462366,281.31,5.44
408,2612740.2919318182,1266055.378295455,281.31,7.48
409,2612172.693492064,1266382.853809524,281.3,6.33
410,2612699.5858823527,1266038.3079411765,281.3,6.58
411,2612108.2239849623,1266428.4822556393,281.29,6.51
412,2612935.132475248,1266255.877029703,281.29,8.02
413,2612199.505,1266398.8925,281.28,2.26
414,2612427.502483221,1266199.8417449666,281.27,6.89
415,2612701.8902040813,1266004.610612245,281.27,5.59
416,2612509.279425287,1266170.6891954024,281.26,5.26
417,2612545.0675,1266012.84875,281.24,5.05
418,2612421.38,1266192.288955224,281.23,6.53
419,2612658.8373170733,1266059.9336585368,281.23,5.11
420,2612785.2992307693,1266378.1671794872,281.23,7.88
421,2612173.9863829785,1266434.3565957448,281.22,5.47
422,2612399.6103149606,1266175.391023622,281.22,6.36
423,2612695.732739726,1266089.1416438357,281.22,4.82
424,2612707.753076923,1266058.3723076924,281.22,4.55
425,2612881.81457944,1266078.3790654207,281.22,8.25
426,2612285.1953266333,1266394.147839196,281.21,7.96
427,2612342.95278481,1266337.8711392407,281.21,5.01
428,2612135.7022891566,1266423.3872289157,281.19,5.14
429,2612676.273884892,1266060.5979856115,281.19,6.65
430,2612789.6137398374,1266096.45398374,281.18,6.26
431,2612240.5678378376,1266787.6286486487,281.17,7.67
432,2612288.6132402234,1266416.2168715084,281.17,7.55
433,2612714.2513768114,1266105.186884058,281.17,9.37
434,2612147.0082894736,1266464.9385526318,281.15,6.96
435,2612164.0560869565,1266390.7713043478,281.15,6.05
436,2612120.676052632,1266399.0339473684,281.14,4.92
437,2612672.468235294,1266013.33,281.14,4.65
438,2613143.705342465,1266162.1964383563,281.14,6.82
439,2612157.9166666665,1266424.2733333334,281.13,4.89
440,2612883.492068965,1266202.867356322,281.11,5.26
441,2612191.928561151,1266401.6087769784,281.1,6.65
442,2612449.7784848483,1266227.6496969697,281.1,7.25
443,2612813.5394827584,1266255.1231034484,281.1,6.08
444,2612431.7830612245,1266592.1896938777,281.09,7.9
445,2612900.6085276078,1266072.043190184,281.09,7.2
446,2612956.5462011173,1266311.7755307264,281.09,7.55
447,2612756.65892562,1266113.58,281.07,6.21
448,2612801.921891892,1266465.9772972974,281.06,7.67
449,2612912.219041096,1266247.860821918,281.06,4.82
450,2612703.0883333334,1266030.6425,281.05,2.76
451,2612517.050289855,1266164.4386956522,281.04,6.63
452,2612359.869393939,1266354.4557575758,281.01,7.25
453,2612781.163783784,1266097.0867567568,280.99,4.85
454,2612847.7586764703,1266064.686617647,280.98,6.58
455,2612352.044893617,1266339.2342553192,280.97,5.47
456,2612721.860769231,1266063.003076923,280.97,2.88
457,2612913.9793975903,1266076.3330120482,280.95,5.14
458,2612124.1164864865,1266258.120540541,280.94,4.85
459,2612151.8157142857,1266434.3871428573,280.94,4.72
460,2612898.017640449,1266040.58,280.94,5.32
461,2612185.9975213674,1266392.8962393163,280.93,6.1
462,2612708.881798561,1266065.3569784174,280.93,6.65
463,2612683.6994444444,1266075.9619444446,280.92,4.79
464,2612721.000967742,1266054.7950537635,280.92,5.44
465,2612337.3853191487,1266305.1544680852,280.91,5.47
466,2612759.563333333,1266046.8133333337,280.91,2.19
467,2612651.88,1266020.58,280.9,3.09
468,2612851.0354054053,1266066.802972973,280.9,4.85
469,2612894.7225925927,1266042.894814815,280.88,5.08
470,2612673.599135802,1266024.8392592594,280.87,5.08
471,2612699.091722488,1266541.4771291867,280.86,8.16
472,2612439.091111111,1266213.105,280.85,7.57
473,2612710.641235955,1266075.5856179777,280.85,5.32
474,2612136.56902439,1266408.2263414634,280.84,5.11
475,2612432.5826627216,1266207.636213018,280.84,7.33
476,2612706.5665079365,1266069.984761905,280.84,4.48
477,2613214.351804511,1266910.700300752,280.84,6.51
478,2612745.0585714285,1266071.3514285714,280.83,3.34
479,2612707.4425,1266029.4003125,280.82,4.51
480,2612723.19,1266051.12,280.82,2.82
481,2612763.3091443847,1266343.5078074867,280.82,7.72
482,2612164.12132948,1266986.2794219654,280.81,7.42
483,2612346.102222222,1266325.753611111,280.81,4.79
484,2612738.9172340427,1266080.3885106384,280.81,3.87
485,2612106.7341666664,1266433.4185416668,280.8,5.53
486,2612675.6855555554,1266106.3128042328,280.8,7.76
487,2612805.5711764703,1266068.374117647,280.8,5.2
488,2612812.9216666664,1266203.6573809525,280.8,5.17
489,2612788.633472222,1266103.4515277778,280.79,6.77
490,2612127.9595454545,1266403.8015909093,280.78,5.29
491,2612722.507777777,1266073.5577777778,280.78,3.78
492,2612759.1855555554,1266079.4009876545,280.78,5.08
493,2612983.260952381,1266236.2426984129,280.78,6.33
494,2612444.6848780485,1266280.2141463414,280.76,7.23
495,2612732.0601470587,1266051.0726470589,280.76,6.58
496,2612735.384716981,1266079.400754717,280.76,4.11
497,2612742.5688888887,1266023.6022222224,280.87,5.35
498,2612758.587547169,1266101.8394339622,280.76,5.81
499,2612695.6095918366,1266065.7330612245,280.74,5.59
500,2612835.1939097745,1266105.5367669174,280.74,9.2
501,2612825.399911504,1266076.825575221,280.73,8.48
502,2612205.350930233,1266454.5625581397,280.72,5.23
503,2612697.487142857,1266023.199047619,280.72,3.66
504,2612991.405132275,1266288.781058201,280.72,7.76
505,2612820.786626506,1266100.3149397592,280.71,5.14
506,2612840.3149315068,1266095.682739726,280.71,6.82
507,2612725.057536232,1266054.116231884,280.7,4.69
508,2612709.1948148147,1266104.5151851852,280.66,4.15
509,2612142.248556701,1266475.6676288662,280.65,5.56
510,2612143.2649206347,1266326.8815873016,280.64,4.48
511,2612441.5983544304,1266265.7065822785,280.64,7.09
512,2612532.9718079097,1266191.5376271186,280.64,7.51
513,2612907.3630097085,1266197.7110679613,280.64,5.73
514,2612224.874897959,1266289.3453061224,280.63,3.95
515,2612259.886756757,1266345.2691891892,280.63,4.85
516,2612432.885952381,1266338.7079761906,280.63,7.31
517,2612658.80287234,1266337.574680851,280.63,7.74
518,2612809.6594117647,1266087.6747712418,280.62,6.98
519,2612920.2679310343,1266216.9420689656,280.62,5.26
520,2612290.314713376,1266400.6405095542,280.6,7.07
