Tree_ID,X,Y,Z,Tree_Height_m,Crown_Height_m,Crown_Diameter_m,Trunk_Height_m,Trunk_Diameter_m,Crown_R,Crown_G,Crown_B,Trunk_R,Trunk_G,Trunk_B
57,2612708.391658031,1266036.989326425,271.25000007629393,13.33,8.886667,7.84,4.4433336,1.3066666666666666,42.0,49.0,46.0,139.0,69.0,19.0
58,2612258.546,1266083.904,275.70000034332276,8.86,5.9066668,6.31,2.9533334,1.0516666666666665,42.0,49.0,46.0,139.0,69.0,19.0
59,2612725.745702479,1266029.199834711,271.89999965667727,12.64,8.426667,6.21,4.2133336,1.035,42.0,49.0,46.0,139.0,69.0,19.0
60,2612240.696666667,1266200.5133333334,274.6600001144409,9.87,6.58,3.78,3.29,0.6299999999999999,42.0,49.0,46.0,139.0,69.0,19.0
61,2612725.4020588235,1266043.734411765,271.32999992370605,13.17,8.780001,9.3,4.3900003,1.55,42.0,49.0,46.0,139.0,69.0,19.0
62,2612124.1162068965,1266201.0386206897,274.99,9.5,6.3333335,6.79,3.1666667,1.1316666666666666,42.0,49.0,46.0,139.0,69.0,19.0
63,2612116.001794872,1266197.485982906,275.04999969482424,9.43,6.286667,6.1,3.1433334,1.0166666666666666,42.0,49.0,46.0,139.0,69.0,19.0
64,2612141.328895028,1266213.7567955805,274.8200001525879,9.66,6.44,7.59,3.22,1.265,42.0,49.0,46.0,139.0,69.0,19.0
65,2612179.6483823527,1266308.874117647,273.7800001907349,10.7,7.133333,6.58,3.5666666,1.0966666666666667,42.0,49.0,46.0,139.0,69.0,19.0
66,2612760.652727273,1266022.636818182,271.7799998855591,12.63,8.42,3.74,4.21,0.6233333333333333,42.0,49.0,46.0,139.0,69.0,19.0
67,2612789.884464286,1266006.6692857144,271.99000015258787,12.41,8.273334,5.97,4.136667,0.9949999999999999,42.0,49.0,46.0,139.0,69.0,19.0
68,2613245.7185608856,1266728.305092251,265.7599991607666,18.62,12.413334,9.29,6.206667,1.5483333333333331,42.0,49.0,46.0,139.0,69.0,19.0
69,2612106.56902439,1266239.7141463414,274.29000007629395,10.08,6.7200003,6.26,3.3600001,1.0433333333333332,42.0,49.0,46.0,139.0,69.0,19.0
70,2612157.6743548387,1266316.656612903,273.13000022888184,11.24,7.4933333,6.28,3.7466667,1.0466666666666666,42.0,49.0,46.0,139.0,69.0,19.0
71,2612130.181351351,1266346.6232432434,273.14999996185304,11.21,7.4733334,7.67,3.7366667,1.2783333333333333,42.0,49.0,46.0,139.0,69.0,19.0
72,2612190.2966666664,1266176.1697435898,275.41999969482424,8.93,5.953334,6.1,2.976667,1.0166666666666666,42.0,49.0,46.0,139.0,69.0,19.0
73,2612626.3904166664,1266007.116458333,273.70999965667727,10.64,7.0933337,5.53,3.5466669,0.9216666666666666,42.0,49.0,46.0,139.0,69.0,19.0
74,2612251.979593496,1266236.5312195122,274.2200001144409,10.12,6.746667,6.26,3.3733335,1.0433333333333332,42.0,49.0,46.0,139.0,69.0,19.0
75,2612184.9784848485,1266098.6254545455,276.51999980926513,7.8,5.2000003,5.61,2.6000001,0.935,42.0,49.0,46.0,139.0,69.0,19.0
76,2612272.018888889,1266248.456068376,273.859999961853,10.46,6.9733334,6.1,3.4866667,1.0166666666666666,42.0,49.0,46.0,139.0,69.0,19.0
77,2612102.9461764703,1266241.499117647,274.30000045776364,9.98,6.653333,4.65,3.3266666,0.775,42.0,49.0,46.0,139.0,69.0,19.0
78,2612111.652222222,1266184.3244444446,275.3700003814697,8.9,5.9333334,6.56,2.9666667,1.0933333333333333,42.0,49.0,46.0,139.0,69.0,19.0
79,2612275.784811716,1266221.7620083685,274.32000019073485,9.95,6.633333,8.72,3.3166666,1.4533333333333334,42.0,49.0,46.0,139.0,69.0,19.0
80,2612629.995079365,1266004.8577777778,273.28000045776366,10.98,7.3199997,4.48,3.6599998,0.7466666666666667,42.0,49.0,46.0,139.0,69.0,19.0
81,2612778.706923077,1266032.5463461538,271.3199996948242,12.93,8.620001,5.75,4.3100004,0.9583333333333333,42.0,49.0,46.0,139.0,69.0,19.0
82,2612173.4633333334,1266252.8022222223,274.3000004196167,9.94,6.6266665,4.48,3.3133333,0.7466666666666667,42.0,49.0,46.0,139.0,69.0,19.0
83,2612693.973283582,1266081.3486567163,269.6299996185303,14.6,9.733334,9.24,4.866667,1.54,42.0,49.0,46.0,139.0,69.0,19.0
84,2612669.339876544,1266006.5923456792,272.81999988555907,11.38,7.586667,8.79,3.7933335,1.4649999999999999,42.0,49.0,46.0,139.0,69.0,19.0
85,2612654.579275362,1266040.346304348,271.81999984741213,12.34,8.226667,9.37,4.1133337,1.5616666666666665,42.0,49.0,46.0,139.0,69.0,19.0
86,2612796.2966666664,1266064.8577777778,271.3499995803833,12.81,8.540001,9.87,4.2700005,1.6449999999999998,42.0,49.0,46.0,139.0,69.0,19.0
87,2612766.4376923074,1266025.2626923078,271.96999992370604,12.17,8.113334,4.07,4.056667,0.6783333333333333,42.0,49.0,46.0,139.0,69.0,19.0
88,2612304.285737705,1266186.4898360656,274.5699995803833,9.56,6.373334,6.23,3.186667,1.0383333333333333,42.0,49.0,46.0,139.0,69.0,19.0
89,2612134.020625,1266334.908125,272.8800004196167,11.19,7.46,6.38,3.73,1.0633333333333332,42.0,49.0,46.0,139.0,69.0,19.0
90,2612730.4022772275,1266016.6790099011,272.0499995422363,12.02,8.013334,5.67,4.006667,0.945,42.0,49.0,46.0,139.0,69.0,19.0
91,2612143.755,1266205.47,275.1700003433227,8.86,5.9066668,5.64,2.9533334,0.94,42.0,49.0,46.0,139.0,69.0,19.0
92,2612770.74875,1266019.3050000002,271.74999977111815,12.26,8.173334,5.05,4.086667,0.8416666666666666,42.0,49.0,46.0,139.0,69.0,19.0
93,2612262.107272727,1266089.663333333,275.60000011444095,8.37,5.58,6.48,2.79,1.08,42.0,49.0,46.0,139.0,69.0,19.0
94,2612513.012022472,1266010.5996629214,273.5799996566773,10.39,6.926667,7.53,3.4633336,1.255,42.0,49.0,46.0,139.0,69.0,19.0
95,2612520.9191791043,1266010.5277611942,273.7299997329712,10.22,6.8133335,9.24,3.4066668,1.54,42.0,49.0,46.0,139.0,69.0,19.0
96,2612724.3648066297,1266016.0219889504,272.20000019073484,11.7,7.8,7.59,3.9,1.265,42.0,49.0,46.0,139.0,69.0,19.0
97,2612300.1408695653,1266180.1560869566,274.82999980926513,9.05,6.033334,6.63,3.016667,1.105,42.0,49.0,46.0,139.0,69.0,19.0
98,2612777.104576271,1266037.546101695,271.5699995803833,12.31,8.206667,4.33,4.1033335,0.7216666666666667,42.0,49.0,46.0,139.0,69.0,19.0
99,2612142.6465289253,1266438.87338843,271.0599995422363,12.77,8.513334,6.21,4.256667,1.035,42.0,49.0,46.0,139.0,69.0,19.0
100,2612146.08,1266439.28,270.9899998474121,12.84,8.56,4.37,4.28,0.7283333333333333,42.0,49.0,46.0,139.0,69.0,19.0
101,2612274.3106722687,1266135.3068907564,275.14999992370605,8.67,5.78,6.15,2.89,1.025,42.0,49.0,46.0,139.0,69.0,19.0
102,2612201.2123529413,1266230.8388235294,274.53999954223633,9.27,6.1800003,5.2,3.0900002,0.8666666666666667,42.0,49.0,46.0,139.0,69.0,19.0
103,2612129.657173913,1266287.4876086956,273.5900004196167,10.19,6.793333,5.41,3.3966665,0.9016666666666666,42.0,49.0,46.0,139.0,69.0,19.0
104,2612716.1444927533,1266007.025652174,272.5900004196167,11.19,7.46,6.63,3.73,1.105,42.0,49.0,46.0,139.0,69.0,19.0
105,2612786.195116279,1266070.028837209,271.5400002288818,12.24,8.16,8.27,4.08,1.3783333333333332,42.0,49.0,46.0,139.0,69.0,19.0
106,2612648.091832061,1266005.64870229,273.01,10.75,7.166667,6.46,3.5833335,1.0766666666666667,42.0,49.0,46.0,139.0,69.0,19.0
107,2612782.4498198195,1266002.102522523,271.9499995803833,11.81,7.873334,5.94,3.936667,0.99,42.0,49.0,46.0,139.0,69.0,19.0
108,2612227.9662068966,1266210.5713793105,274.41000007629395,9.33,6.2200003,4.3,3.1100001,0.7166666666666666,42.0,49.0,46.0,139.0,69.0,19.0
109,2612674.0461392403,1266048.5420253165,271.0599999237061,12.67,8.446667,10.03,4.2233334,1.6716666666666664,42.0,49.0,46.0,139.0,69.0,19.0
110,2612537.433977273,1266013.4010227274,273.1499998092651,10.55,7.033334,7.48,3.516667,1.2466666666666666,42.0,49.0,46.0,139.0,69.0,19.0
111,2612644.1766666668,1266008.4466666668,273.09999961853026,10.6,7.066667,4.89,3.5333335,0.815,42.0,49.0,46.0,139.0,69.0,19.0
112,2612117.562773109,1266341.3699159664,273.16,10.5,7.0,6.15,3.5,1.025,42.0,49.0,46.0,139.0,69.0,19.0
113,2612530.342230216,1266020.7058992807,272.4300004577637,11.23,7.4866667,6.65,3.7433333,1.1083333333333334,42.0,49.0,46.0,139.0,69.0,19.0
114,2612431.6703726705,1266112.5054658386,273.22999992370603,10.42,6.9466667,7.16,3.4733334,1.1933333333333334,42.0,49.0,46.0,139.0,69.0,19.0
115,2612763.7498630136,1266088.5354794522,271.3599995422363,12.27,8.18,6.82,4.09,1.1366666666666667,42.0,49.0,46.0,139.0,69.0,19.0
116,2612225.9091666667,1266168.1800000002,275.1400004577637,8.48,5.653333,6.18,2.8266666,1.0299999999999998,42.0,49.0,46.0,139.0,69.0,19.0
117,2612220.88,1266198.9912903227,274.6799999237061,8.92,5.9466667,4.44,2.9733334,0.74,42.0,49.0,46.0,139.0,69.0,19.0
118,2612292.365714285,1266160.4300000002,274.82000026702883,8.78,5.8533335,4.72,2.9266667,0.7866666666666666,42.0,49.0,46.0,139.0,69.0,19.0
119,2612765.0629268293,1266070.366585366,274.6799999237061,8.92,5.9466667,7.23,2.9733334,1.205,42.0,49.0,46.0,139.0,69.0,19.0
120,2612161.7966666664,1266261.7466666668,274.09,9.5,6.3333335,4.89,3.1666667,0.815,42.0,49.0,46.0,139.0,69.0,19.0
121,2612163.556829268,1266244.854390244,274.36999973297117,9.22,6.146667,5.11,3.0733335,0.8516666666666667,42.0,49.0,46.0,139.0,69.0,19.0
122,2612438.5278494623,1266114.760107527,273.0599995422363,10.52,7.013334,7.69,3.506667,1.2816666666666667,42.0,49.0,46.0,139.0,69.0,19.0
123,2612309.710645161,1266147.3541935484,274.6100004196167,8.94,5.96,3.14,2.98,0.5233333333333333,42.0,49.0,46.0,139.0,69.0,19.0
124,2612177.88,1266233.9023684212,274.6199999237061,8.92,5.9466667,4.92,2.9733334,0.82,42.0,49.0,46.0,139.0,69.0,19.0
125,2612746.469285714,1266087.0234523811,271.000000038147,12.54,8.360001,7.31,4.1800003,1.2183333333333333,42.0,49.0,46.0,139.0,69.0,19.0
126,2612393.785688623,1266158.8764071858,273.60999965667725,9.89,6.5933337,7.29,3.2966669,1.2149999999999999,42.0,49.0,46.0,139.0,69.0,19.0
127,2612715.6701234565,1266028.5090123457,271.82999992370605,11.67,7.78,7.18,3.89,1.1966666666666665,42.0,49.0,46.0,139.0,69.0,19.0
128,2612721.337006369,1266035.4175796178,271.7700004577637,11.73,7.8199997,7.07,3.9099998,1.1783333333333332,42.0,49.0,46.0,139.0,69.0,19.0
129,2612278.872424242,1266169.686060606,275.0100004577637,8.48,5.653333,4.58,2.8266666,0.7633333333333333,42.0,49.0,46.0,139.0,69.0,19.0
130,2612732.542337662,1266010.6774025974,272.2100002288818,11.24,7.4933333,7.0,3.7466667,1.1666666666666665,42.0,49.0,46.0,139.0,69.0,19.0
131,2612905.98492228,1266217.727668394,271.34999961853026,12.1,8.066668,7.84,4.033334,1.3066666666666666,42.0,49.0,46.0,139.0,69.0,19.0
132,2612664.56939394,1266002.6002020205,272.96000045776367,10.48,6.9866667,5.61,3.4933333,0.935,42.0,49.0,46.0,139.0,69.0,19.0
133,2612746.1995876287,1266010.3583505156,271.8699995803833,11.56,7.706667,7.86,3.8533335,1.31,42.0,49.0,46.0,139.0,69.0,19.0
134,2612720.63,1266038.4221052632,271.3900002670288,12.03,8.02,2.46,4.01,0.41,42.0,49.0,46.0,139.0,69.0,19.0
135,2612318.474827586,1266624.663333333,268.85999980926516,14.55,9.700001,7.44,4.8500004,1.24,42.0,49.0,46.0,139.0,69.0,19.0
136,2612787.0425874125,1266033.6254545455,271.91000045776366,11.48,7.653333,6.75,3.8266666,1.125,42.0,49.0,46.0,139.0,69.0,19.0
137,2612648.33,1266015.49,273.22999965667725,10.14,6.76,6.91,3.38,1.1516666666666666,42.0,49.0,46.0,139.0,69.0,19.0
138,2612111.4633333334,1266126.33,276.66999994277955,6.69,4.46,1.95,2.23,0.32499999999999996,42.0,49.0,46.0,139.0,69.0,19.0
139,2612690.1702684565,1266050.1638926174,270.83,12.5,8.333334,6.89,4.166667,1.1483333333333332,42.0,49.0,46.0,139.0,69.0,19.0
140,2612267.1563888886,1266369.5452777778,271.01999980926513,12.3,8.200001,10.7,4.1000004,1.7833333333333332,42.0,49.0,46.0,139.0,69.0,19.0
141,2612405.5377669903,1266115.3664077672,273.55999977111816,9.76,6.506667,5.73,3.2533336,0.9550000000000001,42.0,49.0,46.0,139.0,69.0,19.0
142,2612780.593963964,1266059.1836036036,271.0400002670288,12.28,8.1866665,5.94,4.0933332,0.99,42.0,49.0,46.0,139.0,69.0,19.0
143,2612686.482739726,1266086.758082192,268.81,14.5,9.666667,6.82,4.8333335,1.1366666666666667,42.0,49.0,46.0,139.0,69.0,19.0
144,2612767.606190476,1266066.2942857144,271.1799998855591,12.13,8.086667,3.66,4.0433335,0.61,42.0,49.0,46.0,139.0,69.0,19.0
145,2612391.5075510205,1266126.972857143,273.6599998855591,9.63,6.42,5.59,3.21,0.9316666666666666,42.0,49.0,46.0,139.0,69.0,19.0
146,2612686.218235294,1266017.778529412,272.30000022888186,10.99,7.326667,4.65,3.6633334,0.775,42.0,49.0,46.0,139.0,69.0,19.0
147,2612657.75,1266025.8833333333,272.03,11.25,7.5,6.91,3.75,1.1516666666666666,42.0,49.0,46.0,139.0,69.0,19.0
148,2612338.90247191,1266176.9929213484,274.1100001525879,9.16,6.1066666,7.53,3.0533333,1.255,42.0,49.0,46.0,139.0,69.0,19.0
149,2612417.505862069,1266104.8489655172,273.43000007629394,9.83,6.5533333,6.79,3.2766666,1.1316666666666666,42.0,49.0,46.0,139.0,69.0,19.0
150,2612109.8534848485,1266275.705,273.6199996185303,9.6,6.4000006,6.48,3.2000003,1.08,42.0,49.0,46.0,139.0,69.0,19.0
151,2612768.41,1266062.27,271.1100003433228,12.11,8.073334,3.99,4.036667,0.665,42.0,49.0,46.0,139.0,69.0,19.0
152,2612260.2939344263,1266184.6127868854,274.84999961853026,8.35,5.566667,4.41,2.7833335,0.735,42.0,49.0,46.0,139.0,69.0,19.0
153,2612322.954074074,1266306.316111111,272.42,10.75,7.166667,5.86,3.5833335,0.9766666666666667,42.0,49.0,46.0,139.0,69.0,19.0
154,2612310.449230769,1266287.3761538465,273.0299998855591,10.13,6.7533336,6.43,3.3766668,1.0716666666666665,42.0,49.0,46.0,139.0,69.0,19.0
155,2612733.3713793103,1266103.2696551725,269.870000038147,13.29,8.860001,7.44,4.4300003,1.24,42.0,49.0,46.0,139.0,69.0,19.0
156,2612795.77516129,1266015.8756989248,271.79999961853025,11.35,7.566667,5.44,3.7833335,0.9066666666666667,42.0,49.0,46.0,139.0,69.0,19.0
157,2612785.80037037,1266058.717037037,271.0399998474121,12.09,8.06,6.56,4.03,1.0933333333333333,42.0,49.0,46.0,139.0,69.0,19.0
158,2612156.919308176,1266202.8881761008,275.03000003814697,8.04,5.36,7.11,2.68,1.185,42.0,49.0,46.0,139.0,69.0,19.0
159,2612366.9668055554,1266078.42375,274.74000007629394,8.33,5.5533333,6.77,2.7766666,1.1283333333333332,42.0,49.0,46.0,139.0,69.0,19.0
160,2612517.321011236,1266023.5519101124,272.2900002670288,10.78,7.1866665,7.53,3.5933332,1.255,42.0,49.0,46.0,139.0,69.0,19.0
161,2612398.253893805,1266134.2215929204,273.41000038146973,9.65,6.4333334,6.0,3.2166667,1.0,42.0,49.0,46.0,139.0,69.0,19.0
162,2613039.282941177,1266950.2961764706,266.4399991607666,16.62,11.080001,10.4,5.5400004,1.7333333333333334,42.0,49.0,46.0,139.0,69.0,19.0
163,2612119.852580645,1266268.592903226,273.90000038146974,9.15,6.1,7.02,3.05,1.17,42.0,49.0,46.0,139.0,69.0,19.0
164,2612270.33,1266177.2133333334,274.96000007629397,8.08,5.386667,3.09,2.6933334,0.5149999999999999,42.0,49.0,46.0,139.0,69.0,19.0
165,2612386.2868965515,1266296.3662068967,271.6399996566772,11.39,7.5933337,9.61,3.7966669,1.6016666666666666,42.0,49.0,46.0,139.0,69.0,19.0
166,2612313.9184615384,1266143.031923077,274.66999961853026,8.35,5.566667,4.07,2.7833335,0.6783333333333333,42.0,49.0,46.0,139.0,69.0,19.0
167,2612780.266363636,1266021.636818182,271.54000045776365,11.48,7.653333,3.74,3.8266666,0.6233333333333333,42.0,49.0,46.0,139.0,69.0,19.0
168,2612298.9335714285,1266154.222857143,274.7099998092651,8.3,5.533334,4.22,2.766667,0.7033333333333333,42.0,49.0,46.0,139.0,69.0,19.0
169,2612633.12044586,1266010.8411464968,272.69999988555907,10.38,6.92,7.07,3.46,1.1783333333333332,42.0,49.0,46.0,139.0,69.0,19.0
170,2612769.0236170213,1266029.835319149,271.53000045776366,11.48,7.653333,3.87,3.8266666,0.645,42.0,49.0,46.0,139.0,69.0,19.0
171,2612785.415714286,1266025.5621428571,271.6899995803833,11.31,7.5400004,2.99,3.7700002,0.49833333333333335,42.0,49.0,46.0,139.0,69.0,19.0
172,2612901.998794326,1266080.3565957448,270.3300001525879,12.66,8.440001,6.7,4.2200003,1.1166666666666667,42.0,49.0,46.0,139.0,69.0,19.0
173,2612362.386756757,1266104.444864865,274.20999954223635,8.77,5.8466673,3.43,2.9233336,0.5716666666666667,42.0,49.0,46.0,139.0,69.0,19.0
174,2612730.8633333333,1266075.3752380954,270.5599999237061,12.42,8.280001,5.78,4.1400003,0.9633333333333334,42.0,49.0,46.0,139.0,69.0,19.0
175,2612617.2091666665,1266003.721666667,273.3699996185303,9.6,6.4000006,6.18,3.2000003,1.0299999999999998,42.0,49.0,46.0,139.0,69.0,19.0
176,2612192.018888889,1266221.9966666668,274.73000045776365,8.23,5.4866667,4.79,2.7433333,0.7983333333333333,42.0,49.0,46.0,139.0,69.0,19.0
177,2612228.7939344263,1266193.875081967,274.6899995422363,8.27,5.513334,4.41,2.756667,0.735,42.0,49.0,46.0,139.0,69.0,19.0
178,2612404.3713793103,1266128.5110344829,273.63999980926513,9.3,6.2000003,5.26,3.1000001,0.8766666666666666,42.0,49.0,46.0,139.0,69.0,19.0
179,2612753.0175739643,1266054.5415384616,271.33999961853027,11.6,7.7333336,7.33,3.8666668,1.2216666666666667,42.0,49.0,46.0,139.0,69.0,19.0
