Tree_ID,X,Y,Z,Tree_Height_m,Crown_Height_m,Crown_Diameter_m,Trunk_Height_m,Trunk_Diameter_m,Crown_R,Crown_G,Crown_B,Trunk_R,Trunk_G,Trunk_B
3222.0,2612461.836896552,1266985.4420689656,253.82999965667727,9.64,6.426667,3.04,3.2133336,0.5066666666666666,42.0,49.0,46.0,139.0,69.0,19.0
3223.0,2613378.243207547,1266737.900754717,255.68999977111815,7.76,5.1733336,5.81,2.5866668,0.9683333333333333,42.0,49.0,46.0,139.0,69.0,19.0
3224.0,2612556.43,1266989.38,257.41999977111817,6.01,4.006667,2.19,2.0033336,0.365,42.0,49.0,46.0,139.0,69.0,19.0
3225.0,2612458.862142857,1266984.9192857144,254.08000007629397,9.33,6.2200003,2.99,3.1100001,0.49833333333333335,42.0,49.0,46.0,139.0,69.0,19.0
3226.0,2612496.6881395346,1266992.876511628,253.58999958038328,9.81,6.5400004,7.4,3.2700002,1.2333333333333334,42.0,49.0,46.0,139.0,69.0,19.0
3227.0,2612515.0547787608,1266995.6242477878,253.4200004196167,9.94,6.6266665,6.0,3.3133333,1.0,42.0,49.0,46.0,139.0,69.0,19.0
3228.0,2613336.3506703908,1266815.228044693,253.39000034332275,9.86,6.5733333,7.55,3.2866666,1.2583333333333333,42.0,49.0,46.0,139.0,69.0,19.0
3229.0,2613430.4896491226,1266708.2992982457,255.79999992370608,7.42,4.9466667,4.26,2.4733334,0.71,42.0,49.0,46.0,139.0,69.0,19.0
3230.0,2612528.737142857,1266990.83,255.4199998855591,7.63,5.086667,4.22,2.5433335,0.7033333333333333,42.0,49.0,46.0,139.0,69.0,19.0
3231.0,2612526.655,1266993.6800000002,253.89000007629397,9.08,6.0533333,3.57,3.0266666,0.595,42.0,49.0,46.0,139.0,69.0,19.0
3232.0,2613310.655,1266817.8925,255.81000009536746,7.1,4.7333336,3.57,2.3666668,0.595,42.0,49.0,46.0,139.0,69.0,19.0
3233.0,2612519.5597752808,1266992.7204494383,253.69000019073485,9.2,6.133333,7.53,3.0666666,1.255,42.0,49.0,46.0,139.0,69.0,19.0
3234.0,2612522.33,1266986.8030769231,253.92000011444094,8.87,5.9133334,4.55,2.9566667,0.7583333333333333,42.0,49.0,46.0,139.0,69.0,19.0
3235.0,2612505.5071929824,1266994.930877193,253.51000019073484,8.7,5.8,4.26,2.9,0.71,42.0,49.0,46.0,139.0,69.0,19.0
3236.0,2613365.117804878,1266988.8117073171,253.17000038146972,8.9,5.9333334,5.11,2.9666667,0.8516666666666667,42.0,49.0,46.0,139.0,69.0,19.0
3237.0,2613467.02375,1266614.0862500002,257.0100000762939,4.83,3.22,5.05,1.61,0.8416666666666666,42.0,49.0,46.0,139.0,69.0,19.0
3238.0,2613366.63,1266971.8953846155,252.69999996185305,8.71,5.806667,4.55,2.9033334,0.7583333333333333,42.0,49.0,46.0,139.0,69.0,19.0
3239.0,2613365.972465753,1266956.3197260275,252.20999965667727,9.14,6.0933337,4.82,3.0466669,0.8033333333333333,42.0,49.0,46.0,139.0,69.0,19.0
3240.0,2613366.4116901406,1266981.361690141,252.9199998855591,8.38,5.586667,4.75,2.7933335,0.7916666666666666,42.0,49.0,46.0,139.0,69.0,19.0
3241.0,2612469.269534884,1266997.587751938,253.97000022888182,6.74,4.4933333,6.41,2.2466667,1.0683333333333334,42.0,49.0,46.0,139.0,69.0,19.0
3242.0,2613365.487142857,1266963.6335714287,252.36999994277954,7.94,5.2933335,2.99,2.6466668,0.49833333333333335,42.0,49.0,46.0,139.0,69.0,19.0
3243.0,2613365.1619148934,1266927.175744681,251.72000038146973,8.4,5.6,3.87,2.8,0.645,42.0,49.0,46.0,139.0,69.0,19.0
3244.0,2613469.63,1266887.13,251.34000007629396,8.58,5.7200003,1.78,2.8600001,0.29666666666666663,42.0,49.0,46.0,139.0,69.0,19.0
3245.0,2613363.63,1266893.08,250.90999961853026,8.1,5.4000006,4.95,2.7000003,0.825,42.0,49.0,46.0,139.0,69.0,19.0
3246.0,2613364.13,1266901.08,250.96000017166136,7.43,4.9533334,2.19,2.4766667,0.365,42.0,49.0,46.0,139.0,69.0,19.0
3247.0,2613363.6783870966,1266911.1283870968,251.02999979019165,7.28,4.8533335,3.14,2.4266667,0.5233333333333333,42.0,49.0,46.0,139.0,69.0,19.0
3248.0,2613492.638403361,1266725.861512605,250.58999996185304,7.71,5.1400003,6.15,2.5700002,1.025,42.0,49.0,46.0,139.0,69.0,19.0
3249.0,2613363.1812820514,1266884.656923077,250.7599998664856,7.36,4.9066668,3.52,2.4533334,0.5866666666666667,42.0,49.0,46.0,139.0,69.0,19.0
3250.0,2613362.4984210525,1266874.3036842106,250.7700001907349,7.2,4.8,3.48,2.4,0.58,42.0,49.0,46.0,139.0,69.0,19.0
