Tree_ID,X,Y,Z,Crown_Diameter_m
858.0,2612724.973195266,1266526.0622485208,279.13,7.33
859.0,2612768.763561644,1266227.203287671,279.13,6.82
860.0,2612910.023203884,1266099.1965048544,279.13,5.73
861.0,2612699.405773196,1266386.3531958763,279.12,7.86
862.0,2612784.3716666666,1266112.1883333337,279.12,4.37
863.0,2612537.966879433,1266184.5197163122,279.11,6.7
864.0,2612654.6146153845,1266067.2415384615,279.11,4.55
865.0,2612842.174117647,1266215.624117647,279.11,5.7
866.0,2612783.6174213835,1266548.5296855348,279.1,7.11
867.0,2612827.987142857,1266092.603809524,279.1,2.59
868.0,2612921.2001754385,1266120.3212280702,279.1,6.02
869.0,2612494.165714286,1266607.4626530614,279.09,5.59
870.0,2612545.1727350424,1266208.755213675,279.09,6.1
871.0,2612778.3874626863,1266400.1807462687,279.09,6.53
872.0,2613268.5111881187,1266755.1344554457,279.09,8.02
873.0,2612186.635,1266996.425,279.08,5.64
874.0,2612474.195217391,1266258.075652174,279.08,6.05
875.0,2612720.3698648647,1266418.3131081082,279.08,6.86
876.0,2612772.577463768,1266758.9205797105,279.08,9.37
877.0,2613374.846216216,1266270.6137837835,279.08,4.85
878.0,2612177.4963366333,1266988.2829702972,279.07,8.02
879.0,2612414.4085234897,1266422.791409396,279.05,6.89
880.0,2612679.916585366,1266327.08,279.05,7.23
881.0,2612467.925180723,1266260.9474698796,279.04,5.14
882.0,2612704.2029166664,1266129.257083333,279.04,6.77
883.0,2612740.721503268,1266497.8937254902,279.04,6.98
884.0,2612816.114126984,1266234.484761905,279.04,4.48
885.0,2612987.1744444445,1266333.5466666666,279.04,3.78
886.0,2613114.076511628,1266743.1427906975,279.04,8.27
887.0,2613230.522361111,1266863.406388889,279.04,6.77
888.0,2612739.3644827586,1266615.9972413797,279.03,6.79
889.0,2612838.03070922,1266060.540992908,279.03,6.7
890.0,2613437.51592233,1266562.407669903,279.03,8.1
891.0,2612229.974827586,1266968.47408867,279.02,8.04
892.0,2612349.954786325,1266530.6398290598,279.02,6.1
893.0,2612483.22561753,1266521.329003984,279.02,8.94
894.0,2612303.6265986394,1266580.9609523811,279.01,6.84
895.0,2612620.88,1266287.6875581397,279.01,7.4
896.0,2612922.00797619,1266558.0680952382,279.01,7.31
897.0,2613223.1356497174,1266913.9811299436,279.01,7.51
898.0,2612552.806229508,1266361.1742622952,279.0,6.23
899.0,2612730.706923077,1266116.7723076923,279.0,4.55
900.0,2613127.0499029127,1266790.9780582525,279.0,8.1
901.0,2613204.7951376145,1266850.3735779815,279.0,8.33
902.0,2612568.828224852,1266756.9971597637,278.99,7.33
903.0,2612796.88,1266203.8603030303,278.99,4.58
904.0,2613127.6430890053,1266881.6716230367,278.99,7.8
905.0,2612241.991111111,1266432.181851852,278.98,4.15
906.0,2612462.7221052637,1266257.3168421052,278.98,6.02
907.0,2613062.5758762886,1266877.7088659797,278.98,7.86
908.0,2612939.2060869564,1266162.1452173914,278.97,3.83
909.0,2612771.6356818182,1266171.659545455,278.96,5.29
910.0,2612469.3627586206,1266252.8687931036,278.95,6.08
911.0,2612700.4633333334,1266245.4292063492,278.95,7.76
912.0,2612711.466065573,1266120.3996721313,278.95,4.41
913.0,2612786.3194736843,1266262.7010526315,278.95,5.5
914.0,2612233.511578948,1266547.705,278.94,4.92
915.0,2613044.435714286,1266970.9742857143,278.94,7.46
916.0,2613164.8505240176,1266922.7655895196,278.94,8.54
917.0,2613290.7499376945,1266824.802741433,278.94,10.11
918.0,2612596.024160584,1266149.3354744527,278.93,6.6
919.0,2612603.34657754,1266296.5051336898,278.92,7.72
920.0,2612801.92787234,1266218.6544680852,278.92,3.87
921.0,2613233.578979592,1266865.161632653,278.92,3.95
922.0,2613294.7625757577,1266816.4568939395,278.92,9.17
923.0,2612462.3766216217,1266802.5293243243,278.91,6.86
924.0,2612800.093636364,1266078.098181818,278.91,4.18
925.0,2613118.567142857,1266791.9142857145,278.91,7.46
926.0,2613229.765802469,1266920.45654321,278.91,5.08
927.0,2613232.827560976,1266828.1092682928,278.91,8.08
928.0,2613294.4624324325,1266665.266486487,278.91,7.67
929.0,2613493.299971672,1266489.186232295,278.91,10.6
930.0,2612367.0657142857,1266538.3085714288,278.9,4.72
931.0,2612569.9020588235,1266808.0628431374,278.9,8.06
932.0,2612123.7933986927,1266586.03751634,278.89,6.98
933.0,2612511.555,1266114.8050000002,278.89,4.37
934.0,2613214.055373134,1266809.2217910448,278.89,6.53
935.0,2612479.3578911563,1266263.9779591835,278.88,6.84
936.0,2612381.386302521,1266506.1934453782,278.87,6.15
937.0,2612409.996141732,1266327.5288188977,278.87,6.36
938.0,2612534.3271830985,1266358.9884507044,278.87,4.75
939.0,2612727.370506329,1266429.035696203,278.86,7.09
940.0,2612730.261578948,1266092.2905263158,278.86,3.48
941.0,2612831.606190476,1266169.7704761906,278.86,4.48
942.0,2612716.324029851,1266306.7068656718,278.85,6.53
943.0,2612771.277286821,1266503.5567441862,278.85,6.41
944.0,2612529.73,1266751.470909091,278.84,7.25
945.0,2612916.623710692,1266024.863018868,278.84,7.11
946.0,2613029.8413207545,1266780.9988679246,278.84,9.18
947.0,2612238.455,1266416.7175,278.83,3.57
948.0,2612420.622537313,1266576.2217910448,278.83,4.62
949.0,2612605.3152941177,1266288.074117647,278.83,7.36
950.0,2612687.6885585585,1266102.120540541,278.83,5.94
951.0,2612734.662608696,1266034.0582608697,278.83,3.83
952.0,2612802.4283870966,1266387.824623656,278.83,7.69
953.0,2612444.287142857,1266469.9157142858,278.82,8.18
954.0,2612454.658735632,1266613.2868965515,278.82,7.44
955.0,2612656.147241379,1266054.5368965515,278.82,4.3
956.0,2613225.211395349,1266879.966627907,278.82,7.4
957.0,2612823.2007070705,1266115.6153535354,278.81,5.61
958.0,2612487.4948648647,1266103.6745945946,278.8,3.43
959.0,2612519.751118012,1266480.1886956522,278.8,7.16
960.0,2612723.4379096045,1266550.6336723166,278.8,7.51
961.0,2612857.542371134,1266246.6676288662,278.8,5.56
962.0,2612122.7728571426,1266532.8210714287,278.79,5.97
963.0,2612357.414403669,1266655.1809174314,278.79,5.89
964.0,2613200.63,1266789.7187096777,278.79,7.02
965.0,2612247.59875,1266562.178958333,278.78,5.53
966.0,2612368.053423424,1266496.2962162164,278.78,5.94
967.0,2612907.283846154,1266049.7283516484,278.78,5.38
968.0,2612722.5614814814,1266608.631851852,278.77,9.27
969.0,2612794.787303371,1266272.3215730337,278.77,5.32
970.0,2612961.0504545453,1266161.9322727274,278.77,3.74
971.0,2612427.13,1266332.8581954888,278.76,6.51
972.0,2612533.5193442623,1266507.0513114757,278.76,8.81
973.0,2612649.304796748,1266406.1816260165,278.76,6.26
974.0,2612752.522361111,1266344.5730555556,278.76,6.77
975.0,2612897.240294117,1266164.866764706,278.76,4.65
976.0,2612898.7234065933,1266249.645934066,278.76,5.38
977.0,2613227.619959839,1266702.9494779117,278.76,8.9
978.0,2613302.785629139,1266768.450860927,278.76,6.93
979.0,2612709.910373832,1266563.6641121495,278.75,8.25
980.0,2612867.122753623,1266166.6017391304,278.75,4.69
981.0,2612167.36,1266444.54,278.74,3.99
982.0,2612858.4597872337,1266087.0214893618,278.74,5.47
983.0,2613096.062624113,1266213.4275177305,278.74,6.7
984.0,2612412.53625,1266568.8675000002,278.73,5.05
985.0,2612876.5064044944,1266166.2035955058,278.73,5.32
986.0,2613133.7319417475,1266784.740194175,278.73,8.1
987.0,2612440.269473684,1266433.0642105264,278.72,7.78
988.0,2612734.958,1266324.644,278.72,6.31
989.0,2612747.565960591,1266315.4568472907,278.72,8.04
990.0,2612887.4767741933,1266165.0638709678,278.72,4.44
991.0,2612917.4403448272,1266163.6403448277,278.72,4.3
992.0,2612118.4560869564,1266666.5908695653,278.71,5.41
993.0,2612340.0541071426,1266514.1826785714,278.71,5.97
994.0,2612672.842871287,1266070.5998019802,278.71,5.67
995.0,2612722.8772222223,1266317.1355555556,278.71,7.57
996.0,2613213.672253521,1266191.918028169,278.71,4.75
997.0,2612693.6394339623,1266238.960503145,278.7,7.11
998.0,2612918.9314705883,1266084.153529412,278.7,6.58
999.0,2613061.970625,1266232.33,278.7,7.14
1000.0,2613350.3286754964,1266207.2157615896,278.7,6.93
1001.0,2612388.3558064518,1266921.3730107527,278.69,7.69
1002.0,2613185.9481818182,1266938.7163636363,278.68,3.74
1003.0,2612660.753015873,1266481.1117460318,278.67,6.33
1004.0,2612685.889493671,1266106.7318987343,278.67,5.01
1005.0,2612751.6814705883,1266116.2515686275,278.67,8.06
1006.0,2613293.2669294607,1266797.7978423238,278.67,8.76
1007.0,2613068.9649282293,1266989.338373206,278.66,8.16
1008.0,2612339.0038317754,1266432.271588785,278.65,5.84
1009.0,2612231.364375,1266362.48625,278.64,3.19
1010.0,2612510.6644827584,1266371.315632184,278.64,5.26
1011.0,2612526.637936508,1266122.0006349208,278.64,4.48
1012.0,2612573.8361611376,1266743.1700473935,278.64,8.2
1013.0,2612582.636024096,1266626.7245783133,278.64,7.27
1014.0,2612738.13,1266422.9618897638,278.64,6.36
1015.0,2612797.407777778,1266112.1772222223,278.64,3.39
1016.0,2612663.422613636,1266760.452159091,278.63,7.48
1017.0,2613259.358070175,1266855.8753216376,278.63,7.38
1018.0,2612422.336521739,1266328.750289855,278.62,6.63
1019.0,2612753.8864102564,1266513.691111111,278.62,6.1
1020.0,2612759.3004545453,1266214.920909091,278.62,5.29
1021.0,2613319.83,1266749.2533333334,278.62,6.91
1022.0,2612666.0396045195,1266248.9359322034,278.61,7.51
1023.0,2612682.8672881355,1266473.105423729,278.61,4.33
1024.0,2612889.1921301773,1266807.9942011836,278.61,7.33
1025.0,2613198.610225989,1266824.2833898305,278.61,7.51
1026.0,2613197.216448598,1266831.3954205608,278.6,8.25
1027.0,2613201.255766871,1266782.2701840491,278.6,7.2
1028.0,2612438.9672093024,1266976.2762209305,278.59,10.46
1029.0,2612489.9959420287,1266277.221304348,278.59,6.63
1030.0,2612531.05519685,1266842.741417323,278.59,6.36
1031.0,2612541.7240594057,1266346.2978217823,278.58,5.67
1032.0,2612637.65,1266503.3033333337,278.58,6.91
1033.0,2613217.0075510205,1266889.1854421769,278.58,6.84
1034.0,2613230.486164384,1266926.8402739726,278.59,4.82
1035.0,2613300.9013675214,1266673.4347008548,278.58,8.63
1036.0,2612592.440897436,1266832.753076923,278.57,7.05
1037.0,2612988.69,1266622.9266666668,278.57,6.91
1038.0,2613163.8188888887,1266202.6614814815,278.57,6.56
1039.0,2613237.63,1266902.08,278.57,2.46
1040.0,2612641.240576923,1266325.6136538463,278.56,5.75
1041.0,2613212.2423188407,1266721.319130435,278.56,6.63
1042.0,2612562.955,1266334.82,278.55,7.98
1043.0,2612573.739375,1266634.5409375,278.55,6.38
1044.0,2612740.453943662,1266329.9109859157,278.55,6.72
1045.0,2612832.2912903223,1266095.821935484,278.55,4.44
1046.0,2612842.535,1266112.985,278.55,7.98
1047.0,2613126.9225,1266736.185,278.54,7.98
1048.0,2613192.302413793,1266954.1432183909,278.53,5.26
1049.0,2612205.7566666664,1266469.3066666666,278.52,4.89
1050.0,2612369.491842105,1266394.4944736843,278.52,4.92
1051.0,2612673.7925,1266339.6091666666,278.52,6.18
1052.0,2613042.4275,1266986.505,278.52,7.98
1053.0,2613239.589731544,1266759.5296644296,278.52,6.89
1054.0,2612497.248181818,1266453.186060606,278.51,7.25
1055.0,2612664.5336697246,1266074.8689908255,278.51,5.89
1056.0,2612664.6514285714,1266589.472857143,278.51,6.68
1057.0,2612953.935054152,1266791.4644765344,278.51,9.39
1058.0,2613191.697226891,1266935.1787394958,278.51,8.7
1059.0,2612233.7133333334,1266386.468888889,278.5,3.39
1060.0,2612291.6897014924,1266423.1023880595,278.5,6.53
1061.0,2612658.657027027,1266258.5610810812,278.5,7.67
1062.0,2612766.8258762886,1266127.873814433,278.5,5.56
1063.0,2612780.4829411763,1266175.874117647,278.5,4.65
1064.0,2612815.599135802,1266114.0614814817,278.5,7.18
1065.0,2612824.186338028,1266243.1574647888,278.5,4.75
1066.0,2612847.0466666664,1266320.0421212122,278.5,4.58
1067.0,2612857.407777778,1266167.8022222223,278.5,4.15
1068.0,2612717.594285714,1266588.6431868132,278.49,7.61
1069.0,2612795.8547706422,1266571.0318348624,278.49,8.33
1070.0,2612107.461730769,1266545.4261538463,278.48,5.75
1071.0,2612834.9977248674,1266124.7704761906,278.48,7.76
1072.0,2612847.5675,1266099.632083333,278.48,5.53
1073.0,2612682.8231818182,1266361.3697727274,278.47,5.29
1074.0,2613116.710310881,1266896.8157512953,278.47,7.84
1075.0,2612315.794335664,1266496.9366433567,278.46,6.75
1076.0,2612425.4930952378,1266347.699047619,278.46,5.17
1077.0,2612552.05578125,1266216.86125,278.46,6.38
1078.0,2612562.932325581,1266212.202093023,278.46,7.4
1079.0,2612663.740062893,1266747.6428930818,278.46,7.11
1080.0,2612199.0891836733,1266707.4711564626,278.45,6.84
1081.0,2612705.964437086,1266548.378013245,278.45,6.93
1082.0,2613179.633311258,1266906.507152318,278.45,6.93
1083.0,2612236.652727273,1266408.8224242425,278.44,4.58
1084.0,2612374.333125,1266544.470625,278.44,3.19
1085.0,2612573.0504545453,1266546.4625757576,278.44,6.48
1086.0,2612660.360769231,1266103.8184615383,278.44,4.55
1087.0,2612414.813823529,1266581.2564705885,278.43,4.65
1088.0,2612451.3953061225,1266050.5119727892,278.43,6.84
1089.0,2612533.2566666664,1266498.09,278.43,6.91
1090.0,2613071.675918367,1266751.472857143,278.43,7.9
1091.0,2613177.657638191,1266982.961909548,278.43,7.96
1092.0,2612448.5872864323,1266490.0573869348,278.42,7.96
1093.0,2612662.988974359,1266091.2787179488,278.42,4.98
1094.0,2612801.017755102,1266174.631020408,278.42,3.95
1095.0,2612889.289292035,1266091.2038938054,278.42,6.0
1096.0,2612897.6063092267,1266691.3543142143,278.42,11.3
1097.0,2612907.3947058823,1266164.8888235297,278.41,3.29
1098.0,2613286.2054310343,1266759.584310345,278.41,8.59
1099.0,2613427.802588833,1266227.6815228427,278.41,7.92
1100.0,2612524.7875757576,1266474.3406060606,278.4,7.25
1101.0,2612579.7849295773,1266250.9391549297,278.4,4.75
1102.0,2612884.3163636364,1266352.784545455,278.4,5.92
1103.0,2613022.8978571426,1266290.1246428571,278.4,5.97
1104.0,2612430.294473684,1266353.6589473684,278.39,4.92
1105.0,2612440.62222798,1266608.7432124354,278.38,7.84
1106.0,2612536.5134355826,1266701.0585276077,278.38,7.2
1107.0,2613006.029425287,1266842.1202298852,278.38,7.44
1108.0,2612661.33,1266106.3527272728,278.37,4.18
1109.0,2612832.623243243,1266284.0056756758,278.37,4.85
1110.0,2613040.3874626863,1266185.5874626867,278.37,6.53
1111.0,2613460.7644827585,1266423.0765517242,278.37,6.79
1112.0,2612592.4583582086,1266144.6023880595,278.36,4.62
1113.0,2612468.3723469386,1266496.373367347,278.35,7.9
1114.0,2612920.1662903223,1266030.9308064517,278.35,6.28
1115.0,2613251.900096463,1266740.573569132,278.35,9.95
1116.0,2612716.48,1266113.4890909093,278.34,5.92
1117.0,2612730.861343284,1266003.736716418,278.34,4.62
1118.0,2613207.869393939,1266947.8890909092,278.34,7.25
1119.0,2612545.210645161,1266351.4106451613,278.33,6.28
1120.0,2612817.636802721,1266630.1718367347,278.33,6.84
1121.0,2612906.110582524,1266093.9780582525,278.33,5.73
1122.0,2612970.3186227544,1266953.1638323355,278.33,7.29
1123.0,2613111.1957894736,1266261.0273684212,278.33,6.02
1124.0,2612212.3898870056,1266962.8511864408,278.32,7.51
1125.0,2612495.8654497354,1266502.736084656,278.32,7.76
1126.0,2612156.655568181,1266975.9265909093,278.3,7.48
1127.0,2612548.1277876105,1266402.0313274337,278.29,8.48
1128.0,2612550.5675,1266133.6425,278.29,4.51
1129.0,2612230.4033333333,1266580.153333333,278.28,4.89
1130.0,2612487.6850458714,1266967.219908257,278.28,8.33
1131.0,2612652.6450602408,1266329.576987952,278.28,7.27
1132.0,2612924.0744444444,1266043.8346296295,278.28,5.86
1133.0,2613383.487142857,1266247.0165079366,278.28,4.48
1134.0,2612128.476153846,1266599.0250549451,278.27,7.61
1135.0,2612441.455174825,1266347.782797203,278.27,6.75
1136.0,2612921.933030303,1266037.3426262627,278.27,5.61
1137.0,2613024.3126923074,1266333.1088461538,278.27,4.07
1138.0,2613163.8661702126,1266766.2289361702,278.27,8.65
1139.0,2613248.7535955054,1266818.9788764045,278.27,7.53
1140.0,2613388.904058577,1266329.5820920502,278.27,8.72
1141.0,2612232.8904166664,1266369.6529166668,278.26,3.91
1142.0,2612559.303469388,1266854.1080612245,278.26,7.9
1143.0,2612624.733448276,1266616.539770115,278.26,5.26
1144.0,2612663.9882474225,1266114.5207216495,278.26,7.86
1145.0,2612850.157027027,1266168.7421621622,278.26,3.43
1146.0,2612902.6332258065,1266036.221935484,278.26,7.02
1147.0,2613102.801296296,1266738.6332407407,278.26,8.29
1148.0,2613272.0713580246,1266674.2466666668,278.26,7.18
1149.0,2612243.24682243,1266679.4071028037,278.25,5.84
1150.0,2612685.726,1266446.2000000002,278.25,6.31
1151.0,2612873.711300813,1266086.2060162602,278.24,6.26
1152.0,2613160.148041237,1266719.2217525777,278.23,7.86
1153.0,2612328.7471875,1266481.783125,278.22,4.51
1154.0,2612542.1607017545,1266748.6677192985,278.22,6.02
1155.0,2612562.3965198235,1266423.295859031,278.22,8.5
1156.0,2612617.497469879,1266201.7848192772,278.22,5.14
1157.0,2612756.13,1266120.6254545455,278.22,3.74
1158.0,2612791.9859782606,1266475.1425,278.22,7.65
1159.0,2612822.8175,1266171.069583333,278.22,3.91
1160.0,2612995.2992708334,1266927.952395833,278.22,7.82
1161.0,2613374.0888235294,1266236.185882353,278.22,5.2
1162.0,2612479.237843137,1266928.903529412,278.21,6.98
1163.0,2612708.6616901406,1266533.372253521,278.21,6.72
1164.0,2612232.4883333333,1266377.3133333337,278.2,4.37
1165.0,2612394.0282035926,1266925.4452694613,278.2,7.29
1166.0,2612552.0269072163,1266350.5696907218,278.2,5.56
1167.0,2612684.603214286,1266373.1425,278.2,5.97
1168.0,2613134.570397351,1266980.1892715232,278.2,6.93
1169.0,2612377.9767741933,1266538.6525806452,278.19,4.44
1170.0,2613249.1724242424,1266686.7254545456,278.19,7.25
1171.0,2612542.82047619,1266129.9609523811,278.18,4.48
1172.0,2612601.781851852,1266446.8985185183,278.18,6.56
1173.0,2612830.50012987,1266258.9825974028,278.18,4.95
1174.0,2613153.120740741,1266724.0892592594,278.18,7.18
1175.0,2612116.845469613,1266709.3203314918,278.17,7.59
1176.0,2612534.9350847458,1266126.3088135594,278.17,4.33
1177.0,2612829.023203884,1266603.475631068,278.17,8.1
1178.0,2613389.3433333333,1266287.9666666668,278.17,4.89
1179.0,2612430.37,1266413.36,278.16,2.82
1180.0,2612489.740576923,1266432.531923077,278.16,5.75
1181.0,2612791.2056756755,1266550.298918919,278.16,7.67
1182.0,2612818.116363636,1266381.5936363635,278.16,5.92
1183.0,2612857.6105194804,1266207.6774025974,278.16,4.95
1184.0,2613213.5282558138,1266787.6672093023,278.16,7.4
1185.0,2612401.8409375,1266568.92375,278.15,4.51
1186.0,2612457.9033333333,1266261.52,278.15,4.89
1187.0,2612555.156717557,1266510.5761832062,278.15,6.46
1188.0,2612716.74971831,1266117.4109859157,278.15,4.75
1189.0,2612894.056666666,1266131.0533333337,278.15,4.89
1190.0,2613218.329386503,1266864.4879754602,278.15,7.2
1191.0,2612560.2062711865,1266791.300338983,278.14,7.51
1192.0,2612652.4970886074,1266079.25721519,278.14,5.01
1193.0,2612804.524039735,1266378.818410596,278.14,6.93
1194.0,2612821.27,1266283.66,278.14,4.89
1195.0,2613180.6622580644,1266949.6122580646,278.14,4.44
1196.0,2612548.402727273,1266770.83,278.13,5.29
1197.0,2612245.6133333333,1266494.2633333334,278.12,3.09
1198.0,2612253.402727273,1266499.420909091,278.12,4.58
1199.0,2612582.755,1266651.819583333,278.12,3.91
1200.0,2613021.9346511625,1266902.9660465117,278.12,8.27
1201.0,2613096.694885496,1266280.3357251908,278.12,6.46
1202.0,2612760.6734782606,1266128.8626086956,278.11,2.71
1203.0,2612909.019380531,1266058.655221239,278.11,6.0
1204.0,2612927.2648314605,1266093.4451685394,278.11,5.32
1205.0,2613057.007483444,1266973.9674172187,278.11,6.93
1206.0,2613268.846981132,1266796.256100629,278.11,7.11
1207.0,2613268.3175,1266685.128295455,278.11,7.48
1208.0,2613413.754113475,1266158.0339007094,278.11,6.7
1209.0,2612496.87025974,1266697.8527272728,278.1,4.95
1210.0,2612579.375454545,1266145.1981818182,278.1,4.18
1211.0,2612629.2617365266,1266498.8913772455,278.1,7.29
1212.0,2612724.7582894736,1266299.4911842106,278.1,6.96
1213.0,2612999.767254902,1266837.9852287583,278.1,6.98
1214.0,2612123.8984210524,1266661.032631579,278.09,5.5
1215.0,2612379.097391304,1266549.2430434783,278.09,3.83
1216.0,2612398.164810126,1266945.1084810128,278.09,7.09
1217.0,2612546.7067195764,1266760.5112169313,278.09,7.76
1218.0,2612560.258205128,1266729.2017948718,278.09,4.98
1219.0,2612565.88,1266670.7024489795,278.09,5.59
1220.0,2612678.624565217,1266546.0935869566,278.09,7.65
1221.0,2613220.269534884,1266711.7137209305,278.09,7.4
1222.0,2612327.054369748,1266500.7018487395,278.08,6.15
1223.0,2612582.098137255,1266779.761372549,278.08,8.06
1224.0,2612697.5246078437,1266648.1829411765,278.08,8.06
1225.0,2612762.63,1266135.08,278.08,2.71
1226.0,2612216.1884415583,1266565.313766234,278.07,4.95
1227.0,2612824.8627586206,1266660.091494253,278.07,7.44
1228.0,2613129.77516129,1266266.394516129,278.07,6.28
1229.0,2612368.7722764225,1266515.197886179,278.06,6.26
1230.0,2612626.8945502643,1266610.7096296295,278.06,7.76
1231.0,2612801.4056410254,1266305.971025641,278.06,4.98
1232.0,2612816.595838509,1266375.5955279504,278.06,7.16
1233.0,2612185.723333333,1266597.1066666667,278.04,4.89
1234.0,2612249.499047619,1266455.1157142858,278.04,3.66
1235.0,2612451.945,1266480.64,278.04,5.64
1236.0,2612661.7014285717,1266700.5360439562,278.04,7.61
1237.0,2612711.217628866,1266127.14185567,278.04,5.56
1238.0,2612791.341442786,1266577.5327363184,278.04,8.0
1239.0,2613196.020804597,1266995.131724138,278.04,5.26
1240.0,2613403.280485437,1266266.652815534,278.04,5.73
1241.0,2612767.4679310345,1266703.5041379312,278.03,6.79
1242.0,2613240.074785276,1266831.871411043,278.03,7.2
1243.0,2612264.649736842,1266490.9286842106,278.02,4.92
1244.0,2612445.7966666664,1266271.2942857144,278.02,3.66
1245.0,2612506.0867901235,1266327.468888889,278.02,5.08
1246.0,2612628.364449761,1266486.146985646,278.02,8.16
1247.0,2612648.4086885243,1266101.1865573772,278.02,6.23
1248.0,2613309.4428078816,1266712.1366502463,278.02,8.04
1249.0,2612394.6779041914,1266525.4841916168,278.01,7.29
1250.0,2612408.4714634144,1266403.7629268293,278.01,3.61
1251.0,2612515.837547169,1266374.8677358492,278.01,5.81
1252.0,2612954.3311494254,1266987.3999233716,278.01,9.11
1253.0,2612302.847948718,1266485.33,278.0,4.98
1254.0,2612527.3459763317,1266510.9024852072,278.0,7.33
1255.0,2612214.2966666664,1266473.978809524,277.99,5.17
1256.0,2612451.898656716,1266266.169552239,277.99,4.62
1257.0,2612615.1181889763,1266284.020944882,277.99,6.36
1258.0,2612853.742781955,1266103.5311278196,277.99,6.51
1259.0,2613180.98,1266945.58,277.99,1.78
1260.0,2613476.63,1266510.7614345993,277.99,8.69
1261.0,2612178.0890163933,1266605.3095081968,277.98,4.41
1262.0,2612454.215526316,1266046.6655263158,277.98,4.92
1263.0,2612658.500588235,1266251.0888235294,277.98,7.36
1264.0,2612716.4210958905,1266215.4978082192,277.98,6.82
1265.0,2613005.165849057,1266832.204528302,277.98,9.18
1266.0,2612472.052222222,1266618.7966666666,277.97,5.35
1267.0,2612981.8889285717,1266852.7734523811,277.97,7.31
1268.0,2613134.8391346154,1266732.2146153846,277.97,8.14
1269.0,2613180.0455405405,1266941.1610810813,277.97,6.86
1270.0,2612745.9376923074,1266512.2063736264,277.95,5.38
1271.0,2612928.331923077,1266374.4646153846,277.95,4.07
1272.0,2613043.233399433,1266960.4935977338,277.95,10.6
1273.0,2613061.523034826,1266863.1098507463,277.95,8.0
1274.0,2612197.6684615384,1266584.003076923,277.94,4.07
1275.0,2612384.086896552,1266543.5627586208,277.94,4.3
1276.0,2612447.660805688,1266362.7055924172,277.94,8.2
1277.0,2612678.9237853107,1266372.0771751413,277.94,7.51
1278.0,2612688.2847619047,1266367.0038095238,277.94,8.18
1279.0,2612721.974827586,1266293.8989655173,277.94,6.08
1280.0,2612867.540714286,1266110.747857143,277.94,6.68
1281.0,2613322.134854369,1266711.1042718447,277.94,5.73
1282.0,2613378.803611111,1266222.781388889,277.94,4.79
1283.0,2612228.427101449,1266553.2321739132,277.93,4.69
1284.0,2612484.552131148,1266270.4693442625,277.92,6.23
1285.0,2612805.833804348,1266109.2430434783,277.92,7.65
1286.0,2612845.776245059,1266859.1728853756,277.92,8.97
1287.0,2612949.012352941,1266162.6192156863,277.92,4.03
1288.0,2613296.181339286,1266758.5710714287,277.92,8.44
1289.0,2613319.791764706,1266755.0407843138,277.92,5.7
1290.0,2612164.4014285714,1266958.2204761906,277.91,8.18
1291.0,2612371.601428571,1266532.9085714286,277.91,4.72
1292.0,2612469.851830986,1266973.4285915494,277.91,9.51
1293.0,2612688.174117647,1266250.7454411765,277.91,6.58
1294.0,2613148.9295283016,1266756.0116037736,277.91,8.21
1295.0,2612461.364177215,1266265.750886076,277.89,5.01
1296.0,2612798.469285714,1266585.3442857144,277.89,6.68
1297.0,2612841.204324324,1266169.2962162164,277.89,4.85
1298.0,2613232.513333333,1266897.9300000002,277.89,4.37
1299.0,2612479.1703726705,1266464.123478261,277.88,7.16
1300.0,2612689.641904762,1266172.8657142858,277.88,5.17
1301.0,2612707.799491525,1266109.423220339,277.88,6.13
1302.0,2613193.397759563,1266710.6565027323,277.88,7.63
1303.0,2612860.4733734936,1266286.218554217,277.87,5.14
1304.0,2613122.0961458334,1266827.421145833,277.87,7.82
1305.0,2612659.377058824,1266097.3447058825,277.86,5.2
1306.0,2612706.366842105,1266124.7642105264,277.86,2.46
1307.0,2612833.9973469386,1266082.273877551,277.86,3.95
1308.0,2612867.716956522,1266287.58,277.86,4.69
1309.0,2612468.991842105,1266455.099736842,277.84,6.96
1310.0,2612670.326531792,1266101.8632369942,277.84,7.42
1311.0,2612744.7816853933,1266630.8580898878,277.84,7.53
1312.0,2613145.658985507,1266524.6488405797,277.84,6.63
1313.0,2612726.4715841585,1266291.8819801982,277.81,5.67
1314.0,2612902.5776744187,1266125.5393023256,277.81,5.23
1315.0,2613414.1776973684,1266300.7526973684,277.81,9.84
1316.0,2612672.1151485145,1266698.188910891,277.8,5.67
1317.0,2612576.634950495,1266530.2334653465,277.79,5.67
1318.0,2613021.804496644,1266774.5296644296,277.79,6.89
1319.0,2613285.145625,1266849.8518750002,277.79,7.14
1320.0,2613355.381612903,1266569.7832258064,277.79,7.02
1321.0,2612455.63,1266803.629019608,277.78,6.98
1322.0,2612790.8612138727,1266630.9210404626,277.78,7.42
1323.0,2613187.4670165745,1266967.187734807,277.78,7.59
1324.0,2613394.102222222,1266272.5855555555,277.78,5.35
1325.0,2612404.1823809524,1266370.3276190476,277.77,5.78
1326.0,2612589.1420481927,1266244.703493976,277.77,7.27
1327.0,2612362.768888889,1266492.868888889,277.76,5.35
1328.0,2613272.9533830844,1266747.6272636815,277.76,8.0
1329.0,2612570.8658490563,1266814.7026415097,277.75,5.81
1330.0,2612762.5332258064,1266177.3380645162,277.75,4.44
