Tree_ID,X,Y,Z,Crown_Diameter_m
471.0,2612673.599135802,1266024.8392592594,280.87,5.08
472.0,2612699.091722488,1266541.4771291867,280.86,8.16
473.0,2612439.091111111,1266213.105,280.85,7.57
474.0,2612710.641235955,1266075.5856179777,280.85,5.32
475.0,2612136.56902439,1266408.2263414634,280.84,5.11
476.0,2612432.5826627216,1266207.636213018,280.84,7.33
477.0,2612706.5665079365,1266069.984761905,280.84,4.48
478.0,2613214.351804511,1266910.700300752,280.84,6.51
479.0,2612745.0585714285,1266071.3514285714,280.83,3.34
480.0,2612707.4425,1266029.4003125,280.82,4.51
481.0,2612723.19,1266051.12,280.82,2.82
482.0,2612763.3091443847,1266343.5078074867,280.82,7.72
